id,absa_input,absa_target,data_origin
433017,"O gamă largă de produse, bună valoare pentru bani.",shop diversity is positive; quality is positive; price is positive,bt_1chain
433018,Ultima vizită a fost pentru a cumpăra adidaşi.,shop diversity is positive; price is positive,bt_1chain
433020,"Mi-a plăcut atmosfera din magazin, copiii încercau tot felul de biciclete, scutere, triciclete, părinţii îi urmăreau, era ca şi cum eram într-un parc de distracţii, personalul amabil oferea tot felul de informaţii, foarte frumos.",environment is positive; staff competency is positive,bt_1chain
433023,"Calitatea, promptitudinea şi dedicarea sunt calităţile principale ale Decathlon, o opinie formată încă de la prima comandă.",quality is positive; service is positive; staff competency is positive,bt_1chain
433029,"Magazinul nu are internet wireless, ca să poți intra și să citești despre produse. Magazinul nu are suficienți agenți de vânzări pentru a vorbi despre produse. Magazinul din Timișoara și cel din Sibiu au aceleași două probleme. Ori ai nevoie de internet, ori de angajați.",service is negative; staff availability is negative,bt_1chain
433034,Am comandat la 3:30 şi până la 9 a doua zi am primit marfa.,delivery is positive,bt_1chain
433038,"Sunt mereu fericit să mă întorc la Decathlon, atmosfera este minunată, produsele sunt bune, prețurile sunt rezonabile...",environment is positive; quality is positive; price is positive,bt_1chain
433044,"Foarte bun raport preţ-calitate pentru bunurile cumpărate, dar nu pot spune acelaşi lucru pentru preţul de transport, care este foarte mare.",delivery is negative; price is positive; quality is positive,bt_1chain
433046,"În aer liber, sunt bune doar sub un costum de piele cu cizme, mănuşi, piele din acelaşi material - toate din decatlon.",product is positive; shop diversity is positive,bt_1chain
433047,Un magazin minunat cu o multime de articole interesante si un personal foarte prietenos,staff competency is positive; shop diversity is positive,bt_1chain
433048,"Îmi place că noile produse sunt scanate automat acum. Din păcate, în fiecare an aceleași produse, probabil doar culori diferite. Dar prețuri foarte bune.",service is positive; shop diversity is negative; price is positive,bt_1chain
433050,"Aproape de fiecare dată când am vizitat un magazin Decathlon am găsit ceea ce căutam, fără a fi nevoie să rătăcesc prin mai multe magazine, aveți o valoare foarte bună pentru banii pentru produsele oferite.",shop diversity is positive; price is positive; quality is positive,bt_1chain
433053,"Deci, am găsit ceea ce căutam, și am avut o mică problemă să găsesc mărimea potrivită pentru pantofi, dar a funcționat, și nu am ajuns la rafturile înalte, așa că a trebuit să cer ajutor altor clienți.",shop organization is negative; shop diversity is positive,bt_1chain
433057,Magazinul pe care-l vizitez cel puţin de două ori pe lună.,misc is neutral,bt_1chain
433058,"Ar fi perfect dacă ai putea să-ţi reproiectezi terenul de fotbal sintetic şi să percepi o taxă mică (să zicem, 5 dolari pentru fiecare echipă care joacă pe teren sau 1 dolar pentru fiecare jucător) şi acea taxă ar fi folosită pentru întreţinerea terenului.",misc is neutral,bt_1chain
433065,Sunt foarte impresionat de magazin şi de calitate şi de livrare.,quality is positive; delivery is positive,bt_1chain
433067,Simt că sunt prea puţini angajaţi pentru câtă muncă e...,staff availability is negative,bt_1chain
433068,"Mai multă disciplină, prea mult haos, nu sunt destui angajaţi să ne susţină clientul.",shop organization is negative; staff availability is negative,bt_1chain
433069,Sunt mulţumit de calitatea produselor Quechua şi de reducerile adidas pentru rucsaci.,quality is positive; promotions is positive,bt_1chain
433071,"Personalul prietenos și util, puține produse din aceeași categorie, puține oferte de preț pentru fiecare produs",staff competency is positive; shop diversity is negative; promotions is negative,bt_1chain
433075,Am intrat şi am găsit ce căutam.,misc is neutral,bt_1chain
433078,"Un magazin bine aprovizionat, cu un personal foarte atent şi bine instruit.",staff competency is positive; shop diversity is positive,bt_1chain
433082,Dacă ai putea să-mi trimiteţi un e-mail când echipamentul de fitness va fi la vânzare... caut o geantă de box... o geantă pentru mănuşi de box... machiaj...,tech support is negative,bt_1chain
433085,Aştept de ceva vreme la coadă.,staff availability is negative; service is negative,bt_1chain
433086,"Foarte mulţumit de comandă, produsele sunt aşa cum sunt descrise pe site.",product is positive; delivery is positive,bt_1chain
433087,Nu am înţeles de ce a durat două săptămâni ca comanda să vină din Franţa - nu am comandat nimic exotic.,delivery is negative; quality is positive,bt_1chain
433088,"Personalul este foarte prietenos și profesionist.Extra la subiect: Site-ul Decathlon ar avea nevoie de multe îmbunătățiri. Se încarcă foarte greu pe desktop, iar pe mobil este practic imposibil.",tech support is negative; staff competency is positive,bt_1chain
433090,"Magazin bine amenajat, cu un aranjament selectiv al produselor, personal atent, bine pregătit şi prietenos.",staff competency is positive; shop organization is positive,bt_1chain
433093,Sunt mulțumită de toate produsele pe care le-am cumpărat până acum și le-am recomandat chiar prietenilor mei să intre în magazin pentru a vedea varietatea de produse și bunătatea personalului.,shop diversity is positive; staff competency is positive; product is positive,bt_1chain
433103,"Spre deosebire de decatlonul militar, există o gamă largă de echipamente.",shop diversity is positive,bt_1chain
433106,"Reducerile trebuie să fie reale, nu 1 leu pe produs.",promotions is negative,bt_1chain
433117,Mă simt grozav în ele.,product is positive; shop diversity is positive; price is positive,bt_1chain
433118,"E ieftin şi bun în orice condiţii, cifrele sunt ceea ce ai nevoie.",price is negative; product is positive; quality is positive,bt_1chain
433121,"Înțeleg că modelul occidental este să acorde o atenție deosebită clienților, dar trebuie să stabilești o limită; copiii alergă prin magazin cu bicicletele și scuterele lor de testare, jucând ping-pong, etc., ceea ce nu este pe placul tuturor, inclusiv al meu.",environment is negative,bt_1chain
433122,Mă bucur că în Oradea e magazinul ăsta de sport.,misc is neutral,bt_1chain
433123,Aş marca pista de biciclete şi cuşca de bătut,environment is negative,bt_1chain
433126,"Magazinul este dedicat în primul rând produselor sportive, dar nu numai sportivii pot cumpăra produse aici.",shop diversity is positive; product is positive; quality is positive; promotions is positive,bt_1chain
433133,"Atmosfera este foarte plăcută şi posibilitatea de a încerca tot ce doriţi, plus jocuri interactive cu copiii.",environment is positive; staff competency is positive,bt_1chain
433134,Nu ştiu ce să spun... continuă cu munca bună.,misc is neutral,bt_1chain
433135,Sunt fericit... de obicei merg când am nevoie de ceva pentru sport.,misc is neutral,bt_1chain
433137,E un loc mai bun... în general e bine.,misc is neutral,bt_1chain
433140,Vă recomand tuturor iubitorilor de sport... aici veţi găsi doar ceea ce aveţi nevoie... nu stresul altor magazine,environment is positive; shop diversity is positive,bt_1chain
433141,"A fost foarte drăguţ în magazin, iar ţărănoiul foarte bun şi drăguţ.",environment is positive; staff competency is positive,bt_1chain
433143,"Am primit comanda la timp, iar materialul e foarte bun.",delivery is positive; product is positive; quality is positive,bt_1chain
433145,Putem fi anunţaţi mai devreme de sosirea produsului.,misc is neutral,bt_1chain
433148,Nu mi-am găsit mărimea (37) la anumite modele de încălțăminte:.. și anul trecut am cumpărat o saltea de fitness la un preț și după o vreme ai scăzut prețul cu aproximativ 30% în mod permanent:.. sutienul / busturile pentru activități intense nu acoperă toate măsurile! foarte greu am găsit un sutien care se potrivește. Îmi plac reducerile din acest magazin (cui nu-i plac reducerile?).,shop diversity is negative; promotions is positive; price is positive,bt_1chain
433149,"Foarte drăguţi angajaţi, doar o obiecţie am, dacă mai aveţi carduri ar fi bine să ne oferiţi clienţilor un avantaj, o reducere la cumpărăturile pe care le facem.",staff competency is positive; promotions is negative,bt_1chain
433150,"Este unul din acele magazine pe care uit să-l părăsesc, varietatea de produse, calitatea şi personalul care te ajută cu explicaţiile necesare îţi fac ziua mai bună!",shop diversity is positive; quality is positive; staff competency is positive,bt_1chain
433151,Dacă ai ceva de genul Black Friday şi când eşti peste tot în categorii,promotions is negative,bt_1chain
433154,"Iulio Maniu mi se pare cel mai organizat magazin Decathlon. ar fi bine poate dacă ar pune cititori de cod pentru preț, există produse scumpe și personalul este destul de ocupat cu vânzările..",service is negative; shop organization is positive; staff availability is negative,bt_1chain
433158,Am fost capabil să fac cumpărături în câteva minute pentru că aspectul era foarte simplu,tech support is positive,bt_1chain
433160,Acest produs a fost potrivit perfect și este m-a ajutat într-o zonă stâncoasă a Mării Negre.,misc is neutral,bt_1chain
433163,"Sunt o casnică, mi-am făcut treaba repede şi am plecat de aici.",misc is neutral,bt_1chain
433170,Am ales să consum cuponul am primit pentru achiziții gratuite pe cardul meu de loialitate și am avut mai multe alternative pentru lichidare,misc is neutral,bt_1chain
433171,Aş vrea să avem o prezentare online mai bună a produsului.,tech support is negative,bt_1chain
433173,Ai grijă la copiii care joacă fotbal în magazin.,environment is negative,bt_1chain
433176,"Multumesc, in general, pentru bunatatea personalului, dar si pentru ca am gasit ceea ce cautam.",shop diversity is positive; staff competency is positive,bt_1chain
433177,Mi-ar plăcea să primesc oferte speciale şi informaţii despre produse prin poştă.,tech support is negative,bt_1chain
433182,"A fost o experienţă, de obicei foarte aglomerată, dar acum era mult mai liberă, erau şi produse care lipseau, căutam pantofi pentru băiatul nostru de patru ani şi jumătate.",environment is positive; shop diversity is negative,bt_1chain
433183,"Ca client, vreau mai multă curăţenie, mai multă atenţie în această zonă.",environment is negative,bt_1chain
433186,Cine este responsabil și în ce măsură în cazul unui accident între o persoană care testează un scuter sau o bicicletă în magazinele dvs. și un cumpărător???,misc is neutral,bt_1chain
433187,"Era un pic de dezordine în magazin, produsele erau aranjate, angajații erau obosiți, și nu am primit informațiile corecte despre prețul unui produs.",environment is negative; staff competency is negative; shop organization is negative,bt_1chain
433188,"Fiecare vizită la Decathlon este o bucurie atât pentru mine, cât şi pentru copiii mei, şi vă mulţumesc pentru decenţa cu care gestionaţi atmosfera din magazin.",environment is positive,bt_1chain
433192,"Prima vizită la Decathlon BV, magazinul arată bine, produsele de calitate, personalul de ajutor.",environment is positive; quality is positive; staff competency is positive,bt_1chain
433193,E frumos şi plăcut să mergi la cumpărături dimineaţa când nu e multă lume.,environment is positive,bt_1chain
433196,"În primul rând, timpul de livrare în magazin/la destinatar poate fi redus, luați exemplu de alte magazine online (ex 1-3 zile) În al doilea rând, am avut o experiență neplăcută cu ambalajul pachetului, nu a fost acordată nicio atenție (ex ochelari de soare a venit zgâriat) În caz contrar, eu sunt foarte mulțumit de produse Decathlon și voi rămâne un client",delivery is negative; product is positive; service is negative,bt_1chain
433199,"Găseşti tot ce vrei şi adaugi ce nu era programat, dar e tentant.",shop diversity is positive,bt_1chain
433201,"Perioada de returnare de o lună mi se pare normală și corectă doar pentru produsele pe care cumpărătorul nu le mai vrea din cauza culorii, dimensiunii..sau pur și simplu. Din alte motive, cum ar fi scanarea greșită sau articolul defectuos, deteriorat, cred că termenul este destul de mic și în mod clar ar trebui să fie extins la cel puțin 3-6 luni. Dacă cineva cumpără un cort în decembrie, este clar că nu va fi despachetat din mai până în iunie. Dacă are ghinionul de a fi defectuos, este mai complicat să-l schimbe. Poate pentru că știu că am suferit, dar poate că nu este întotdeauna așa. De asemenea, cu articolele scanate greșit, nimeni nu este la sfârșitul cumpărăturilor, lângă magazin pentru a verifica corectitudinea ștampilei. Și dacă are",return warranty is negative,bt_1chain
433203,"După plata, nu a fost posibilă urmărirea comenzii. Coșul era gol, istoricul era gol, statutul de livrare a comenzii... lipsea, deși prin SMS/email plasarea comenzii a fost confirmată. În schimb, așa cum mă așteptam, calitate extraordinară, timp de livrare bun (având în vedere că am fost informat că poate dura până la 30 de zile).",tech support is negative; quality is positive; delivery is positive,bt_1chain
433204,Cred că 50 de caractere nu sunt suficiente pentru a exprima opinii care abordează aspectele pozitive sau negative.,tech support is negative,bt_1chain
433216,"Dacă ai zona de promovare cu capete stoc scădea le și prețul, de asemenea, este frumos.",promotions is negative,bt_1chain
433217,"Am comandat o bicicletă online, și aceasta a fost prima mea dată în magazinul Decathlon. Deși am primit un e-mail cu codul de comandă, nu era în magazin. Cu toate acestea, echipa Decathlon a fost foarte promptă și m-a ajutat, am găsit această bicicletă imediat disponibilă în tejghea. De asemenea, mi-a plăcut atmosfera magazinului, o atmosferă relaxată, de aceea am petrecut timp în magazin cumpărând lucruri. De asemenea, am primit cartea mea de loialitate tipărită în câteva secunde. Sunt foarte mulțumit de serviciile Decathlon, am sunat ok, având în vedere că am lucrat în vânzări pe cont propriu și știu să citesc o mulțime de lucruri personale și capabile. Felicităriile și mulțumesc Decathlon pentru că te-ai buc",staff competency is positive; environment is positive; service is positive; shop organization is negative,bt_1chain
433218,"Magazinul, personalul, curăţenia, totul e în regulă, am găsit tot ce căutam, calitatea mărfii e foarte bună.",quality is negative; staff competency is positive; shop diversity is positive; environment is positive,bt_1chain
433220,"Doamnelor, vă mulţumesc pentru prezenţa dumneavoastră, ieri am primit pălăria şi sunt foarte mulţumită.",delivery is positive,bt_1chain
433222,Vă mulţumesc că aţi reparat bicicleta şi pentru atenţia specială pe care aţi primit-o de la personalul departamentului de asamblare şi reparare a bicicletelor.,staff competency is positive; service is positive,bt_1chain
433227,"Aş vrea să subliniez un lucru, că compania ar trebui să angajeze mai mulţi oameni, sau să încerce să pună mai mulţi oameni în schimb, şi să nu aibă clientul căutând altceva în cameră.",staff availability is negative,bt_1chain
433228,Sunt impresionat de cum ai reuşit să organizezi plata produselor acasă prin implementarea unui software care aduce clienţilor casele goale.,service is positive,bt_1chain
433229,o gamă largă și variată de produse într-un singur loc,shop diversity is positive,bt_1chain
433231,Aici mă simt ca un copil din nou.,environment is positive,bt_1chain
433232,"O organizaţie bună, preţuri foarte bune, aceeaşi calitate, varietate de produse.",shop organization is positive; price is positive; quality is positive; shop diversity is positive,bt_1chain
433242,Cu cât sunt mai multe reduceri cu cardul...,environment is negative; promotions is negative,bt_1chain
433246,"Caminul este cea mai bună sursă de foc. În condiții de vânt / ploaie, nu ai nevoie de chibrituri sau brichete. Trebuie să știi cum să folosești șemineul. Puțini știu cum să-l folosească.",misc is neutral,bt_1chain
433248,"Produsele de calitate, chiar şi cele mai ieftine sunt prea scumpe pentru mine.",price is negative; quality is positive,bt_1chain
433249,Sunt foarte încântat că ai luat în considerare garanţia produsului.,return warranty is positive,bt_1chain
433251,"Înţeleg că copiilor li se permite să alerge, să se joace, etc... dar unii părinţi ar trebui să acorde mai multă atenţie copiilor lor, personalul ar trebui să sugereze părinţilor mai multă atenţie pentru urmaşii lor",environment is negative,bt_1chain
433252,Aş vrea să fiu notificat prin e-mail când apare un articol dispărut în stoc.,misc is neutral,bt_1chain
433253,Am găsit toate produsele necesare pentru o zi de schi.,shop diversity is positive,bt_1chain
433255,"Am acest model de bicicletă din octombrie 2016 și pot spune că sunt foarte mulțumit, bicicleta este foarte rezistentă având în vedere că am o greutate care variază între 125 și 130 kg. Tot acest timp am folosit-o aproape zilnic pentru deplasări la serviciu și ocazional pentru plimbari de 30 până la 40 km. Singura parte care ""a renunțat"" după un an și jumătate de utilizare a fost axa pedalei, dar pare perfect normală având în vedere greutatea mea și frecvența de utilizare, pe care am schimbat-o pe loc la serviciul Decathlon. Piesa a fost ieftină, dacă îmi amintesc corect, undeva în jurul valorii de 70 lei.",product is positive; price is positive; service is positive,bt_1chain
433257,"Am comandat aceste adidași și sunt foarte bine. Sunt confortabili, mărimile se potrivesc și arată bine. În fotografie interiorul arată roz închis, dar în realitate este mult mai deschis, umbra tinde spre acel roz fluorescent. Inițial mi s-a spus că timpul de livrare este de 2 săptămâni pentru că acești adidași vin din Franța, dar i-am primit mai repede cu o săptămână.",delivery is positive; product is positive,bt_1chain
433260,"Sunt foarte mulţumit de experienţă, cu siguranţă mă voi întoarce.",misc is neutral,bt_1chain
433266,"Cred că eşti pe drumul cel bun, începând să te apropii de magazinele din Europa.",misc is neutral,bt_1chain
433268,"Sunt foarte multumit cu absolut toate produsele cumparate de la lantul dumneavoastra de magazine. raportul pret/calitate este excelent. personalul este prietenos, si atmosfera este minunata mai ales ca fiul meu de sase ani iubeste sa vina si sa mearga cu scuterul pe acolo... desi are un scuter cumparat de la dumneavoastra. multumesc.",environment is positive; price is positive; quality is positive; staff competency is positive,bt_1chain
433269,"Livrare în 2 zile de la lansarea comenzii, și despre produsul comandat pot spune doar că pentru zăpadă sunt excelente, nu intră apă, sunt calde și raportul calitate-preț este excelent!",product is positive; delivery is positive; price is positive; quality is positive,bt_1chain
433275,Magazin foarte bine organizat de exemplu la Polar Drummet Forclas 50 Rose Lady Quechua se găsesc doar două culori în magazinul din Sibiu,shop diversity is negative; shop organization is positive,bt_1chain
433279,Sper să găsesc produse pe gustul meu în viitor la Decathlon.,misc is neutral,bt_1chain
433280,"Vă recomand, de asemenea, să cumpărați online la Decathlon dacă nu aveți timp să vizitați magazinul, produsele au venit bine ambalate și livrate foarte repede.",shop organization is positive,bt_1chain
433281,Decathlon a fost livrat cu două zile mai devreme.,delivery is positive,bt_1chain
433282,"Super ok, băieţii s-au mişcat repede, în două zile erau gata.",staff competency is positive; service is positive,bt_1chain
433284,"Îmi place magazinul, păcat că nu e nici unul în Galati.",misc is neutral,bt_1chain
433285,"Îmi place să merg în magazinele Decathlon, aveți o gamă largă de produse și personalul este bine instruit - asta îmi place cel mai mult. Raportul preț-calitate mi se pare destul de bun și faptul că aveți fermoare YKK pe majoritatea produselor, îmi dă un sentiment de confort atunci când cumpăr de la voi. Continuați cu munca bună!!",price is positive; quality is positive; shop diversity is positive; staff competency is positive,bt_1chain
433288,A fost bine doar că se schimbă colecția...,misc is neutral,bt_1chain
433290,"Un magazin care îşi respectă clienţii, am returnat o pereche de pantofi pe care i-am purtat pentru că mi-a fost greu să-i port şi nu mi-a fost nici o problemă să-i schimb.",return warranty is positive,bt_1chain
433291,Un magazin pe care îl părăseşti cu mai mult produs decât ai planificat.,misc is neutral,bt_1chain
433293,Sunt foarte fericit cu acest magazin. Sunt bucuros că a fost deschis în orașul nostru. Întotdeauna recomand acest magazin prietenilor mei.,misc is neutral,bt_1chain
433294,"Bunurile sunt livrate la data anunţată iniţial; preluarea rapidă din magazin.Comandarea online - un mod mult mai rapid şi mai ""elegant"" decât slalomul din magazinul Buzau, în rândul copiilor care ""testă"" diferite mijloace de deplasare.",delivery is positive; environment is negative; tech support is positive,bt_1chain
433297,"Există unele produse care au un preț un pic mai mare, cum ar fi pantofii de oraș.",price is negative,bt_1chain
433302,Produsele comandate au ajuns după 14 zile.,delivery is negative,bt_1chain
433305,"O mulţime şi multe guri de hrănit, dar nu e vina magazinului...",environment is negative,bt_1chain
433306,"Cred că rafturile şi marfa sunt încărcate şi descărcate noaptea, astfel încât zona să nu se blocheze când cineva vrea să cumpere ce vrea. Dar asta nu e doar la Decathlon, există fiecare magazin din România şi nu e bun. În plus, Decathlon este unul dintre cele mai bune magazine ale mele. Şi îmi plac punctele inecetive pentru cupoane.:))",shop organization is negative; misc is neutral,bt_1chain
433307,"Ca de obicei, am cumpărat mai multe lucruri decât aveam pe lista de cumpărături!",misc is neutral,bt_1chain
433310,"Nu-mi place preţul, îmi place să am de ales, când copilul meu are nevoie de echipament sportiv, ştiu unde să mă duc.",price is negative; shop diversity is positive; promotions is negative,bt_1chain
433311,E păcat că miercuri nu avem un magazin ca ăsta.,misc is neutral,bt_1chain
433317,"Apreciez tot ce e în magazin, de la prezentarea produsului până la personal.",shop organization is positive; staff competency is positive,bt_1chain
433320,"Arată bine, e uşor şi uşor, dar nu pare să reziste la temperaturile descrise, şi cred că e puţin cam scump pentru ceea ce oferă, umplutura e foarte subţire.",price is negative; product is positive,bt_1chain
433321,"Deşi era foarte aglomerat, erau doar două case deschise şi oamenii din coadă strigau... în sezonul de vârf ar fi mai bine să avem o gamă mai variată de produse..",environment is negative; service is negative; shop diversity is negative,bt_1chain
433324,"Sunt foarte încântată că beneficiați de garanția produsului, cred că este prima dată în România când primesc o garanție de doi ani pentru orice tip de produs cumpărat într-un magazin, felicitări!!!!",return warranty is negative,bt_1chain
433325,Sunt atras de varietatea de produse şi de preţurile atractive.,shop diversity is positive; price is positive,bt_1chain
433328,"Deşi e mai mică decât cea din Craiova, am găsit produse care nu erau acolo.",shop diversity is positive,bt_1chain
433331,"Toate cerinţele au fost îndeplinite, data, să spunem doar preţul a fost un pic ridicat, dar a fost în regulă.",delivery is positive; price is negative,bt_1chain
433338,Există o nevoie de produse de mai mare calitate în domeniul încălțămintei și de mai multă varietate.,price is positive; quality is negative; shop diversity is negative; shop organization is positive,bt_1chain
433340,"Excelent raport preț/calitate, totul este așa cum este descris, nu am nimic de plâns... Vreau ca cât mai multe site-uri/ magazine posibil să fie la același nivel!",quality is positive; price is positive; tech support is positive,bt_1chain
433342,"Soțul meu a testat aceste cizme pe un teren de fotbal dur. Prima impresie a fost confortul, flexibilitatea și durabilitatea. au o garanție de 2 ani, ceea ce este un plus, puteți personaliza un alt plus. sunt ușoare și cramponii sunt făcuți din cauciuc natural. singurul minus pe care l-am găsit este că nu se potrivesc cu numerele pe care aș recomanda să merg direct la magazin pentru a cumpăra. mulțumesc foarte mult Decathlon România!!!",product is positive; return warranty is negative,bt_1chain
433354,"Cred că ar trebui să aducem produse din colecţiile de acum un an sau doi, dacă puteţi cere unui producător, să combinăm mai multe nuanţe, culori pentru produse, combinaţii de culori şi corturi închise, mai deschise sau mai închise Bilete/vouchere pentru mai multe reduceri, ar atrage mai mulţi clienţi la magazin, şi i-ar face să vrea să cumpere mai mult, din cauza lor... o gamă premium, pentru clientul care a cumpărat de la un anumit brand... sau produs.",shop diversity is negative; promotions is negative,bt_1chain
433358,"Vom avea întotdeauna o cale să ajungem la tine, indiferent de sezon.",misc is neutral,bt_1chain
433359,Am găsit ce-mi trebuia şi personalul a fost foarte prietenos.,shop diversity is positive; staff competency is positive,bt_1chain
433361,"Bunuri de calitate, ofertă bogată, reduceri atractive, foarte bună organizare, limitarea timpului de așteptare prin noul sistem adoptat",quality is positive; shop diversity is positive; promotions is positive; shop organization is positive; service is positive,bt_1chain
433362,"Excelent în toate privinţele, calitate şi varietate.",quality is positive; shop diversity is positive,bt_1chain
433363,"Gama, prețurile, personalul sunt aspecte pozitive, dar ai și clienți care abuzează de testarea produselor.",shop diversity is positive; price is positive; staff competency is positive; environment is negative,bt_1chain
433364,Chiar dacă timpul de livrare este un pic mai lung atunci când am avut nevoie am găsit singur împreună,staff competency is positive; delivery is negative,bt_1chain
433366,E frumos să găseşti tot ce vrei în magazinul ăsta.,shop diversity is positive,bt_1chain
433367,"Ar trebui să lucrezi la partea cu site-ul, e foarte aglomerat şi complicat de folosit.",tech support is negative,bt_1chain
433370,"Comanda a fost livrată în aproximativ 2 săptămâni, dar în afară de durata lungă nu am nici o obiecție!",delivery is negative; service is positive,bt_1chain
433372,Mereu mă întorc în magazinul ăsta cu mare plăcere.,misc is neutral,bt_1chain
433373,"Am vrut să cumpăr o bicicletă nouă pentru fiul meu, cea veche de 20"" fiind luată de la Decathlon. Eram în Baneasa și Militari, cele chiar în weekend. Foarte puțini oameni în cartier, ocupați, am așteptat 20 de minute după ce unul a terminat cu un client, și apoi a dispărut. Era și el în repararea bicicletei. Personal ca personal, dar nu este posibil ca în bicicletă MTB pentru copii de 24"" să ai doar una cu un cadru de oțel care cântărește 15 kg. Ei bine, fiul meu are 30 de ani, cum să comanzi o bicicletă care are jumătate din greutatea lui? Pe site aveți ceva mai scump cu un cadru din aluminiu. dar nu există stoc în toate magazinele. cu Salonul Lucky Bike de la Romaxpo, acolo am rezol",staff availability is negative; shop diversity is negative; shop organization is negative,bt_1chain
433375,"Site: nu există posibilitatea de a salva preferatele, ca site-urile Decathlon din alte țări.",tech support is negative,bt_1chain
433376,"Un bonus mai mare pentru clienţii loiali, altfel totul e bine.",promotions is negative,bt_1chain
433378,Uşa rotativă este spartă şi copilul meu aproape că şi-a prins capul în ea.,environment is negative; security is positive,bt_1chain
433380,Am recomandat acest magazin prietenilor şi rudelor pentru calitatea produselor şi varietatea produselor găsite în acest magazin şi varietatea produselor şi preţurile accesibile.,quality is positive; shop diversity is positive; price is positive,bt_1chain
433381,Serviciul de la bun început.,shop diversity is negative; service is positive,bt_1chain
433382,"Trebuie să ai grijă când îi laşi pe copii să se joace în magazin. Conduce cu viteză mare şi se întâmplă tot felul de accidente. Dacă se întâmplă ceva grav, nimeni nu te va ierta.",environment is negative,bt_1chain
433386,Am fost impresionat de magazin.,misc is neutral,bt_1chain
433388,Ar trebui să existe o politică care să prevadă o zonă specială pentru biciclete şi scutere şi aşa mai departe. E uşor să ai probleme cu copiii cu scutere care te folosesc ca obstacole sau chiar te lovesc.,environment is negative; shop organization is negative,bt_1chain
433390,Un magazin strategic pentru nevoile oamenilor din Bucureşti.,misc is neutral,bt_1chain
433391,Mi-a plăcut faptul că am ajuns într-o zi când mărfurile erau proaspăt introduse în magazin şi puteam alege ce îmi plăcea şi îmi găseam măsura.,shop diversity is positive,bt_1chain
433394,"Este foarte bună pentru începători ca mine. Este super relaxată de folosit şi după o oră de utilizare din momentul în care a sosit am zâmbit şi am fost garantat că voi fi mult timp. Livrarea a fost făcută în două zile lucrătoare şi a venit învelită în folie cu baloane cu aer şi din nou învelită în folie neagră. Nu avea zgârieturi. +E super stabilă având în vedere că este prima dată când folosesc o placă indiferent de clasa ei, dar fiind prima placă nu ştiu prea multe despre competiţie +E confortabilă şi nu prea obosită, aşa că nu am avut probleme cu încălţămintea +E uşor de controlat dacă cârligul este prea strâns şi strâns şi roţile nu sunt prea grele +Nu e prea grea şi nici prea uşoară, pie",product is positive; delivery is positive,bt_1chain
433397,"Poate cei care folosesc biciclete, scutere etc. ar trebui să fie mai atenţi în magazin, unii nu au de lucru....",environment is negative,bt_1chain
433398,O experienţă minunată în magazinul dvs. şi impresionat de varietatea produselor.,shop diversity is positive,bt_1chain
433399,"Am comandat un lot de copii şi încă nu am primit veşti de la ei, chiar dacă am fost asigurat că în trei sau patru zile va fi gata!",delivery is negative,bt_1chain
433407,"Atmosfera e bună, personalul e drăguţ, în special băieţii de la pescuit, calitatea Wii-ului e slabă, ar trebui să investeşti în un router mai mult decât doamnele ajută, şi e în interesul magazinului să dea omului acţiuni pentru a cumpăra puştiului un scuter Decathlon.",environment is positive; service is negative; staff competency is positive,bt_1chain
433409,"Produsele sunt foarte bune, comanda a fost primită în cel mai scurt timp.",product is positive; delivery is positive,bt_1chain
433410,Un magazin unde pot găsi cu uşurinţă ce vreau.,shop diversity is positive,bt_1chain
433411,"Vă mulţumesc pentru serviciul dumneavoastră, recomandarea mea este să continuaţi şi să trimiteţi cât mai multe oferte posibil.",promotions is negative; service is positive,bt_1chain
433416,"Un magazin bine ventilat, destul de liber în jurul valorii de 1 p.m. Produse la modă la prețuri accesibile.",price is positive; environment is positive; shop diversity is positive,bt_1chain
433418,Vreau să aflu dacă putem acumula puncte pentru reduceri.,misc is neutral,bt_1chain
433419,"Produsele sunt la vânzare doar pe hârtie, de fapt reducerea este nesemnificativă...maximum 10%",promotions is negative,bt_1chain
433422,"Am comandat nişte piese de biciclete, le-am primit într-o săptămână, foarte bună valoare pentru bani.",delivery is positive; quality is positive; price is positive,bt_1chain
433423,Caută o soluţie pentru a scurta timpul de livrare a comenzilor.,delivery is negative,bt_1chain
433424,"Viteza bicicletelor este prea mare. Angajaţii trebuie să tempereze temperatura, în special copiii. În mod normal, ar trebui să existe un spaţiu dedicat pentru testarea mijloacelor de locomotivă.",environment is negative; staff competency is negative,bt_1chain
433426,"Obiectele pe care le căutam au fost mutate, dar le-am găsit cu uşurinţă.",shop organization is neutral,bt_1chain
433427,"Specificațiile site-ului web pentru o pompă manuală pentru biciclete nu erau clare cu privire la accesoriile care puteau fi montate, în sensul că nu se menționa dacă acestea erau incluse în pachet sau nu.",tech support is negative,bt_1chain
433428,Este foarte bine pentru altii sa stie daca ne-a placut sau nu un produs pe care l-am cumparat,misc is neutral,bt_1chain
433429,Satisfacţie generală: Excelent Prietenia personalului: Excelent Preţuri atractive: Bună varietate şi disponibilitate a produselor: Bună Atmosfera generală a magazinului,staff competency is positive; price is positive; shop diversity is positive; environment is positive,bt_1chain
433431,Am cumpărat un rucsac care avea un termen de livrare comunicat când am dat comanda de 10 zile (furnizate din Franța) și a ajuns în 5.,delivery is positive,bt_1chain
