id,absa_input,absa_target,data_origin
432219,"Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: Nu are captuseala,piciorul intra foarte greu,daca ciorapul e putin umed e imposibil de incaltat.Am folosit pudra de talc.E un chin.Nu recomand.Sunt uimit ca in ziua de azi se fac cizme fara captuseala.Recomandare:Opriti linia de productie,puneti captuseala apoi vindeti-le mai departe.Stima. </s>",product is negative,manual
432220,"Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: Am dat comanda pe 08 si produsele au ajuns pe 24, de parcă au venit pe jos! :) </s>",delivery is negative,manual
432221,"Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: Lumina slaba, fără opțiunea flash. Probabil, era cool prin anii '80. </s>",product is negative,manual
432222,"Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: mai veniti si cu ceva nou, in afara de preturi, ca aveti aceleasi produse de vreo 3-4 ani incoace daca nu mai mult </s>",shop diversity is negative,manual
432223,"Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: Produsul nu iese în evidență prin gust.Este ținut la """"temperatura camerei"""" și ciocolata este destul de topită. </s>",product is negative,manual
432224,Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: cum am dat de zapada imi tin rece la picioare ..le simt umede mai mereu picioarele...mai le incerc o zi doua ..poate mi se pare ..daca nu le returnez.. </s>,product is negative,manual
432225,"Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: Comentariul meu se adreseaza celor ce cumpara prin curier, fara sa vada produsul fizic, adica asa cum am facut eu.Am luat pt copil aceasta patina crezand ca este reglabila...Da este reglabila, dar dor varful ciorapului, nu gheta! Practic nu este ceea ce mi-am dorit.Il recomand doar cu proba la fata locului </s>",product is negative,manual
432226,Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: Pentru prima zi a anului ma asteptam ca personalul sa fie mai vesel mai primitor si nu plictisit si morocanos. Se zice ca asa cum iti merge in prima zi anului iti va merge tot anul. </s>,staff competency is negative,manual
432227,"Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: Am cumpărat o bicicleta, băiatul de pe raion super ok a reglat și verificat bicicleta însă la casa ( cea și cu retur) a fost un băiat f sictirit și deși aveam card avantaj și i am arătat nu a avut bunăvoința sa întrebe daca vreau în rate deci am cumpărat de 380 lei, eu nu mi am dat seama pe moment fiind aglomerat, în multe magazine partenere te întreabă doriți în rate? Aici nu s a întâmplat! </s>",staff competency is positive,manual
432228,Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: Amabilitatea și instruirea personalului lasă mult de dorit. Găsirea produselor relativ greu în magazin. </s>,shop organization is negative; staff competency is negative,manual
432229,Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: Slab la articolele de pescuit. Nu aveau nimic atunci cand am fost eu. Doar cate un produs d expunere și alea defecte. Nu sunt din iași și am fost dezamăgit ca nu am gasit produsele pentru care am plecat de acasă. De vreo 2000 lei </s>,shop diversity is negative; quality is negative,manual
432230,Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: Din pacate lipsa produselor la raft este foarte des intalnita!Mai ales produsele pt copii! </s>,shop diversity is negative,manual
432231,Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: cand fac acest comentariu ma bazez pe comparatia cu magazinul similar din Militari Bucuresti.Este o mare diferenta ! </s>,misc is neutral,manual
432232,Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: Nu ar fi rau sa aveți prețurile afisate la toate produsele. Nu generalizez. In Berceni unde ajung mai des lipsesc la foarte multe produse. La Baneasa a fost parca mai bine. </s>,shop organization is negative,manual
432233,"Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: am dorit un model anume de ceas vazut pe site intr-o vineri seara, vazut pe site verificat stoc tot pe site si decathlon Ploiesti seara aveau pe stoc la ora 22:00 iar sambata dimineata venit din Targoviste pentru achizitionare, greseala mea a fost ca nu am sunat de dimineata. Ajuns in magazin intreb un consultant stoc limitat la modelul dorit pe site iar in magazin zero. Am plecat acasa verific din nou stocul cu o ora mai tarziu sa aflu ca s-a actualizat stocul si erau 8 pe stoc, puteam fi indrumat sa mai astept ca vine marfa ce o solutie si am facut un alt drum duminica dimineata pentru a achizitiona modelul, dar cu sunat inainte si rezervat. Invatare de minte sa sun si sa rezerv daca doresc dar se poate intampla orice si nu vreau sa rezerv si sa nu mai ajung.In rest totul ok </s>",shop organization is negative; staff competency is negative,manual
432234,"Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: Mi-am dori ca angajații sa fie mai amabili și sa zâmbească. La ultimele vizitam fost dezamagita: am întâlnit angajați care dau răspunsuri evazive , nu vor sa ajute și sunt expeditivi. </s>",staff competency is negative,manual
432235,"Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: Foarte multe produse nu aveau preturi afisate, nu exista niciun cititor de coduri de bare pt a afla pretul produselor, iar tableta angajatilor este destul de depasita -dureaza foarte mult timp pana arata informatia. La Cluj, la o geanta fitness era o refucere de pret de la 79 de lei la 45 de lei, dar pretul redus era atasat altei genti nereduse. Daca nu verificam cu tableta angajatilor, as fi cumparat o geanta neredusa la 59 de lei. Am gasit geanta redusa cu ajutorul angajatului si desi a iobservat si singur eroare pretului la raft, angajatul nu a luat nicio masura sa o remedieze si nici nu a anuntat niciun coleg de pe raion :( n-am picat eu in plasa, dar sigur pica altii :( </s>",service is negative; shop organization is negative; staff competency is negative,manual
432236,"Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: Am asteptat 3 saptamani pentru o frana de trotineta, trebuia sa vina din Brasov de trei ori am sunat la magazin habar nu aveau despre ce este vorba ba ca nu este ba ca trebuie sa vina .Am trecut iar la magazin cu greu un angajat a zis mai bine comanda din Franta,o si comandat dupa 2 zile m-au sunat ca o venit ,ok am mers a doa zi dupa el iaras habar nu aveau ce trebuie sa-mi deie cu greu au gasit ,finala sa fie si mai interesanta domnisorul nu stia cum trebuie complectat foaia de garantie ,ca trotineta era in garantie.Deci cam slabut. </s>",delivery is negative; staff competency is negative; shop organization is negative,manual
432237,"Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: Sincer,sunt din ce mai dezamăgită de """"nepăsarea """"personalului. Este a doua oară când comand un produs si nu sunt sunata să vin să- l ridic,ba mai mult mi se spune că nu cred că mai bine desi produsul este la raft....deci ..fără cuvinte!!! </s>",staff competency is negative,manual
432238,Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: La casa coada ...nu mergea cel putin la casa unde am fost eu...plata cu cardul...produse...slab....in martie nimic pentru primavara...sau mai nimic diversitate....slab personal obosit plictisit la deschirea magazinului ca niciodata dezamagit.... </s>,service is negative; shop diversity is negative; staff competency is negative,manual
432239,Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: The material is only good for winter. Getting very hot in them </s>,misc is neutral,manual
432240,"Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: Produsele sunt aruncate peste tot, nu ai cum sa stii daca ridic produsul de la raftul la care pretul este afisat.Am luat un produs de pe un raft pe care era o poza si un pret, produsul era cel din poza insa cu total alt pret. </s>",shop organization is negative,manual
432241,Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: Nu era marfa suficienta. Ma asteptam sa gasesc produsele de sezon....... </s>,shop diversity is negative,manual
432242,"Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: Am luat o pereche acum 12 luni si am vrut sa iau aceeasi marime din nou, insa nu se potrivesc - nu sunt identice desi au aceeasi marime trecute pe ele. </s>",product is negative,manual
432243,"Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: Preturi mai atractive la sfarsit de colectie , reduceri de cel putin 50 % , nu 10-15% cum aveti afisat . </s>",promotions is negative,manual
432244,"Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: Buna ziua, sunt instr de Inot si toti clientii mei ii trimit la Decathlon sa se aprovizioneze cu accesoriile necesare insa mai mereu labutele de Inot pentru copii lipsesc sau sunt foarte putine nemaiezistand astfel marimi pentru fiecare. Rugamintea mea este sa aprov mai bine cu marimile 25-30. Sper ca in acest fel business-urile noastre sa colaboreze cat mai bine. Rares </s>",shop diversity is negative,manual
432245,"Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: Lipsa sortimentatiei. Aveti foarte multe marci, dar nu aveti branduri. Raspunsul la intrebarea: aveti produsul """"x""""?, e intotdeauna intrati pe site si... Din punctul meu de vedere pierdeti clienti. Alte filiale au o sortimentatie mult, mult mai bogata. Degeaba aveti angajati amabili daca frustrarea clientului e mare. </s>",shop diversity is negative; staff competency is negative,manual
432246,Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: am asteptat opt ore ca sa asambleze o bicicleta pentru copii cumparata din magazin . </s>,staff competency is negative,manual
432247,Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: Nu gasesti in general un angajat pe raioane. Astepti prea mult pana primesti un raspuns. </s>,staff availability is negative,manual
432248,"Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: Mai multa ordine, chiar daca am ajuns spre sfarsitul programului, poate ar fi nevoie de mai multi angajati, fie si numai pe perioada sezonului. In orice magazin din strainatate lucrurile functioneaza altfel ca la noi, cred, din 2 motive: personal mai mult si mai educat in cultul muncii. Nu doar sa se obtina profit maxim aducand satisfactii proprietarilor firmei dar lasind pe locul al 15-lea angajatul........ </s>",shop organization is negative; staff availability is negative; staff competency is negative,manual
432249,"Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: s-au rupt dupa o zi de purtare, se vede o calitate mai slaba a produsului fata de precedentele care au fost mai rezistente </s>",product is negative; quality is negative,manual
432250,"Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: Functiona doar o casa de marcat..erau la rând vreo 7-10 persoane la casa de marcat.De asemenea, am mai așteptat vreo 20 de min lângă casă de marcat pentru ca un produs...singurul care era expus cu mărimea M...nu avea cod de bare. </s>",service is negative; shop organization is negative,manual
432251,"Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: Marimi necorespunzatoare! La produsul 2178752 pe care l-am achizitonat, marimea L este mult mai mare decat L STANDARD.La produsele 2181117, 2178948 am achizitionat marimea M, sunt mai mici decat marimea standard M.La Produsul 1316410, am achizitionat marimea M, este mai mare decat marimea standard M.Ar trebui sa cunoasteti aceste probleme si sa specificati aceste probleme in descrierea produselor ! </s>",product is negative,manual
432252,"Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: Am achizitionat aceasta bicicleta in urma cu 2 luni.Vreau sa mentionez ca in acest interval bicicleta a fost in service de 3 ori.1.Prima intrare a fost cu o reclamatie la furca fata care avea un anumit joc axial + anvelopa spate care avea fisuri. Am lasat bicicleta in service timp de o saptamana,timp in care s-a inlocuit decat anvelopa spate,cu exlicatia ca furca nu a venit de la fabrica. Anvelopa din fabrica vine pe dimensiunea 27.5x2 ;ei bine mie mi-a fost montata o anvelopa cu dimensiune 27.5x2.2.2. A doua intrare a fost dupa o saptamana de la inlocuirea anvelpei,moment in care a fost inlocuita furca. Furca care nu este identica cu cea din fabrica, fara sa fie inscriptionat vreun producator pe ea si fara date tehnice.3.Ultima intrare a fost pentru inlocuirea anveloei fata,cu aceeasi problema + ca problema cu anvelopele am avut-o si la cea de a doua bicicleta RockRider 340(anvelope coapte) la care patesc aceeasi problema cu nerespectarea dimensiunilor initiale 26x2,montandu-se 26x1.95.Dupa toate intrarile pe care le-am avut in service,sunt total dezamagit de servicii.Nerespectarea datelor tehnice in cazul anvelopelor,problema cu identificarea furci fata + ca odata ce au fost inlocuite anvelopele este impardonabil sa inapoiezi bicicleta cu partea de franare dereglata(rotile erau infranate din cauza sabotilor/placute frana) si presiune in roti necorespunzatoare(desumflate).Tin sa mentionez ca amabilitatea angajatilor este ceea ce ma face sa cumpar in continuare din acest magazin. </s>",quality is negative; service is negative; staff competency is positive,manual
432253,"Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: Incep prin a preciza ca nu detin acest produs, comentez strict prin prisma specificatiilor, dar detin modelul precedent, 2016.Am fost foarte incantat de modelul recent inlocuit pentru raportul pret/calitate, cel putin pe hartie, pentru ca au inceput cunoscutele probleme cu transmisia dupa ~200 Km (chain sucking, joc caseta). Dar cadrul era unul bun, acelasi fiind si pe gama superioara, RR 580 (pacat ca il distruge transmisia de pe 560 cand prinde lantul).Ce dezamagire sa vad noul 560!Povestea suna cam asa:- se ia o bicicleta extraordinara, RR 560 model 2015, cu un pret extraordinar;- se strica in 2016 cu downgrade consistent, dar cadrul si pretul raman bune, posibilitate upgrade;- se distruge definitiv in 2017 cu un cadru din gama inferioara (cu imbunatatiri minore), dar cu un upgrade pe cat de inutil, pe atat de absurd al transmisiei si suspensiei, dar si cu un pret mult mai mare.Sa echipezi un cadru mai slab si orientat catre confort cu o transmisie si suspensie mai bune, orientate ceva mai mult catre sportivitate, fie este o strategie ilogica, fie are ca target consumatorul mai putin informat. Acum ma bucur ca am prins macar modelul 2016. </s>",price is positive; product is positive; quality is negative,manual
432254,Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: Produsele de la raft hara-babura. In totala dezordine. </s>,shop organization is negative,manual
432255,"Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: nu recomand, cu opritorul inchis picaturile curg ca si la o chiuveta uzata cate una-chiar doua pe secunda dupa o folosire de nici 2 zile !!! </s>",product is negative,manual
432256,Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: Am comandat săgeți 28 inch /1000 spine si am primit 32inch/600spine </s>,delivery is negative,manual
432257,Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: de suplimentat personalul de la casa atunci cand se face COADA ! </s>,service is negative,manual
432258,"Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: Atitudinea angajatilor si felul in care a decurs returul produselor neconforme este un lucru demn de toata aprecierea in schimb atitudinea paznicului m-a facut sa ma simt un infractor. De la intrare am fost luat la intrebari""""Unde este bonul?, nu poti sa faci nimic daca n-ai bon"""" plus ca a fost prezent langa mine la orice raion incercam un produs nou pt a-l inlocui pe cel returnat </s>",return warranty is positive; security is negative; staff competency is positive,manual
432259,"Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: Am vrut sa cumpar o bicicleta pliabila, dar nu am reusit. Toti consultantii erau ocupati. Am cautat si tricouri de inot cu protectie solara dar nu am gasit. </s>",shop diversity is negative; staff availability is negative,manual
432260,"Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: Preturi la produse lipsa,informatii despre preturi la personalul de la casa lipsa </s>",shop organization is negative; staff competency is negative,manual
432261,Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: am fost nemultumit datorita neafisarii pretului la produsul pe care doream sa-l cumpar. era un pret la raft unde se afla si la casa m-am trezit ca pretul e dublu. </s>,shop organization is negative,manual
432262,"Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: am dus schiurile la revizie, mi s-a spus ca a 2-a zi pot sa le ridic. A 2-a zis am fost sa ridic schiurile si nu erau gata, mi-au spus sa revin mai tarziu sau urmatoarea zi. Mi s-a oferit o revizie gratis, sper sa se tina de cuvant :) </s>",service is negative,manual
432263,"Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: Preturile sunt ok. Nu am gasit exact ce cautam, o a doua geanta in set cu prima pe care o cumparasem anterior, dar m-am reorientat </s>",price is positive; shop diversity is negative,manual
432264,"Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: echipamentul este oarecum ok, plus: echipament solid, reglajele scaun usoare si rapide, pozitie comodaminus: La treaptele inferioare de putere scoate mici zgomote si lipsa senzori puls pe manerele superioare.Aplicatia e-connected este sub orice critica: greoaie, necesita spatiu mare de memorie ( nu incarca sesiunile de antrenament personalizate pe telefoane mai slabe..nici pe Iphone SE asa ca nu este de real ajutor) </s>",product is positive; tech support is negative,manual
432265,Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: Produsele sunt ok dar am asteptat cam mult pana la sosirea comenzi </s>,product is positive; delivery is negative,manual
432266,Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: Fiind iarna ma asteptam la o reducere de preturi pt produsele de pescuit. Din pacate m-am inselat. :( </s>,promotions is negative,manual
432267,"Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: Am cumparat aceste patine si de la prima utilizare m-au jenat pe gleznele interioare. Am facut o pauza de 2 zile si a treia am incercat din nou, folosind si plasturi. Cu toate acestea am avut un disconfort mare astfel am ontrerupt sa mai patinez in scurt timp. Am constatat acasa ca mi s-au inflamat ranile provocate data trecuta. Cred ca e din cauza ciorapului interior care are o denivelare din productie in acea zona. As vrea sa imi dati o sugestie in acest sens. Cred ca nu le mai pot folosi cel putin o saptamana si apoi mi-este frica sa nu sufar din nou. Mai bine nu le mai folosesc desi mi le-am dorit mult. </s>",product is negative,manual
432268,"Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: Am comandat două mingi,am primit doar una,am comandat apărătoare tibie de o anumită culoare și am primit altă culoare. </s>",delivery is negative,manual
432269,Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: Mai multă atenție si responsabilitate. Nu mai e ca la început.... </s>,staff competency is negative,manual
432270,"Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: Daca s-ar putea o gama mai variata de pantofi sport ,tricouri si ochelari de soare sport de buna calitate. </s>",shop diversity is negative,manual
432271,"Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: jacheta mea are culoarea albastru , dar materialul este acelas.cand practici alpinismul sau mersul pe munte nu porti jacheta fixa , stramta, super slim asa cum este gandita aceasta jacheta. Nu are fermoare la subrat pentru aerisire suplimentara si materialul nu elimina decat aproximativ 60% din transpiratie.Gluga nu acopera complet casca de protectie de alpinism ( Simond) , asfel cand intorci capul este dificil. </s>",product is negative,manual
432272,Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: Am cautat pantaloni lungi de drumetie. O singura alegere pentru numarul meu. </s>,shop diversity is negative,manual
432273,"Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: Copiii circula nestingheriti in afara culuarului central si te lovesc fara nicio jena cu biciclete,trotinete,role etc. </s>",environment is negative,manual
432274,"Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: Am facut o comanda intr-o zi de duminica, avand termen de livrare vineri, saptamana urmatoare. In ziua livrarii sunt sunata si mi se spune ca produsele nu sunt pe stoc. In ziua livrarii!!! In conditiile in care am comandat niste produse afisate cu stoc pe site. Nu pot sa o iau decat ca pe o bataie de joc. De ce va mai faceti un website daca nu stiti sa gestionati fluxurile? </s>",service is negative; shop organization is negative; staff competency is negative,manual
432275,"Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: In stoc(pe raft si in depozit) erau doar 2 mingi, ambele uzate.De ce nu ati lasat doar una pe raft pt demo ca sa pot achizitiona una noua? </s>",shop diversity is negative; shop organization is negative,manual
432276,Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: Magazinul era in reamenajare...agentul de paza din zona caselor pur si simplu m-a agresat cu prezenta sa langa mine..in conditiile in care studiam un produs..apoi am realizat ca practic ma urmarise tot in tot magazinul...inadmisibil..invalificabil..mi-a aruncat cateva priviri absolut rautacioase..nu voi reveni in acest magazin prea curand...era un domn chel...precizez ca eram imbracat ok si nici nu consider ca sunt vreun dubios..daca voi mai reveni in magazin voi verifica daca acest domn mai este acolo. Multumesc </s>,security is negative; staff competency is negative,manual
432277,"Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: Am facut comanda vineri, sun marti sa intreb ce se intampla cu comanda mea si aflu ca este deja impachetata, gata de livrare. Miercuri, doar o zi mai tarziu aflu ca nu mai au pe stoc unul dintre produsele comandate. Nu voi mai face niciodata comanda pe acest site si nu recomand nimanui sa il foloseasca. </s>",service is negative; tech support is negative,manual
432278,"Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: Am ajuns la casa si mi s-a spus ca adunand punctele cuvenite cumparaturilor din acea zi, nu insumez 500 de puncte si, deci, nu-mi pot face nicio reducere. Ajung acasa si primesc mail de la Decathlon in care mi se spune ca am totalizat 500 de puncte. C'est une arnaque ou qoi? </s>",staff competency is negative,manual
432279,"Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: Parca deranjai punand intrebari, desi nu se compara cu traficul din Buc.. Totusi la case doamnele erau si amabile si zambitoare. </s>",staff competency is negative,manual
432280,"Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: este foarte greu sa gasesti un produs de pe site in magazin.ar trebui sa existe mai multe detalii la nivelul produsului pentru a le gasi usor in magazin (implicit, pentru a nu mai apela la personalul Decathlon </s>",tech support is negative; shop organization is negative,manual
432281,"Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: Unele preturi difera de la un magazin la altul, la stndurile de incercari este haos, copii nesupravegheati folosesc suprafata magazinului ca loc de joaca pana se plictisesc. </s>",environment is negative; shop organization is negative,manual
432282,"Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: amortizeaza foarte bine - am reusit sa imi dezvolt o sensibilitate la fascia, din cauza incaltamintei precedente - cu astia dupa 11km pe trail nu am nicio problema acoloSunt un pic ingusti in talpa (in zona de mijloc) si daca ai platfus (cazul meu) te deranjeazade asemenea sunt inalte, ai senzatia ca topai pe niste platforme, dar banuiesc ca depinde de obisnuinta </s>",product is positive,manual
432283,"Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: Initial voiam sa cumpar modelul 340, gandindu-ma ca voi folosi bicicleta undeva pe la 60 de minute pe saptamana, dar fiind o persoana mai robusta (190 cm si 100kg) am urmat sfatul unui angajat decathlon si am cumparat modelul un pic mai scump / robust, Rockrider 520.Dupa ce bicicleta a fost pregatita am pornit imediat la drum, dar in parcarea magazinului am sesizat ca nu schimba cum trebuie vitezele.M-am intors imediat pentru inca un reglaj dupa care am pornit din nou la drum. Minunea nu a durat mult si bicicleta a inceput sa faca la schimbarea in anumite viteze iarasi zgomote ciudate. M-am mai intors odata in magazin sa reclam problemele pe care le am, iar cei de acolo au reglat-o inca odata si au incercat sa imi explice cum se schimba vitezele, ca trebuie facut rodajul si alte chestiuni pe care le cunosteam deja.Fiind deja tarziu dupa ultimul reglaj, am ales sa plec acasa la circa 15 de km de magazin. Pe drum am remarcat urmatoarele probleme:- bicicleta tot facea zgomote ciudate atunci cand lantul era pe pinioanele cele mari;- schimbarea pe pinionul cel mai mic dura o versnicie;- la schimbarea pe foaia 3 sarea in proportie de 50% din utilizare lantul; - lantul sarea mereu la schimbarea de pe foaia 3 inapoi pe foaia 2 pe foaia 1 (abia dupa aceea puteam sa schimb inapoi pe 2).M-am hotarat sa returnez bicicleta a doua zi iar inapoi la magazin m-au asteptat alte probleme:Angajatii de acolo doreau sa aduc bicicleta in aceeasi stare in care am cumparat-o, lucru cu care sunt perfect de acord, INSA ceeea ce mi-au cerut mie personal mi s-a parut absurd: trebuia sa merg cu bicicleta la o spalatorie de masini manuala care se afla la cca. 1km de magazin, si sa aduc bicicleta curata, ca noua, inapoi. Am iesit din magazin si am sters tot in afara de cauciucuri cat de bine am putut, dupa care m-am intors sa imi recuperez banii. Acelasi angajat a fost iarasi chemat sa verifice bicicleta si mi-a atras atentia ca si cauciucurile trebuie sa fie curate, deoarece bicicleta se va intoarce la vanzare. I-am explicat ca am venit pe bicicleta pana la magazin si ca nu am cu ce sa o duc pana la spalatorie. Nici nu aveam de gand sa merg pana la spalatorie si sa ma intorc cu bicicleta in brate ca sa nu mai fie murdara si ca am facut tot ce am putut sa fac. Intr-un final, la insistentele mele, au hotarat sa ia bicicleta inapoi asa cum era si mi-a fost restituita suma platita.Ce m-a deranjat cel mai mult nu a fost faptul ca m-au pus pe drumuri aiurea si sa ma intorc cu bicicleta in brate, ci faptul ca cei de acolo intentioneaza sa revanda produse folosite la raionul cu produse noi. Eu as fi foarte atent la cumpararea bicicletelor de acolo, deoarece nu cred ca toate bicicletele sunt noi. Cine stie cate persoane au returnat biciclete deja folosite (poate mai mult decat 30-35 de km cat am mers eu cu a mea). Sper ca este totusi un caz izolat.O alta problema: angajatii de acolo au uitat sa monteze farul si stopul care erau incluse in pachet. </s>",product is negative; service is negative; staff competency is negative,manual
432284,Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: Treningurile sunt prinse aiurea cu acel antifurt incat nu se pot proba. </s>,shop organization is negative,manual
432285,"Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: We've bought two of these three months ago. The bikes have an excellent frame built quality, appealing colors, practical frame design, both have something lovely about them and enough negatives to make one thinking about selling them every single day. Then you wipe them clean, after a week of daily use, cursing their defects and feeling that you cannot sell them because they are also nice. A loop I go through each day, that it made me suspect myself of some sort of a bi-polar disorder. True mixed bicycles: you love them and hate them equally, everyday. This model has different wheel sizes for L and M sizes, which can prove to be a problem when two people are riding together. Which is kinda contradictory with the promoted image of being a somewhat of a """"family oriented"""" product. In real life, either the one with bigger wheels goes at a very slow cadence or the one with smaller wheels goes like a hamster in a wheel in order to keep up. The compromise solution was to use different gear combinations in order to compensate for that difference: I have to use a gear ratio that is slightly too easy for me, in order for my wife to keep up. Which can be quite annoying at times. One of us is stressed about not going too fast, the other stressed about not going too slow. I should have thought about the wheel size issue more seriously before buying them. Considering the glass half full, I would say that these bikes help you out in training your communication and negotiation skills.Also, while these are quite ok for strolling around, when using them for longer rides/daily ride to work, certain aspects become more obvious. For instance, these bikes are safe: going fast is not a serious option. Not even being slightly more athletic in the riding style isn't quite a feasible option. Therefore, the bike forces you at a relaxed, slower pace. And so, I get to another overall aspect: from a certain point, onward, the same bike that was nice and seemed somewhat swiftly and athletic, becomes sluggish and you can really feel it holding you back and refusing to be hurried. Their weight becomes apparent in all aspects. There are a lot of features that are quite heavy. The adjustable stem, which became quite useless after finding the proper riding position on the bike, is very heavy. The suspension fork, which is kinda useless for city riding and not good enough for any soft off road riding, is very heavy. And it can create problems of its own if one forgets that pulling up the handlebars does not mean that the wheel will follow. Btw, the clothes I got from Decathlon resisted abrasion very well. The saddle is comfy at first, but after more than 1/2h ride, it gives where it should support and presses where it shouldn't. Quick release features are good news mostly for thieves. Now I have to find another two bikes to buy. Unfortunately, Decathlon does not have any products in that niche. So, I'll get two more bikes from elsewhere, while, probably, keeping these two also. </s>",misc is neutral,manual
432286,"Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: ar trebui o gama mai variata de produse, in special produse de alergat si fitness </s>",shop diversity is negative,manual
432287,"Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: Foarte greu se incarca paginile filtrate pe Android.La skateboardul achizitionat scrie pe site ca e pt 4-7 ani. Dar in cartea atasata produsului scrie ca sub 8 ani, copiii trebuie supravegheati de un adult. Si e greu de carat pt un copil. Ar fi trebuit sa apara la descrierea lui si greutatea. </s>",tech support is negative,manual
432288,"Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: Buna seara!am vizitat magazinul vineri 13 octombrie cu dorinta de a achizitiona un dispozitiv de iluminat fata pentru bicicleta. La raionul dedicat bicicletelor erau doar 2 modele de iluminat, evident cele mai scumpe . In rest pustiu. Ma asteptam la o oferta mai generoasa si o diversitate mai mare a modelelor. La casa de marcat , am solicitat eu o punga pentru produsele achizitionate intrucat domnisoara nu ma intrebat daca doream , desi cumparasem o pereche de cizme. </s>",price is negative; staff competency is negative; shop diversity is negative,manual
432289,"Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: Mai multa seriozitate in respectarea promisiunilor facute, mai exact, au spus ca voi fi sunat cand este produsul remediat dar din pacate nu a sunat nimeni. </s>",staff competency is negative,manual
432290,Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: Nu am gasit marimi mici la manusi ciclism si nici M la polar barbati. Multe din haine erau dezorganizate. </s>,shop diversity is negative; shop organization is negative,manual
