text,id,aspects_polarities,annotator,data_origin,text_cleaned,absa_input,absa_target,translated_Romanian_French,language,translated_French_Romanian,translated_French_Chinese,translated_Chinese_Romanian
"Ce coloană de apă au corturile? 2000,3000...? Mai pe un limbaj universal, așa cum folosesc alte firme producătoare de corturi și altele.",433451,misc - neutral,22,manual,"Ce coloană de apă au corturile? 2000,3000...? Mai pe un limbaj universal, așa cum folosesc alte firme producătoare de corturi și altele.","Ce coloană de apă au corturile? 2000,3000...? Mai pe un limbaj universal, așa cum folosesc alte firme producătoare de corturi și altele. </s>",misc is neutral,"Quelle colonne d'eau ont les tentes ? 2000,3000...? Plutôt dans un langage universel, comme celui utilisé par d'autres entreprises productrices de tentes et autres.",Romanian,"Ce capacitate de apa au corturile? 2000,3000...? Mai degrabă într-o limbă universală, ca cea folosită de alte companii producătoare de corturi și altele.",帐篷的水柱压力是多少？2000，3000...？更像是使用其他帐篷制造商和其他公司通用的语言。,"Ce presiune are cortul de apă? 2000, 3000...? Mai mult ca atât, este folosit un limbaj comun pentru alți producători de corturi și alte companii."
"Prețul a doua șuruburi este de 10 RON , cod 8163737 , exorbitant . Acestea costa circa 1 RON bucata in orice magazin de bricolaj .",433458,price - negative,22,manual,"Prețul a doua șuruburi este de 10 RON , cod 8163737 , exorbitant . Acestea costa circa 1 RON bucata in orice magazin de bricolaj .","Prețul a doua șuruburi este de 10 RON , cod 8163737 , exorbitant . Acestea costa circa 1 RON bucata in orice magazin de bricolaj . </s>",price is negative,"{""translated_text"":""Le prix de deux vis est de 10 RON, code 8163737, exorbitant. Celles-ci coûtent environ 1 RON pièce dans n\'importe quel magasin de bricolage."",
""language"":""French""}",Romanian,"Prețul a două șuruburi este de 10 RON, cod 8163737, exorbitant. Acestea costă aproximativ 1 RON bucata în orice magazin de bricolaj.",两颗螺丝的价格为10罗马尼亚列伊，代码8163737，价格过高。在任何五金店，这些大约每件花费1罗马尼亚列伊。,"Prețul a două șuruburi este de 10 lei române, codul 8163737, prețul este prea mare. În orice magazin de bricolaj, acestea costă aproximativ 1 leu român bucata."
am fost in Decathlon la Bilbao ...sunt organizati mult mai bine ...si parca mai aprovizionati :),433459,"{'choices': ['shop diversity - positive', 'shop organization - positive']}",22,manual,am fost in Decathlon la Bilbao ...sunt organizati mult mai bine ...si parca mai aprovizionati :),am fost in Decathlon la Bilbao ...sunt organizati mult mai bine ...si parca mai aprovizionati :) </s>,shop diversity is positive; shop organization is positive,J'ai été chez Decathlon à Bilbao... ils sont beaucoup mieux organisés... et semblent même mieux approvisionnés :),Romanian,Am fost la Decathlon în Bilbao... sunt mult mai bine organizați... și par chiar mai bine aprovizionați :),我去过比利巴斯克的Decathlon，他们组织得更好，似乎物资也更充足：),"Am fost la Decathlon din Bilbao, erau organizați mai bine și păreau să aibă stocuri mai abundente :)"
"Atmosfera generala a magazinului a fost una buna, singurul lucru pe care l-as imbunatati ar fi marirea stocului de produse, in special pentru produsele de sezon.",433461,"{'choices': ['environment - positive', 'shop diversity - negative']}",22,manual,"Atmosfera generala a magazinului a fost una buna, singurul lucru pe care l-as imbunatati ar fi marirea stocului de produse, in special pentru produsele de sezon.","Atmosfera generala a magazinului a fost una buna, singurul lucru pe care l-as imbunatati ar fi marirea stocului de produse, in special pentru produsele de sezon. </s>",environment is positive; shop diversity is negative,"L'ambiance générale du magasin était bonne, la seule chose que je ferais pour l'améliorer serait d'augmenter le stock de produits, en particulier pour les produits de saison.",Romanian,"Atmosfera generală a magazinului a fost bună, singura lucru pe care l-aș face pentru a o îmbunătăți ar fi să cresc stocul de produse, în special pentru produsele de sezon.",整体来说，商店的氛围很好，我觉得唯一需要改进的是增加产品的库存，特别是季节性的产品。,"În general, atmosfera magazinului este bună, cred că singurul lucru care trebuie îmbunătățit este creșterea stocului de produse, în special a celor de sezon."
"Noua organizare este una foarte buna,preturi atrctive,per total totul este ok.",433463,"{'choices': ['shop organization - positive', 'price - positive']}",22,manual,"Noua organizare este una foarte buna,preturi atrctive,per total totul este ok.","Noua organizare este una foarte buna,preturi atrctive,per total totul este ok. </s>",shop organization is positive; price is positive,"La nouvelle organisation est très bonne, les prix sont attractifs, dans l'ensemble tout va bien.",Romanian,"Noua organizație este foarte bună, prețurile sunt atractive, în general totul merge bine.",新的组织非常好，价格很有吸引力，总体来说一切都很顺利。,"Organizația nouă este foarte bună, prețurile sunt foarte atractive, iar în general totul a decurs cu bine."
"Magazin elegant, produse de calitate, diverse, frumos prezentate, atmosfera de vacanța ....",433465,"{'choices': ['environment - positive', 'quality - positive', 'shop diversity - positive', 'shop organization - positive']}",22,manual,"Magazin elegant, produse de calitate, diverse, frumos prezentate, atmosfera de vacanța ....","Magazin elegant, produse de calitate, diverse, frumos prezentate, atmosfera de vacanța .... </s>",environment is positive; quality is positive; shop diversity is positive; shop organization is positive,"Magasin élégant, produits de qualité, divers, belle présentation, ambiance de vacances....",Romanian,"Magazin elegant, produse de calitate, diverse, frumoasa prezentare, atmosfera de vacanta....",优雅的商店，高质量的产品，种类繁多，漂亮的呈现，度假气氛....,"Magazin elegant, produse de înaltă calitate, o varietate vastă, prezentare frumoasă, atmosferă de vacanță...."
Am recuperat telefonul uitat de fiul meu in cabina de probe. Multumesc!,433467,security - positive,22,manual,Am recuperat telefonul uitat de fiul meu in cabina de probe. Multumesc!,Am recuperat telefonul uitat de fiul meu in cabina de probe. Multumesc! </s>,security is positive,J'ai récupéré le téléphone oublié par mon fils dans la cabine d'essayage. Merci!,Romanian,Am recuperat telefonul uitat de fiul meu in cabina de incercat. Multumesc!,我捡到了儿子在试衣间忘记的电话。谢谢！,Am găsit telefonul pe care fiul meu l-a uitat în cabina de probă. Mulțumesc!
"Magazinul e ok, avea in stoc ce nu am gasit in Militari si viceversa...",433470,"{'choices': ['shop diversity - positive', 'shop diversity - negative']}",22,manual,"Magazinul e ok, avea in stoc ce nu am gasit in Militari si viceversa...","Magazinul e ok, avea in stoc ce nu am gasit in Militari si viceversa... </s>",shop diversity is positive,"Le magasin est ok, il avait en stock ce que je n'ai pas trouvé à Militari et vice versa...",Romanian,"Magazinul este ok, avea în stoc ceea ce nu am găsit la Militari și invers...",商店还可以，它有我在米利塔里没找到的东西，反之亦然……,"Magazinul este okay, are lucruri pe care nu le-am găsit în Militari și invers..."
Este un magazin aproape de mine si este aprovizionat cu produse in permanenta.,433471,shop diversity - positive,22,manual,Este un magazin aproape de mine si este aprovizionat cu produse in permanenta.,Este un magazin aproape de mine si este aprovizionat cu produse in permanenta. </s>,shop diversity is positive,C'est un magasin près de moi et il est approvisionné en produits en permanence.,Romanian,Este un magazin lângă mine și este aprovizionat cu produse în mod constant.,这是一个靠近我的商店，而且它一直都备有货品。,Acesta este un magazin aproape de mine și el întotdeauna are stocuri de marfă.
"magazinul e OK, poate mai mult personal care sa dea lamuriri despre marfa.",433472,staff availability - negative,22,manual,"magazinul e OK, poate mai mult personal care sa dea lamuriri despre marfa.","magazinul e OK, poate mai mult personal care sa dea lamuriri despre marfa. </s>",staff availability is negative,"le magasin est ok, peut-être plus de personnel pour fournir des explications sur les produits",Romanian,"magazinul este ok, poate mai mult personal pentru a oferi explicații despre produse",商店还可以，也许需要更多员工来提供产品说明,"Magazinul este decent, poate că are nevoie de mai mulți angajați pentru a oferi informații despre produse"
"Ora era cam tarzie și probabil personalul era cam obosit. Am stat câteva minute bine sa găsim pe cineva care sa ne ofere informații cu privire la camere pt bicicleta. Dar, pana la urma, totul s-a rezolvat.",433473,"{'choices': ['staff competency - negative', 'staff availability - negative']}",22,manual,"Ora era cam tarzie și probabil personalul era cam obosit. Am stat câteva minute bine sa găsim pe cineva care sa ne ofere informații cu privire la camere pt bicicleta. Dar, pana la urma, totul s-a rezolvat.","Ora era cam tarzie și probabil personalul era cam obosit. Am stat câteva minute bine sa găsim pe cineva care sa ne ofere informații cu privire la camere pt bicicleta. Dar, pana la urma, totul s-a rezolvat. </s>",staff competency is negative; staff availability is negative,"L'heure était assez tardive et le personnel était probablement un peu fatigué. Nous sommes restés quelques minutes pour trouver quelqu'un qui puisse nous fournir des informations sur les chambres pour les vélos. Mais finalement, tout s'est résolu.",Romanian,"Ora era destul de târzie și personalul era probabil puțin obosit. Ne-am oprit câteva minute pentru a găsi pe cineva care ne putea furniza informații despre camerele pentru biciclete. Dar în cele din urmă, totul s-a rezolvat.",时间已经相当晚了，工作人员可能有点累，我们花了几分钟才找到有人能够为我们提供关于自行车存放的信息。但最终，一切都解决了。,"Timpul era deja destul de târziu, personalul era probabil oarecum obosit și am pierdut câteva minute până am găsit pe cineva care să ne poată oferi informații despre depozitarea bicicletelor. Dar în cele din urmă, totul s-a rezolvat."
"#Atelier- Multumit,de personal si lucrarea facuta excelent ,multumesc!!! Recomand pe Ovidiu  :-)",433474,"{'choices': ['service - positive', 'staff competency - positive']}",22,manual,"#Atelier- Multumit,de personal si lucrarea facuta excelent ,multumesc!!! Recomand pe Ovidiu :-)","#Atelier- Multumit,de personal si lucrarea facuta excelent ,multumesc!!! Recomand pe Ovidiu :-) </s>",service is positive; staff competency is positive,"#Atelier - Merci au personnel et excellent travail, merci !!! Je recommande Ovidiu :-)",Romanian,"#Atelier - Mulțumim personalului și excelentă muncă, mulțumim !!! Recomand Ovidiu :-)",#工作室 - 感谢员工，工作做得很好，谢谢!!! 我推荐奥维迪乌 :-),"#studio - Mulțumim angajaților, ați făcut o treabă excelentă, mulțumesc!!! Recomand Ovidiu :-)"
"Am gasit ce am cautat , intotdeauna o placere sa ma plimb prin Decathlon.Personalul zambeste. Rupturi vizuale,un lucru absolut  normal pentru perioada de dinaintea implantarii.Magazinul arata bine , angajatii atenti la clienti, produsele ca intotdeauna de calitate.",433475,"{'choices': ['staff competency - positive', 'quality - positive', 'shop diversity - positive', 'environment - positive']}",22,manual,"Am gasit ce am cautat , intotdeauna o placere sa ma plimb prin Decathlon.Personalul zambeste. Rupturi vizuale,un lucru absolut normal pentru perioada de dinaintea implantarii.Magazinul arata bine , angajatii atenti la clienti, produsele ca intotdeauna de calitate.","Am gasit ce am cautat , intotdeauna o placere sa ma plimb prin Decathlon.Personalul zambeste. Rupturi vizuale,un lucru absolut normal pentru perioada de dinaintea implantarii.Magazinul arata bine , angajatii atenti la clienti, produsele ca intotdeauna de calitate. </s>",staff competency is positive; quality is positive; shop diversity is positive; environment is positive,"J'ai trouvé ce que je cherchais, c'est toujours un plaisir de me promener dans Decathlon. Le personnel sourit. Des ruptures visuelles, une chose absolument normale pour la période d'avant l'implantation. Le magasin a l'air bien, les employés sont attentionnés envers les clients, les produits comme toujours de qualité.",Romanian,"Am găsit ce căutam, este întotdeauna o plăcere să hoinăresc prin Decathlon. Personalul zâmbește. Rupturi de vedere, un lucru absolut normal pentru perioada de dinainte de implantare. Magazinul arată bine, angajații sunt atenți cu clienții, produsele ca întotdeauna de calitate.",我找到了我想要的东西，逛Decathlon总是很愉快。员工们都面带微笑。视觉上的缺失，是在implantation之前的一个非常正常的事情。商店看起来不错，员工对顾客很关心，产品像往常一样质量好。,"Am găsit ceea ce căutam, este întotdeauna plăcut să merg la Decathlon. Angajații zâmbesc mereu. Lipsa vizuală înainte de implantare este o situație normală. Magazinul arată bine, angajații se ocupă de clienți, produsele au calitate bună ca de obicei."
Pentru mine e un loc bun de cumparaturi pentru copii...,433480,misc - neutral,22,manual,Pentru mine e un loc bun de cumparaturi pentru copii...,Pentru mine e un loc bun de cumparaturi pentru copii... </s>,misc is neutral,"Pour moi, c'est un bon endroit pour faire des achats pour les enfants...",Romanian,"Pentru mine, este un loc bun pentru a face cumpărături pentru copii...",对我来说，这是一个很好的地方，可以为孩子购买东西...,"Pentru mine, acesta este un loc bun unde pot cumpăra lucruri pentru copil..."
Nagyon tetszik és nagyon meg vagyok elégedve a kalózos bringával. :-),433481,misc - neutral,22,manual,Nagyon tetszik és nagyon meg vagyok elégedve a kalózos bringával. :-),Nagyon tetszik és nagyon meg vagyok elégedve a kalózos bringával. :-) </s>,misc is neutral,J'aime beaucoup et je suis très satisfait du vélo de pirate. :-),Romanian,Îmi place foarte mult și sunt foarte mulțumit de bicicleta piraților. :-),我非常喜欢并且对海盗自行车很满意。 :-),Îmi place foarte mult și sunt mulțumit de bicicleta piraților. :-)
"Magazin ft bine aprovizionat, alerg zilnic pe zgura , la alergare găsești tot ce dorești, vânzători ft amabili și pregătiți , va recomand sa o contactați pe Anca, cunoaște ft bine produsele si echipamentele.",433482,"{'choices': ['shop diversity - positive', 'staff competency - positive']}",22,manual,"Magazin ft bine aprovizionat, alerg zilnic pe zgura , la alergare găsești tot ce dorești, vânzători ft amabili și pregătiți , va recomand sa o contactați pe Anca, cunoaște ft bine produsele si echipamentele.","Magazin ft bine aprovizionat, alerg zilnic pe zgura , la alergare găsești tot ce dorești, vânzători ft amabili și pregătiți , va recomand sa o contactați pe Anca, cunoaște ft bine produsele si echipamentele. </s>",shop diversity is positive; staff competency is positive,"Le magasin est bien approvisionné, je cours quotidiennement sur le trottoir, au jogging vous trouverez tout ce que vous voulez, des vendeurs très aimables et préparés, je vous recommande de contacter Anca, elle connaît très bien les produits et les équipements.",Romanian,"Magazinul este bine aprovizionat, alerg zilnic pe trotuar, la jogging veți găsi tot ce doriți, vânzători foarte amabili și pregătiți, vă recomand să contactați pe Anca, ea cunoaște foarte bine produsele și echipamentele.",这家店货源充足，我每天都在人行道上慢跑，去运动你会找到一切你想要的东西，卖家非常友好和专业，我推荐你联系安卡，她对产品和设备非常了解。,"Magazinul acesta are o sursă de aprovizionare suficientă, eu alerg zilnic pe trotuar, mergi să te miști și vei găsi tot ce cauți, vânzătorii sunt foarte prietenoși și profesioniști, îți recomand să o contactezi pe Anka, ea cunoaște foarte bine produsele și echipamentele."
Magazinue este unul in care poti gasi multe produse la pret accesibil. Personalul este foarte amabil. Uneori este schimbata  prea des locatia anumitor produse!,433483,"{'choices': ['staff competency - positive', 'shop organization - negative', 'shop diversity - positive', 'price - positive']}",22,manual,Magazinue este unul in care poti gasi multe produse la pret accesibil. Personalul este foarte amabil. Uneori este schimbata prea des locatia anumitor produse!,Magazinue este unul in care poti gasi multe produse la pret accesibil. Personalul este foarte amabil. Uneori este schimbata prea des locatia anumitor produse! </s>,staff competency is positive; shop organization is negative; shop diversity is positive; price is positive,"Le magasin est l'un où vous pouvez trouver de nombreux produits à prix abordables. Le personnel est très aimable. Parfois, l'emplacement de certains produits change trop souvent!",Romanian,"Magazinul este unul în care puteți găsi multe produse la prețuri accesibile. Personalul este foarte amabil. Uneori, locația unor produse se schimbă prea des!",这家店是您可以找到很多价格合理的产品的地方。员工非常友好。有时候，一些产品的位置变化太频繁了！,"Acest magazin este locul în care puteți găsi multe produse la prețuri rezonabile. Angajații sunt foarte prietenoși. Uneori, locația unor produse se schimbă prea des!"
"Am schimbat un produs foarte usor, doar cu cardul de client.",433485,return warranty - positive,22,manual,"Am schimbat un produs foarte usor, doar cu cardul de client.","Am schimbat un produs foarte usor, doar cu cardul de client. </s>",return warranty is positive,"J'ai échangé un produit très facilement, seulement avec la carte de client.",Romanian,"Am schimbat un produs foarte ușor, doar cu cardul de client",我非常容易地更换了一个产品，只需使用客户卡。,"Am înlocuit foarte ușor un produs, folosind doar cardul clientului."
"Am cumparat clapari de ski. Ce mi-a placut a fost: gama larguta de produse, preturi bune, indicatii de alegere a produselor in functie de nivel (incepator/mediu/avansat - ca incepator conteaza mult pentru mine deoarece nu stiam ce sa-mi aleg).",433486,"{'choices': ['price - positive', 'shop diversity - positive', 'shop organization - positive']}",22,manual,"Am cumparat clapari de ski. Ce mi-a placut a fost: gama larguta de produse, preturi bune, indicatii de alegere a produselor in functie de nivel (incepator/mediu/avansat - ca incepator conteaza mult pentru mine deoarece nu stiam ce sa-mi aleg).","Am cumparat clapari de ski. Ce mi-a placut a fost: gama larguta de produse, preturi bune, indicatii de alegere a produselor in functie de nivel (incepator/mediu/avansat - ca incepator conteaza mult pentru mine deoarece nu stiam ce sa-mi aleg). </s>",price is positive; shop diversity is positive; shop organization is positive,"J'ai acheté des chaussures de ski. Ce qui m'a plu, c'était : une large gamme de produits, de bons prix, des indications pour choisir les produits en fonction du niveau (débutant/moyen/avancé - en tant que débutant, cela compte beaucoup pour moi car je ne savais pas quoi choisir).",Romanian,"Am cumpărat schiuri. Ce mi-a plăcut a fost: o gamă largă de produse, prețuri bune, indicații pentru alegerea produselor în funcție de nivel (începător/mijlociu/avansat - ca începător, acest lucru contează mult pentru mine pentru că nu știam ce să aleg).",我买了滑雪鞋。让我喜欢的，是：产品种类繁多，价格合理，并且有根据水平（初学者/中级/高级）的选择提示——作为初学者，这对我来说很重要，因为我不知道该怎么选择。,"Am cumpărat schiuri de schiat. Ceea ce m-a plăcut, este: o varietate mare de produse, prețuri rezonabile și sfaturi de alegere în funcție de nivel (începător/avansat/expert) - ca începător, acest lucru a fost important pentru mine, deoarece nu știam cum să aleg."
Merita oricand aiceva de cumparat in materie de articole sportive sa intri in Decathlon!!!,433494,misc - neutral,22,manual,Merita oricand aiceva de cumparat in materie de articole sportive sa intri in Decathlon!!!,Merita oricand aiceva de cumparat in materie de articole sportive sa intri in Decathlon!!! </s>,misc is neutral,"Ça vaut la peine d'aller quelque part pour acheter des articles de sport, entrez chez Decathlon !!!",Romanian,"Merită să mergi undeva pentru a cumpăra articole sportive, intrați la Decathlon!!!",值得去某个地方购买体育用品，进入迪卡侬！,"Valea vizita undeva pentru a cumpăra articole sportive, intră pe Decathlon!"
Doresc sa gasesc o geanta pentru transportul rachetelor de badminton.,433496,misc - neutral,22,manual,Doresc sa gasesc o geanta pentru transportul rachetelor de badminton.,Doresc sa gasesc o geanta pentru transportul rachetelor de badminton. </s>,misc is neutral,Je veux trouver un sac pour transporter les raquettes de badminton,Romanian,Vreau să găsesc o geantă pentru a transporta rachetele de badminton,我想找一个袋子来携带羽毛球拍,Vreau să găsesc o pungă pentru a transporta racheta de badminton
Preturile at putea fi mai competitive. Va asteptam si in Rm. Valcea,433499,price - negative,22,manual,Preturile at putea fi mai competitive. Va asteptam si in Rm. Valcea,Preturile at putea fi mai competitive. Va asteptam si in Rm. Valcea </s>,price is negative,Les prix auraient pu être plus compétitifs. Nous vous attendons aussi à Rm. Valcea,Romanian,Prețurile ar fi putut fi mai competitive. Vă așteptăm și la Rm. Valcea,价格本可以更具竞争力。我们也在Valcea等待您,Prețul ar fi putut fi mai competitiv. Vă așteptăm și la Valcea
sunt foarte multumita de magazin acum. s-au imbunatatit multe lucruri,433500,misc - neutral,22,manual,sunt foarte multumita de magazin acum. s-au imbunatatit multe lucruri,sunt foarte multumita de magazin acum. s-au imbunatatit multe lucruri </s>,misc is neutral,Je suis très satisfaite du magasin maintenant. Beaucoup de choses se sont améliorées,Romanian,Sunt foarte mulțumită de magazin acum. Multe lucruri s-au îmbunătățit,我现在对这家店很满意。很多东西都有了改进,Sunt acum mulțumit de acest magazin. Multe lucruri s-au îmbunătățit
"Daca am nevoie de ceva anume vestimentar si incaltaminte si nu numai, primul loc in care vreau sa caut  este la voi, aici gasesc tot ce-mi doresc :-)",433502,shop diversity - positive,22,manual,"Daca am nevoie de ceva anume vestimentar si incaltaminte si nu numai, primul loc in care vreau sa caut este la voi, aici gasesc tot ce-mi doresc :-)","Daca am nevoie de ceva anume vestimentar si incaltaminte si nu numai, primul loc in care vreau sa caut este la voi, aici gasesc tot ce-mi doresc :-) </s>",shop diversity is positive,"Si j'ai besoin de quelque chose de spécifique en termes de vêtements et de chaussures et pas seulement, le premier endroit où je veux chercher est chez vous, ici je trouve tout ce que je désire :-)",Romanian,"Dacă am nevoie de ceva specific în ceea ce privește îmbrăcămintea și încălțămintea și nu numai, primul loc unde vreau să caut este la voi, aici găsesc tot ce îmi doresc :-)",如果我需要一些特定的衣服和鞋子，或者不仅仅是这些东西，我首先想去的地方就是你们这里，我在这里可以找到所有我想要的东西：-) ,"Dacă am nevoie de îmbrăcăminte și încălțăminte specifice, sau poate mai mult decât atât, primul loc unde aș vrea să merg este aici, la voi, pentru că aici pot găsi tot ce îmi doresc :-)"
Am găsit ce aveam nevoie. Am descoperit raionul de alergare. Foarte fain,433504,shop diversity - positive,22,manual,Am găsit ce aveam nevoie. Am descoperit raionul de alergare. Foarte fain,Am găsit ce aveam nevoie. Am descoperit raionul de alergare. Foarte fain </s>,shop diversity is positive,J'ai trouvé ce dont j'avais besoin. J'ai découvert le rayon de course. Très sympa,Romanian,Am găsit ce aveam nevoie. Am descoperit raionul de alergare. Foarte simpatic,我找到了我需要的东西。我发现了跑步专区。很友好,Am găsit ce aveam nevoie. Am descoperit zona de alergare. Foarte prietenos
Un magazin placut cu tot ce ai nevoie. Calitate buna la produse si personal extrem de amabil,433505,"{'choices': ['shop diversity - positive', 'quality - positive', 'staff competency - positive']}",22,manual,Un magazin placut cu tot ce ai nevoie. Calitate buna la produse si personal extrem de amabil,Un magazin placut cu tot ce ai nevoie. Calitate buna la produse si personal extrem de amabil </s>,shop diversity is positive; quality is positive; staff competency is positive,Un magasin agréable avec tout ce dont vous avez besoin. Bonne qualité des produits et personnel extrêmement aimable,Romanian,Un magazin plăcut cu tot ce aveți nevoie. Calitate bună a produselor și personal extrem de amabil,一个舒适的商店，拥有您需要的一切。产品质量好，员工非常友好,"Un magazin confortabil, care are tot ce aveți nevoie. Calitatea produselor este bună, angajații sunt foarte prietenoși"
Un produs care sper sa ma tina la fel de mult ca si celelalte achizitionate .,433509,misc - neutral,22,manual,Un produs care sper sa ma tina la fel de mult ca si celelalte achizitionate .,Un produs care sper sa ma tina la fel de mult ca si celelalte achizitionate . </s>,misc is neutral,Un produit qui espère me durer autant que les autres que j'ai achetés.,Romanian,Un produs care sper să-mi durează la fel de mult ca și celelalte pe care le-am cumpărat.,一个能像我以前购买的其他产品一样耐用的产品,Un produs la fel de durabil ca și alte produse pe care le-am cumpărat anterior
"Magazinul este bine organizat, aprovizionat, toate casele erau deschise, deci nu am asteptat mult la coada. Felicitari pentru profesionalism!!!",433513,"{'choices': ['shop organization - positive', 'staff competency - positive', 'service - positive', 'shop diversity - positive']}",22,manual,"Magazinul este bine organizat, aprovizionat, toate casele erau deschise, deci nu am asteptat mult la coada. Felicitari pentru profesionalism!!!","Magazinul este bine organizat, aprovizionat, toate casele erau deschise, deci nu am asteptat mult la coada. Felicitari pentru profesionalism!!! </s>",shop organization is positive; staff competency is positive; service is positive; shop diversity is positive,"Le magasin est bien organisé, approvisionné, tous les rayons étaient ouverts, donc j'ai peu attendu à la queue. Félicitations pour le professionnalisme !!!",Romanian,"Magazinul este bine organizat, aprovizionat, toate rafturile erau deschise, deci am așteptat puțin la coadă. Felicitări pentru profesionalism !!!",商店组织良好，供应充足，所有货架都打开了，所以我几乎没有排队等待。祝贺你们的专业精神！！！,"Magazinul este organizat bine, aprovizionarea este suficientă, toate rafturile sunt deschise, astfel că abia am așteptat în coadă. Felicitări pentru profesionalism!"
"Nu este o bicicleta Rockrider 500S! Este un Rockrider 6.3 pe care l-am modificat ce-i drept, schimbandu-i arcul cu un X Fusion 9.1 , pinioanele cu 7 viteze in Shimano Deore si lantul! Recomand in continuare Rockrider 6.3",433514,misc - neutral,22,manual,"Nu este o bicicleta Rockrider 500S! Este un Rockrider 6.3 pe care l-am modificat ce-i drept, schimbandu-i arcul cu un X Fusion 9.1 , pinioanele cu 7 viteze in Shimano Deore si lantul! Recomand in continuare Rockrider 6.3","Nu este o bicicleta Rockrider 500S! Este un Rockrider 6.3 pe care l-am modificat ce-i drept, schimbandu-i arcul cu un X Fusion 9.1 , pinioanele cu 7 viteze in Shimano Deore si lantul! Recomand in continuare Rockrider 6.3 </s>",misc is neutral,"Ce n'est pas une bicyclette Rockrider 500S ! C'est un Rockrider 6.3 que j'ai modifié, en changeant son arc avec un X Fusion 9.1, les pignons avec des Shimano Deore 7 vitesses et la chaîne ! Je recommande toujours le Rockrider 6.3",Romanian,"Nu este o bicicletă Rockrider 500S! Este un Rockrider 6.3 pe care l-am modificat, schimbând arcul cu un X Fusion 9.1, pinioanele cu Shimano Deore 7 viteze și lanțul! Întotdeauna recomand Rockrider 6.3",这不是一辆Rockrider 500S自行车！我改装了Rockrider 6.3，把它的后摇杆换成了X Fusion 9.1，齿轮换成了Shimano Deore 7速，连锁也换了！我仍然推荐Rockrider 6.3,"Nu este o bicicletă Rockrider 500S! Am modificat Rockrider 6.3, am înlocuit brațul oscilant posterior cu X Fusion 9.1, angrenajele cu Shimano Deore 7 viteze și lanțul! Încă recomand Rockrider 6.3"
"Din pacate nu am gasit un numar de telefon sau o adresa de mail  unde sa pot comunica direct cu dumneavoastra. In rest, totul este ireprosabil.  O zi frumoasa!",433518,tech support - negative,22,manual,"Din pacate nu am gasit un numar de telefon sau o adresa de mail unde sa pot comunica direct cu dumneavoastra. In rest, totul este ireprosabil. O zi frumoasa!","Din pacate nu am gasit un numar de telefon sau o adresa de mail unde sa pot comunica direct cu dumneavoastra. In rest, totul este ireprosabil. O zi frumoasa! </s>",tech support is negative,"Malheureusement, je n'ai pas trouvé de numéro de téléphone ou d'adresse e-mail pour communiquer directement avec vous. Sinon, tout est impeccable. Belle journée!",Romanian,"Din nefericire, nu am gasit un numar de telefon sau o adresa de e-mail pentru a comunica direct cu dumneavoastra. Altfel, totul este impecabil. O zi frumoasa!",不幸的是，我没有找到您的电话号码或电子邮件地址来直接与您联系。否则，一切都很完美。祝您有美好的一天！,"Din nefericire, nu am gasit numărul dvs. de telefon sau adresa de e-mail pentru a vă contacta direct. Altfel, totul a fost perfect. Vă doresc o zi frumoasă!"
n-am prins inca momentul sa-i testez pt. impermeabilitate.i-am cumparat in urma cu cca. 2 saptamani.,433525,misc - neutral,22,manual,n-am prins inca momentul sa-i testez pt. impermeabilitate.i-am cumparat in urma cu cca. 2 saptamani.,n-am prins inca momentul sa-i testez pt. impermeabilitate.i-am cumparat in urma cu cca. 2 saptamani. </s>,misc is neutral,Je n'ai pas encore trouvé le moment de les tester pour l'imperméabilité. Je les ai achetés il y a environ 2 semaines.,Romanian,Nu am găsit încă momentul să le testez pentru impermeabilitate. Le-am cumpărat acum aproximativ 2 săptămâni.,我还没有机会测试它们的防水性能，我大约两周前买了它们。,"Nu am avut încă ocazia să testez caracteristica lor de rezistență la apă, le-am cumpărat cu aproximativ două săptămâni în urmă."
Nu riscati sa spargeti sau sa distrugeti obiecte atat in interiorul casei dumneavoastra cat si in exterior.,433527,misc - neutral,22,manual,Nu riscati sa spargeti sau sa distrugeti obiecte atat in interiorul casei dumneavoastra cat si in exterior.,Nu riscati sa spargeti sau sa distrugeti obiecte atat in interiorul casei dumneavoastra cat si in exterior. </s>,misc is neutral,Ne prenez pas le risque de casser ou de détruire des objets à la fois à l'intérieur et à l'extérieur de votre maison.,Romanian,"Nu vă asumați riscul de a deteriora sau distruge obiecte atât în interiorul, cât și în exteriorul casei dumneavoastră.",不要冒险同时在家里和外面弄坏或摧毁物品,"Nu risca să strici sau să distrugi lucruri atât acasă, cât și afară"
"Recomandarile din partea consumatorilor sunt foarte importante, de aceea parerile pertinente sunt de preferat.",433528,misc - neutral,22,manual,"Recomandarile din partea consumatorilor sunt foarte importante, de aceea parerile pertinente sunt de preferat.","Recomandarile din partea consumatorilor sunt foarte importante, de aceea parerile pertinente sunt de preferat. </s>",misc is neutral,"Les recommandations des consommateurs sont très importantes, c'est pourquoi les opinions pertinentes sont préférables.",Romanian,"Recomandările consumatorilor sunt foarte importante, de aceea opiniile pertinente sunt preferabile.",消费者的推荐非常重要，这就是为什么相关意见是更可取的。,"Recomandările consumatorilor sunt foarte importante, de aceea opiniile relevante sunt mai recomandate."
