text,id,aspects_polarities,annotator,data_origin,text_cleaned,absa_input,absa_target,cmlm_raw_text
"Lipsa zambetului si abilitatii la personal, vb intrei ei zgomotos si aruncau cutiile printre rafturi...lipsa unor marimi mai frecvent utilizate(L)...Copii ce alearga prin magazin haotic si risti sa-i lovesti sau sa te loveasca. Ca pozitiv o gama mare de produse, si 1-2 angajati cu bun simt...",431930,"{'choices': ['staff competency - negative', 'shop diversity - negative', 'environment - negative', 'shop diversity - positive', 'staff competency - positive']}",22,manual,"Lipsa zambetului si abilitatii la personal, vb intrei ei zgomotos si aruncau cutiile printre rafturi...lipsa unor marimi mai frecvent utilizate(L)...Copii ce alearga prin magazin haotic si risti sa-i lovesti sau sa te loveasca. Ca pozitiv o gama mare de produse, si 1-2 angajati cu bun simt...","Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: Lipsa zambetului si abilitatii la personal, vb intrei ei zgomotos si aruncau cutiile printre rafturi...lipsa unor marimi mai frecvent utilizate(L)...Copii ce alearga prin magazin haotic si risti sa-i lovesti sau sa te loveasca. Ca pozitiv o gama mare de produse, si 1-2 angajati cu bun simt... </s>",staff competency is negative; shop diversity is negative; environment is negative,"Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: . lipsa zambetului si abilitatii la oameni, vb intrei ei zgomotos si cu cutiile printre rafturi... lipsa unor culori mai frecvent utilizate ( l )... copii ce alearga prin magazin, si risti sa - i lovesti sau sa te loveasca. ca pozitiv o gama mare de produse, si 1 - 2 angajati cu bun simt...</s>"
"Buna ziua, La achizitionarea bicicletelor beneficiem ca si cliente de reglajul lor la standurile din magazinele decathlon, numai ca, este pentru prima oara cand am plecat cu ea fara a face vreun reglaj pe care ulterior l-am realizat acasa. Din doua locatii a cate doua standuri, in decursul a doua zile de colindat in decathlon iuliu maniu, erau prezenti doar doi oameni din personal, dar si multi clienti dornici de a-si cumpara o bicicleta. Pana aici toate bune si frumoase, am stat cateva minute la standul gol, la celalalt era coada mare, in speranta ca va veni cineva, dupa presupunerea mea, care ar fi fost in pauza de masa. A aparut o persoana pe care am vazut-o lucrand la biciclete prin preajma dar nici chip sa ne ajute pe cei ce eram prezenti acolo, si ne-a evitat desi i-am facut invitatie sa ne ajute. Dupa vre-o jumate de ora de stat pe loc cu bicicleta pe standuri, am plecat spre casa si mi-am luat inima in dinti, pentru ca imi functiona doar o frana, noroc ca nu stateam departe de magazin.O alta observatie este referitoare la modul de depozitare in stand a bicicletelor, care din pacate lasa de dorit. Sunt rezemate una de alta, rotile din spate se descentreaza pentru ca stau aplecate in loc de pozitia dreapta in care e normal sa fie amplasata. Dupa cateva biciclete """"luate la ochi"""" am reusit sa gasesc una cat de cat cu roata spate in niste limite acceptabile din punct de vedere al centratrii rotii, ce poate fi ajustata ulterior. O janta stramba nu mai poate fi centrata si necesita schimbarea!Ar fi grozav daca si cei ce sunt mecanici de biclete, ar fi persoane dornice de a-si presta meseria si care sa ne ajute fara a le atrage atentia, ceea ce s-ar materializa intr-un plus si pentru noi si pentru voi :).Zi faina.",431931,"{'choices': ['shop organization - negative', 'staff availability - negative', 'staff competency - negative']}",22,manual,"Buna ziua, La achizitionarea bicicletelor beneficiem ca si cliente de reglajul lor la standurile din magazinele decathlon, numai ca, este pentru prima oara cand am plecat cu ea fara a face vreun reglaj pe care ulterior l-am realizat acasa. Din doua locatii a cate doua standuri, in decursul a doua zile de colindat in decathlon iuliu maniu, erau prezenti doar doi oameni din personal, dar si multi clienti dornici de a-si cumpara o bicicleta. Pana aici toate bune si frumoase, am stat cateva minute la standul gol, la celalalt era coada mare, in speranta ca va veni cineva, dupa presupunerea mea, care ar fi fost in pauza de masa. A aparut o persoana pe care am vazut-o lucrand la biciclete prin preajma dar nici chip sa ne ajute pe cei ce eram prezenti acolo, si ne-a evitat desi i-am facut invitatie sa ne ajute. Dupa vre-o jumate de ora de stat pe loc cu bicicleta pe standuri, am plecat spre casa si mi-am luat inima in dinti, pentru ca imi functiona doar o frana, noroc ca nu stateam departe de magazin.O alta observatie este referitoare la modul de depozitare in stand a bicicletelor, care din pacate lasa de dorit. Sunt rezemate una de alta, rotile din spate se descentreaza pentru ca stau aplecate in loc de pozitia dreapta in care e normal sa fie amplasata. Dupa cateva biciclete """"luate la ochi"""" am reusit sa gasesc una cat de cat cu roata spate in niste limite acceptabile din punct de vedere al centratrii rotii, ce poate fi ajustata ulterior. O janta stramba nu mai poate fi centrata si necesita schimbarea!Ar fi grozav daca si cei ce sunt mecanici de biclete, ar fi persoane dornice de a-si presta meseria si care sa ne ajute fara a le atrage atentia, ceea ce s-ar materializa intr-un plus si pentru noi si pentru voi :).Zi faina.","Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: Buna ziua, La achizitionarea bicicletelor beneficiem ca si cliente de reglajul lor la standurile din magazinele decathlon, numai ca, este pentru prima oara cand am plecat cu ea fara a face vreun reglaj pe care ulterior l-am realizat acasa. Din doua locatii a cate doua standuri, in decursul a doua zile de colindat in decathlon iuliu maniu, erau prezenti doar doi oameni din personal, dar si multi clienti dornici de a-si cumpara o bicicleta. Pana aici toate bune si frumoase, am stat cateva minute la standul gol, la celalalt era coada mare, in speranta ca va veni cineva, dupa presupunerea mea, care ar fi fost in pauza de masa. A aparut o persoana pe care am vazut-o lucrand la biciclete prin preajma dar nici chip sa ne ajute pe cei ce eram prezenti acolo, si ne-a evitat desi i-am facut invitatie sa ne ajute. Dupa vre-o jumate de ora de stat pe loc cu bicicleta pe standuri, am plecat spre casa si mi-am luat inima in dinti, pentru ca imi functiona doar o frana, noroc ca nu stateam departe de magazin.O alta observatie este referitoare la modul de depozitare in stand a bicicletelor, care din pacate lasa de dorit. Sunt rezemate una de alta, rotile din spate se descentreaza pentru ca stau aplecate in loc de pozitia dreapta in care e normal sa fie amplasata. Dupa cateva biciclete """"luate la ochi"""" am reusit sa gasesc una cat de cat cu roata spate in niste limite acceptabile din punct de vedere al centratrii rotii, ce poate fi ajustata ulterior. O janta stramba nu mai poate fi centrata si necesita schimbarea!Ar fi grozav daca si cei ce sunt mecanici de biclete, ar fi persoane dornice de a-si presta meseria si care sa ne ajute fara a le atrage atentia, ceea ce s-ar materializa intr-un plus si pentru noi si pentru voi :).Zi faina. </s>",shop organization is negative; staff availability is negative; staff competency is negative,"Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: . buna ziua, la parada bicicletelor beneficiem ca si noi de reglajul lor la standurile din magazinele decathlon, numai ca, este pentru prima oara cand am plecat cu ea fara a face vreun reglaj pe care ulterior l - am realizat eu. din doua grupe a cate doua standuri, in decursul a doua zile de vizita in decathlon iuliu maniu, erau prezenti doar doi oameni din personal, dar si multi clienti dornici de a - si cumpara o bicicleta. pana aici toate bune si frumoase, am stat cateva ore la standul nostru, la care era coada mare, in speranta ca va veni cineva, dupa presupunerea mea, care ar fi fost in pauza de masa. a aparut o doamna pe care am vazut - o lucrand la biciclete prin stand dar in chip sa ne ajute pe cei ce eram prezenti acolo, si ne - a ajutat desi i - am facut semn sa ne ajute. dupa vre - o jumate de ora de stat pe loc cu bicicleta pe loc, am plecat spre stand si mi - am luat inima in dinti, pentru ca imi functiona doar o frana, noroc ca nu stateam departe de magazin. o alta observatie este si la modul de depozitare in stand a bicicletele, care din pacate lasa de dorit. sunt rezemate una de alta, roata din spate se descentreaza pentru ca estea in loc de pozitil in care e normal sa fie amplasata. dupa cateva biciclete "" "" trase la mana "" "" am reusit sa gasesc una cat de cat cu roata spate in niste limite acceptabile din punct de vedere al greutatii, ce poate fi ajustata ulterior. o janta stramba nu mai poate fi centrata si necesita schimbarea! ar fi grozav daca si cei ce sunt soferi de bicete, ar fi dornici de a - si presta munca si care sa ne ajute fara a le atragea, ceea ce s - ar materializa intr - un plus si pentru noi si pentru voi : ). zi faina.</s>"
"Niciodata nu am asteptat atat de mult pentru o comanda online iar produsele din magazinul online nu corespund cu stocul, cat despre calitate nu sunt deloc incantata. Imi pare foarte rau.",431939,"{'choices': ['quality - negative', 'delivery - negative', 'shop organization - negative']}",22,manual,"Niciodata nu am asteptat atat de mult pentru o comanda online iar produsele din magazinul online nu corespund cu stocul, cat despre calitate nu sunt deloc incantata. Imi pare foarte rau.","Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: Niciodata nu am asteptat atat de mult pentru o comanda online iar produsele din magazinul online nu corespund cu stocul, cat despre calitate nu sunt deloc incantata. Imi pare foarte rau. </s>",quality is negative; delivery is negative; shop organization is negative,"Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: . niciodata nu am platit atat de mult pentru o comanda, iar produsele din magazinul online nu corespund cu stocul, cat despre pret nu sunt deloc incantata. imi pare foarte rau.</s>"
Am dat o comanda de 300 lei acum 10zile si inca nu a ajuns,431940,delivery - negative,22,manual,Am dat o comanda de 300 lei acum 10zile si inca nu a ajuns,Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: Am dat o comanda de 300 lei acum 10zile si inca nu a ajuns </s>,delivery is negative,Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: . am dat o comand de 300 lei acum 10zile si inca nu a ajuns</s>
"E  drept  ca  am  fost  duminica  in  magazin , era  o  aglomeratie  foarte  mare , singurul  lucru  care  mi-a  displacut  a  fost  totala  lipsa  de  organizare  de  la  cabinele  de  proba , produse  unul  peste  altul , nestranse , e  drept  ca  este  vina  vizitatorilor , dar  stiindu-se  aceasta  meteahna  a  clientilor  cred  ca  ar  trebui  cineva  care  sa  se  ocupe  strict  de  acest  aspect .Eu  colaborez  si  ca  Mystery  Shoping , deci  am  un  defect  profesional  in  a  observa  detalii .",431942,"{'choices': ['environment - negative', 'shop organization - negative', 'staff competency - negative']}",22,manual,"E drept ca am fost duminica in magazin , era o aglomeratie foarte mare , singurul lucru care mi-a displacut a fost totala lipsa de organizare de la cabinele de proba , produse unul peste altul , nestranse , e drept ca este vina vizitatorilor , dar stiindu-se aceasta meteahna a clientilor cred ca ar trebui cineva care sa se ocupe strict de acest aspect .Eu colaborez si ca Mystery Shoping , deci am un defect profesional in a observa detalii .","Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: E drept ca am fost duminica in magazin , era o aglomeratie foarte mare , singurul lucru care mi-a displacut a fost totala lipsa de organizare de la cabinele de proba , produse unul peste altul , nestranse , e drept ca este vina vizitatorilor , dar stiindu-se aceasta meteahna a clientilor cred ca ar trebui cineva care sa se ocupe strict de acest aspect .Eu colaborez si ca Mystery Shoping , deci am un defect profesional in a observa detalii . </s>",environment is negative; shop organization is negative; staff competency is negative,"Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: . e drept ca am fost duminica in magazin, era o aglomeratie foarte mare, aspect lucru care mi - a displacut a fost totala lipsa de marfa de la cabinele de proba, produse unul peste altul, da, e drept ca este vina vizitatorilor, dar pare - se aceasta lipsa a clientilor cred ca ar trebui cineva care sa se ocupe strict de acest aspect. eu colaborez si ca mysteru shoping, deci am un mares in a observa detalii.</s>"
La pantalonii Arpenaz 20 e atasat un film de prezentare care nu are nici o legatura cu produsul(e pt Forclaz 100). In magazin pantalonii Forclaz 100 modul nu sunt pe stoc.,431943,"{'choices': ['shop diversity - negative', 'tech support - negative']}",22,manual,La pantalonii Arpenaz 20 e atasat un film de prezentare care nu are nici o legatura cu produsul(e pt Forclaz 100). In magazin pantalonii Forclaz 100 modul nu sunt pe stoc.,Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: La pantalonii Arpenaz 20 e atasat un film de prezentare care nu are nici o legatura cu produsul(e pt Forclaz 100). In magazin pantalonii Forclaz 100 modul nu sunt pe stoc. </s>,shop diversity is negative; tech support is negative,Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: . la pantalonii arpenaz 20 e atasat un film de prezentare care nu are nici o legatura cu produsul ( e pentru forclaz 100 ). in magazin pantalonii forclaz 100 nici nu sunt pe stoc.</s>
"La intrare daca ai si alte cumparaturi agentul de paza te sfatuieste sa nici nu intri in magazin, norocul dvs. e ca sunt client vechi si fidel chiar daca nu tot timpul am la mine cardul de fidelitate. Oricum mi-e groaza ca trebuie sa fac scandal ca sa imi introduca cardul la case pe baza adresei de email.",431946,"{'choices': ['security - negative', 'service - negative', 'staff competency - negative']}",22,manual,"La intrare daca ai si alte cumparaturi agentul de paza te sfatuieste sa nici nu intri in magazin, norocul dvs. e ca sunt client vechi si fidel chiar daca nu tot timpul am la mine cardul de fidelitate. Oricum mi-e groaza ca trebuie sa fac scandal ca sa imi introduca cardul la case pe baza adresei de email.","Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: La intrare daca ai si alte cumparaturi agentul de paza te sfatuieste sa nici nu intri in magazin, norocul dvs. e ca sunt client vechi si fidel chiar daca nu tot timpul am la mine cardul de fidelitate. Oricum mi-e groaza ca trebuie sa fac scandal ca sa imi introduca cardul la case pe baza adresei de email. </s>",security is negative; service is negative; staff competency is negative,"Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: . la intrare daca ai si alte cumparaturi cei de acolo te sfatuieste sa nici nu intri in magazin, scuza dvs. e ca sunt client vechi si fidel chiar daca nu tot timpul am la mine cardul de fidelitate. oricum mi - e groaza ca o sa fac scandal ca sa imi introduca cardul la case pe baza mea de email.</s>"
Încerc sa înțeleg de ce îmi cereți feedback pentru comanda și feedback pentru produs in condițiile in care comanda (plasata acum 15 zile) încă nu a fost livrata. Pentru moment nu pot spune nimic despre produse dar pot spune ca fiind deja la a treia comanda cu probleme (una online și doua in magazin) mi-am format o părere proasta despre a încerca sa cumpăr ceva care nu e pe stoc in momentul respectiv.,431954,delivery - negative,22,manual,Încerc sa înțeleg de ce îmi cereți feedback pentru comanda și feedback pentru produs in condițiile in care comanda (plasata acum 15 zile) încă nu a fost livrata. Pentru moment nu pot spune nimic despre produse dar pot spune ca fiind deja la a treia comanda cu probleme (una online și doua in magazin) mi-am format o părere proasta despre a încerca sa cumpăr ceva care nu e pe stoc in momentul respectiv.,Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: Încerc sa înțeleg de ce îmi cereți feedback pentru comanda și feedback pentru produs in condițiile in care comanda (plasata acum 15 zile) încă nu a fost livrata. Pentru moment nu pot spune nimic despre produse dar pot spune ca fiind deja la a treia comanda cu probleme (una online și doua in magazin) mi-am format o părere proasta despre a încerca sa cumpăr ceva care nu e pe stoc in momentul respectiv. </s>,delivery is negative,Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: . încerc sa înțeleg de ce îmi mulțum rău pentru comanda și feedback pentru produs in condițiile in care comanda ( de acum 15 zile ) încă nu a fost făcută. pentru moment nu pot spune nimic despre produse dar pot spune ca fiind deja la a treia comanda cu ele ( una online și doua in magazin ) mi - am format o părere proasta despre a încerca sa cumpăr ceva care nu e pe stoc in momentul respectiv.</s>
"Ar fi util ca pe fiecare raion specializat pe un sport anume, sa aveti un vanzator/consultant client care practica activ acel sport si poate da sfaturi intemeiate.",431955,"{'choices': ['staff competency - negative', 'staff availability - negative']}",22,manual,"Ar fi util ca pe fiecare raion specializat pe un sport anume, sa aveti un vanzator/consultant client care practica activ acel sport si poate da sfaturi intemeiate.","Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: Ar fi util ca pe fiecare raion specializat pe un sport anume, sa aveti un vanzator/consultant client care practica activ acel sport si poate da sfaturi intemeiate. </s>",staff competency is negative; staff availability is negative,"Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: . ar fi util ca pe fiecare site specializat pe un sport anume, sa aveti un vanzator / consultant, care practica activ acel sport si poate da sfaturi utile.</s>"
"Reduceri la BICICLETĂ PLIABILĂ BFOLD 300. în tari mult mai bogate decât Romania.  Câteva exemple simplu de verificat, la un clic distanta... decathlon Franța 120 euro, decathlon Austria 120 euro, decathlon Germania 120 euro, si lista continua... decathlon Romania 160 euro. Concluzia ???...",431956,promotions - negative,22,manual,"Reduceri la BICICLETĂ PLIABILĂ BFOLD 300. în tari mult mai bogate decât Romania. Câteva exemple simplu de verificat, la un clic distanta... decathlon Franța 120 euro, decathlon Austria 120 euro, decathlon Germania 120 euro, si lista continua... decathlon Romania 160 euro. Concluzia ???...","Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: Reduceri la BICICLETĂ PLIABILĂ BFOLD 300. în tari mult mai bogate decât Romania. Câteva exemple simplu de verificat, la un clic distanta... decathlon Franța 120 euro, decathlon Austria 120 euro, decathlon Germania 120 euro, si lista continua... decathlon Romania 160 euro. Concluzia ???... </s>",promotions is negative,"Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: . prețul la bicicletă pliabilă bfold 300. în țări mult mai scumpe decât romania. câteva exemple simplu de verificat, la un clic distanta... adidas franța 120 euro, decathlon austria 120 euro, decathlon germania 120 euro, si lista continua... in romania 160 euro. concluzia???...</s>"
"Stimati domni/doamne,Am fost uimit sa constat ca produsul achizitionat, (o masa de tenis de masa, ~1950 Ron) nu mi s-a livrat si nici nu am fost sunat de catre transportatorul (Fan Curier) nici la 3 zile dupa achizitie. Discutand cu consilierul de vanzari, am aflat ca Decathlon nu isi asuma raspunderea pt livrarea podusului acasa!?! In ciuda faptului ca, colegul dvs. a incercat cateva telefoane la curier, nu a reusit sa-i contacteze si mi-a cerut mie sa-i sun. Mie mi se pare uimitor ca o experienta buna de vanzare in magazin sa fie complet anulata de o lipsa de responsabilitate in fata livrarii unui colet de 75 kg si peste 1,5/ 1,5 m dimensiune. Si o lipsa de resposabilitate pana la completarea procesului de vanzare, respectiv primirea produsului. In cazul in care produsul nu imi va fi livrat pana joi (5 zile de la achizitie), am doua solutii: respectiv, returnarea banilor pt un produs pe care mi-l doresc, dar nu l-am primit sau protectia consumatorului, pt nelivrarea in timp a acestuia. Este evident ca nu voi mai cumpara produse din magazinul dvs.",431961,"{'choices': ['delivery - negative', 'staff competency - negative']}",22,manual,"Stimati domni/doamne,Am fost uimit sa constat ca produsul achizitionat, (o masa de tenis de masa, ~1950 Ron) nu mi s-a livrat si nici nu am fost sunat de catre transportatorul (Fan Curier) nici la 3 zile dupa achizitie. Discutand cu consilierul de vanzari, am aflat ca Decathlon nu isi asuma raspunderea pt livrarea podusului acasa!?! In ciuda faptului ca, colegul dvs. a incercat cateva telefoane la curier, nu a reusit sa-i contacteze si mi-a cerut mie sa-i sun. Mie mi se pare uimitor ca o experienta buna de vanzare in magazin sa fie complet anulata de o lipsa de responsabilitate in fata livrarii unui colet de 75 kg si peste 1,5/ 1,5 m dimensiune. Si o lipsa de resposabilitate pana la completarea procesului de vanzare, respectiv primirea produsului. In cazul in care produsul nu imi va fi livrat pana joi (5 zile de la achizitie), am doua solutii: respectiv, returnarea banilor pt un produs pe care mi-l doresc, dar nu l-am primit sau protectia consumatorului, pt nelivrarea in timp a acestuia. Este evident ca nu voi mai cumpara produse din magazinul dvs.","Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: Stimati domni/doamne,Am fost uimit sa constat ca produsul achizitionat, (o masa de tenis de masa, ~1950 Ron) nu mi s-a livrat si nici nu am fost sunat de catre transportatorul (Fan Curier) nici la 3 zile dupa achizitie. Discutand cu consilierul de vanzari, am aflat ca Decathlon nu isi asuma raspunderea pt livrarea podusului acasa!?! In ciuda faptului ca, colegul dvs. a incercat cateva telefoane la curier, nu a reusit sa-i contacteze si mi-a cerut mie sa-i sun. Mie mi se pare uimitor ca o experienta buna de vanzare in magazin sa fie complet anulata de o lipsa de responsabilitate in fata livrarii unui colet de 75 kg si peste 1,5/ 1,5 m dimensiune. Si o lipsa de resposabilitate pana la completarea procesului de vanzare, respectiv primirea produsului. In cazul in care produsul nu imi va fi livrat pana joi (5 zile de la achizitie), am doua solutii: respectiv, returnarea banilor pt un produs pe care mi-l doresc, dar nu l-am primit sau protectia consumatorului, pt nelivrarea in timp a acestuia. Este evident ca nu voi mai cumpara produse din magazinul dvs. </s>",delivery is negative; staff competency is negative,"Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: . stimati domni / doamne, am fost uimit sa aflu ca produsul dorit, ( o masa de tenis de masa, ~ 1950 ron ) nu mi s - a livrat si nici nu am fost sunat de catre transportatorul ( fan curier ) nici la 3 zile dupa achizitie. discutand cu consilierul de client, am aflat ca decathlon nu isi asuma riscul pt livrarea de acasa!?! in ciuda faptului ca, sotul dvs. a incercat cateva telefoane la curier, nu a reusit sa - i contacteze si mi - a cerut mie sa - i sun. mie mi se pare uimitor ca o experienta buna de vanzare in tara sa fie complet anulata de o lipsa de responsabilitate in fata livrarii unui colet de 75 kg si peste 1, 5 / 1, 5 m dimensiune. si o lipsa de timp pana la completarea procesului de retur, respectiv primirea lui. in cazul in care produsul nu imi va fi livratat joi ( 5 zile de la plata ), am doua sanse : respectiv, returnarea banilor pt un produs pe care mi - l doresc, dar nu l - am primit sau protectia consumatorului, pt nelivrarea in timp a acestuia. este evident ca nu voi mai cumpara nimic din magazinul dvs.</s>"
Mai multe produse existente pe stoc! Gestionarea mai buna a personalului!,431962,"{'choices': ['shop diversity - negative', 'staff availability - negative']}",22,manual,Mai multe produse existente pe stoc! Gestionarea mai buna a personalului!,Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: Mai multe produse existente pe stoc! Gestionarea mai buna a personalului! </s>,shop diversity is negative; staff availability is negative,Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: . mai multe limbi existente pe piata! gestionarea mai buna a personalului!</s>
"E nevoie de mai multe discount-uri, oferte combinate. Dacă scădeți puțin prețurile, lumea va cumpăra în neștire și o veți lua cu mult înaintea altor magazine.",431963,"{'choices': ['price - negative', 'promotions - negative']}",22,manual,"E nevoie de mai multe discount-uri, oferte combinate. Dacă scădeți puțin prețurile, lumea va cumpăra în neștire și o veți lua cu mult înaintea altor magazine.","Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: E nevoie de mai multe discount-uri, oferte combinate. Dacă scădeți puțin prețurile, lumea va cumpăra în neștire și o veți lua cu mult înaintea altor magazine. </s>",price is negative; promotions is negative,"Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: . e nevoie de mai multe discount - uri, oferte combinate. dacă scadți prețurile, lumea va cumpăra în neștire și o veți lua cu mult înaintea altor magazine.</s>"
comanda transmisa on-line nu a fost onorata nici dupa 2 saptamani  de asteptare,431964,delivery - negative,22,manual,comanda transmisa on-line nu a fost onorata nici dupa 2 saptamani de asteptare,Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: comanda transmisa on-line nu a fost onorata nici dupa 2 saptamani de asteptare </s>,delivery is negative,Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: . comanda transmisa on - line nu a fost facuta nici dupa 2 saptamani de zile</s>
Este primul produs Kalenji care m-a dezamagit.S-a facut retur fara probleme chiar si dupa folosire.,431966,"{'choices': ['product - negative', 'return warranty - positive']}",22,manual,Este primul produs Kalenji care m-a dezamagit.S-a facut retur fara probleme chiar si dupa folosire.,Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: Este primul produs Kalenji care m-a dezamagit.S-a facut retur fara probleme chiar si dupa folosire. </s>,product is negative; return warranty is positive,Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: . este primul produs kalenji care m - a uimit. s - a facut retur fara probleme chiar si dupa folosire.</s>
"SUNT ANGAJATI CARE NU STIU SA PUNA IMPRIMEURI PE DIFERITE LUCRURI IN REST SUNT MULTUMIT SI AR MAI FI O CHESTIE NU MAI LASATI TIGANI PE TERENUL DE FOTBAL SAU BASCHET PENTRU CA CREAZA PROBLEME SI AMENINTA CELELALTE PERSOANE CARE VIN SA SE RELAXEZE,MULTUMESC.",431969,misc - neutral,22,manual,"SUNT ANGAJATI CARE NU STIU SA PUNA IMPRIMEURI PE DIFERITE LUCRURI IN REST SUNT MULTUMIT SI AR MAI FI O CHESTIE NU MAI LASATI TIGANI PE TERENUL DE FOTBAL SAU BASCHET PENTRU CA CREAZA PROBLEME SI AMENINTA CELELALTE PERSOANE CARE VIN SA SE RELAXEZE,MULTUMESC.","Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: SUNT ANGAJATI CARE NU STIU SA PUNA IMPRIMEURI PE DIFERITE LUCRURI IN REST SUNT MULTUMIT SI AR MAI FI O CHESTIE NU MAI LASATI TIGANI PE TERENUL DE FOTBAL SAU BASCHET PENTRU CA CREAZA PROBLEME SI AMENINTA CELELALTE PERSOANE CARE VIN SA SE RELAXEZE,MULTUMESC. </s>",misc is neutral,"Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: . sunt oameni care nu stiu sa pariee pe aceste lucruri in rest sunt multumit si ar mai fi o chestie nu mai lasati tigani pe terenul de fotbal sau baschet pentru ca creaza probleme si ameninta celelalte persoane care vin sa se relaxeze, multumesc.</s>"
"In urma cu 1 an am achizitionat aceasta jacheta la pretul de 149 lei si inca de atunci am purtat-o destul de mult (am fost stabilit in Norvegia). Fiind des purtata ca si jacheta principala a fost spalata evident destul de des, dar nu excesiv. Dupa cateva spalari repetate in zona subbratului am constatat ca acea izlolatie termica (puf albicios) incepe sa iasa prin cusaturi, nu am bagat de seama, dar s-a agravat intre timp, pana cand s-a descusut semnificativ! Norocul meu a fost ca mi s-a acordat garantie si am putut rezolva problema intr-un magazin Decathlon, ceea ce mi se pare un mare plus din partea lantului de magazine!",431970,"{'choices': ['product - negative', 'quality - negative', 'return warranty - positive']}",22,manual,"In urma cu 1 an am achizitionat aceasta jacheta la pretul de 149 lei si inca de atunci am purtat-o destul de mult (am fost stabilit in Norvegia). Fiind des purtata ca si jacheta principala a fost spalata evident destul de des, dar nu excesiv. Dupa cateva spalari repetate in zona subbratului am constatat ca acea izlolatie termica (puf albicios) incepe sa iasa prin cusaturi, nu am bagat de seama, dar s-a agravat intre timp, pana cand s-a descusut semnificativ! Norocul meu a fost ca mi s-a acordat garantie si am putut rezolva problema intr-un magazin Decathlon, ceea ce mi se pare un mare plus din partea lantului de magazine!","Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: In urma cu 1 an am achizitionat aceasta jacheta la pretul de 149 lei si inca de atunci am purtat-o destul de mult (am fost stabilit in Norvegia). Fiind des purtata ca si jacheta principala a fost spalata evident destul de des, dar nu excesiv. Dupa cateva spalari repetate in zona subbratului am constatat ca acea izlolatie termica (puf albicios) incepe sa iasa prin cusaturi, nu am bagat de seama, dar s-a agravat intre timp, pana cand s-a descusut semnificativ! Norocul meu a fost ca mi s-a acordat garantie si am putut rezolva problema intr-un magazin Decathlon, ceea ce mi se pare un mare plus din partea lantului de magazine! </s>",product is negative; quality is negative; return warranty is positive,"Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: ! in urma cu 1 an am achizitionat aceasta jacheta la pretul de 149 lei si inca de atunci am purtat - o destul de mult ( am fost stabilit in norvegia ). fiind des purtata ca si piesa principala a fost spalata evident destul de des, dar nu zilnic. dupa cateva spalari, in zona subbratului am constatat ca acea izlolatie termica ( puf albicios ) incepe sa iasa prin piele, nu am bagat de seama, dar s - a agravat intre timp, pana cand s - a rezolvat! norocul meu a fost ca mi s - a acordat garantie si am putut sesiza problema intr - un magazin decathlon, ceea ce mi se pare un mare plus din parteaudinea de magazine!</s>"
Nu exista suficient spatiu pentru redactarea clara a unei opinii privind aspectele pozitive sau negative .,431972,misc - neutral,22,manual,Nu exista suficient spatiu pentru redactarea clara a unei opinii privind aspectele pozitive sau negative .,Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: Nu exista suficient spatiu pentru redactarea clara a unei opinii privind aspectele pozitive sau negative . </s>,misc is neutral,Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: . nu exista suficient timp pentru redactarea clara a unei opinii privind efecte pozitive sau negative.</s>
