text,id,aspects_polarities,annotator,data_origin,text_cleaned,absa_input,absa_target,cmlm_text
"Foarte greu se incarca paginile filtrate pe Android.La skateboardul achizitionat scrie pe site ca e pt 4-7 ani. Dar in cartea atasata produsului scrie ca sub 8 ani, copiii trebuie supravegheati de un adult. Si e greu de carat pt un copil. Ar fi trebuit sa apara la descrierea lui si greutatea.",432287,tech support - negative,22,manual,"Foarte greu se incarca paginile filtrate pe Android.La skateboardul achizitionat scrie pe site ca e pt 4-7 ani. Dar in cartea atasata produsului scrie ca sub 8 ani, copiii trebuie supravegheati de un adult. Si e greu de carat pt un copil. Ar fi trebuit sa apara la descrierea lui si greutatea.","Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: Foarte greu se incarca paginile filtrate pe Android.La skateboardul achizitionat scrie pe site ca e pt 4-7 ani. Dar in cartea atasata produsului scrie ca sub 8 ani, copiii trebuie supravegheati de un adult. Si e greu de carat pt un copil. Ar fi trebuit sa apara la descrierea lui si greutatea. </s>",tech support is negative,". foarte greu se incarca poze filtrate pe android. la incepue scrie pe site ca e pentru 4 - 7 ani. dar in descriicatie scrie ca sub 8 ani, trebuie supravegheatti de un adult. si e greu de carad pt un copil. ar fi trebuid sa scrie la descrierea lui si atat."
"Buna seara!am vizitat magazinul vineri 13 octombrie  cu dorinta de a achizitiona un dispozitiv de iluminat fata pentru bicicleta. La raionul dedicat bicicletelor erau doar 2 modele de iluminat, evident cele mai scumpe . In rest pustiu. Ma asteptam la o oferta mai generoasa si o diversitate mai mare a modelelor. La casa de marcat , am solicitat eu o punga pentru produsele achizitionate intrucat domnisoara nu ma intrebat daca doream , desi cumparasem o pereche de cizme.",432288,"{'choices': ['price - negative', 'staff competency - negative', 'shop diversity - negative']}",22,manual,"Buna seara!am vizitat magazinul vineri 13 octombrie cu dorinta de a achizitiona un dispozitiv de iluminat fata pentru bicicleta. La raionul dedicat bicicletelor erau doar 2 modele de iluminat, evident cele mai scumpe . In rest pustiu. Ma asteptam la o oferta mai generoasa si o diversitate mai mare a modelelor. La casa de marcat , am solicitat eu o punga pentru produsele achizitionate intrucat domnisoara nu ma intrebat daca doream , desi cumparasem o pereche de cizme.","Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: Buna seara!am vizitat magazinul vineri 13 octombrie cu dorinta de a achizitiona un dispozitiv de iluminat fata pentru bicicleta. La raionul dedicat bicicletelor erau doar 2 modele de iluminat, evident cele mai scumpe . In rest pustiu. Ma asteptam la o oferta mai generoasa si o diversitate mai mare a modelelor. La casa de marcat , am solicitat eu o punga pentru produsele achizitionate intrucat domnisoara nu ma intrebat daca doream , desi cumparasem o pereche de cizme. </s>",price is negative; staff competency is negative; shop diversity is negative,". buna seara! am fostat pe 13 octombrie cu oferta de a lua un dispozitiv de iluminat fata pentru bicicleta. la magazi loculu, erau doar 2 modele de iluminat, evident cele mai scumpe. in rest nimic. ma asteptam la o oferta mai buna si o durata mai mare a lor. la casa de marcat, am cerut eu o punga pentru bicicl, intruca domnisoara nu ma intrebat daca doream, desi era o cutie de lei."
am facut comanda in 31 mai 2016 si in data de 2 iunile nici nu am primit vreun raspuns. acum stau la telefon pt a lua legatura cu un consultant de 41 de minute si toti sun ocupati. operatorii sportivi.  nu se poate asa ceva la un magazin de firma. am sunat la Decathlon in franta paris tot pentru o comanda pentru anvelope bicicleta si accesorii si am fost preluat in 6 minute iar comanda mea este pe drum si se livreaza sambata 4 iunie. . deci nu dati dovada de seriozitae  stimati angajati sportivi.,432291,"{'choices': ['delivery - negative', 'staff competency - negative', 'staff availability - negative']}",22,manual,am facut comanda in 31 mai 2016 si in data de 2 iunile nici nu am primit vreun raspuns. acum stau la telefon pt a lua legatura cu un consultant de 41 de minute si toti sun ocupati. operatorii sportivi. nu se poate asa ceva la un magazin de firma. am sunat la Decathlon in franta paris tot pentru o comanda pentru anvelope bicicleta si accesorii si am fost preluat in 6 minute iar comanda mea este pe drum si se livreaza sambata 4 iunie. . deci nu dati dovada de seriozitae stimati angajati sportivi.,Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: am facut comanda in 31 mai 2016 si in data de 2 iunile nici nu am primit vreun raspuns. acum stau la telefon pt a lua legatura cu un consultant de 41 de minute si toti sun ocupati. operatorii sportivi. nu se poate asa ceva la un magazin de firma. am sunat la Decathlon in franta paris tot pentru o comanda pentru anvelope bicicleta si accesorii si am fost preluat in 6 minute iar comanda mea este pe drum si se livreaza sambata 4 iunie. . deci nu dati dovada de seriozitae stimati angajati sportivi. </s>,delivery is negative; staff competency is negative; staff availability is negative,. am comandat in 31 mai 2016 si in data de 2 iun. nici nu am primit vreun mesaj. acum sunt la telefon pt a lua legatura cu un client de 41 de minute si toti sunt ocupati.... nu se poate asa ceva la un numar de munca. am fost la decathlon in franta paris tot pentru o comanda pentru anvelope iarna si iarna si am fost sunat in 6 ore iar comanda mea este pe stoc si se livreaza in 4 zile.. deci nu dati eroare de proasta...
"Depinde ce vrei sa prinzi, poti schimba firul si celelalte.",432292,misc - neutral,22,manual,"Depinde ce vrei sa prinzi, poti schimba firul si celelalte.","Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: Depinde ce vrei sa prinzi, poti schimba firul si celelalte. </s>",misc is neutral,". depinde ce vrei sa prinzi, se schimba unele si celelalte."
"It's difficult to find someone to answer questions about producs on sale. Usually most of them know less than myself, after I spent some time looking for the desired product on internet.In my case, I knew exatcly what I wanted to buy, a binocular which was placed in a locker. I had to wait 15 mins for someone to unlock the locker and he didn't know too much about binoculars.The lack of customer care makes the visit to Decathlon unpleasant from my point of view.",432293,misc - neutral,22,manual,"It's difficult to find someone to answer questions about producs on sale. Usually most of them know less than myself, after I spent some time looking for the desired product on internet.In my case, I knew exatcly what I wanted to buy, a binocular which was placed in a locker. I had to wait 15 mins for someone to unlock the locker and he didn't know too much about binoculars.The lack of customer care makes the visit to Decathlon unpleasant from my point of view.","Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: It's difficult to find someone to answer questions about producs on sale. Usually most of them know less than myself, after I spent some time looking for the desired product on internet.In my case, I knew exatcly what I wanted to buy, a binocular which was placed in a locker. I had to wait 15 mins for someone to unlock the locker and he didn't know too much about binoculars.The lack of customer care makes the visit to Decathlon unpleasant from my point of view. </s>",misc is neutral,". it's diffnys to find one people to ans, quests about producs for sale. probabily some of them know mores than myys, but i havee time looking for the asred product producs. in my case, i knew exa notly what i wanted to buy, a binocular which was made in a locker. i had to wait 15 mins for somena to use the locker and he did,'t know too multe about it. the idea of the care is the largc decathlon a satisfful bad from my backal view."
Magazinul Decathlon din Focsani este binevenit si m-am bucurat foarte mult ca s-a infiintat si la Focsani unul.,432295,misc - neutral,22,manual,Magazinul Decathlon din Focsani este binevenit si m-am bucurat foarte mult ca s-a infiintat si la Focsani unul.,Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: Magazinul Decathlon din Focsani este binevenit si m-am bucurat foarte mult ca s-a infiintat si la Focsani unul. </s>,misc is neutral,club clubul decathlon din focsani este nou si m - am bucurat foarte mult ca s - a infiintat si la focsani unul.
"PRODUSE MULTE,DIVERSE UNELE CHIAR DE BUNA CALITATE SI LA PRET ACCESIBIL.***",432297,"{'choices': ['shop diversity - positive', 'price - positive', 'quality - positive']}",22,manual,"PRODUSE MULTE,DIVERSE UNELE CHIAR DE BUNA CALITATE SI LA PRET ACCESIBIL.","Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: PRODUSE MULTE,DIVERSE UNELE CHIAR DE BUNA CALITATE SI LA PRET ACCESIBIL. </s>",shop diversity is positive; price is positive; quality is positive,". foarte multe, diverse unele chiar de bunate si la pret accesibil."
"Am fost intampit de omul de la paza care mi-a zis sa las rucsacul la casute. l-am intrebat daca isi asuma responsabilitatea in caz ca imi dispare laptopul, tableta, diverse acte, multimetrul, 2 truse de scule si a dat din umeri. Asta in timp ce fete intrau fara probleme cu rucsace mai mari ca ale mele in spate.Asta e atitudinea oficiala a magazinului ? Daca nu trebuia sa ii iau copilului o bicicleta nu as mai fi intrat si probabil pe viitor o sa va evit.",432300,security - negative,22,manual,"Am fost intampit de omul de la paza care mi-a zis sa las rucsacul la casute. l-am intrebat daca isi asuma responsabilitatea in caz ca imi dispare laptopul, tableta, diverse acte, multimetrul, 2 truse de scule si a dat din umeri. Asta in timp ce fete intrau fara probleme cu rucsace mai mari ca ale mele in spate.Asta e atitudinea oficiala a magazinului ? Daca nu trebuia sa ii iau copilului o bicicleta nu as mai fi intrat si probabil pe viitor o sa va evit.","Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: Am fost intampit de omul de la paza care mi-a zis sa las rucsacul la casute. l-am intrebat daca isi asuma responsabilitatea in caz ca imi dispare laptopul, tableta, diverse acte, multimetrul, 2 truse de scule si a dat din umeri. Asta in timp ce fete intrau fara probleme cu rucsace mai mari ca ale mele in spate.Asta e atitudinea oficiala a magazinului ? Daca nu trebuia sa ii iau copilului o bicicleta nu as mai fi intrat si probabil pe viitor o sa va evit. </s>",security is negative,". am fost sunat de omul de la paza care mi - a spus sa las masina la loc. l - am vazut daca isi baga ceva in seama ca imi dispare ceasul, cardul, telefonul, multimetrul, 2 sticle de chei si a dat din umeri. asta in timp ce statem fara probleme cu bagaje mai mari ca ale mele in spate. asta e politima a magazinului? daca nu trebuia sa ii iau nici o geanta nu as mai fi intrat si probabil pe voi o sa va spun."
"AQn facut o comanda acum o saptamana iar angajata dvs. mi-a spus ca pot sa plec fiindca inregistreaza comanad dar nu a facut acest lucru. de abia duminica am inregistrat o noua comanda, care se pare ca nici azi nu a venit dupa cum mi s-a promis.",432303,"{'choices': ['staff competency - negative', 'delivery - negative']}",22,manual,"AQn facut o comanda acum o saptamana iar angajata dvs. mi-a spus ca pot sa plec fiindca inregistreaza comanad dar nu a facut acest lucru. de abia duminica am inregistrat o noua comanda, care se pare ca nici azi nu a venit dupa cum mi s-a promis.","Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: AQn facut o comanda acum o saptamana iar angajata dvs. mi-a spus ca pot sa plec fiindca inregistreaza comanad dar nu a facut acest lucru. de abia duminica am inregistrat o noua comanda, care se pare ca nici azi nu a venit dupa cum mi s-a promis. </s>",staff competency is negative; delivery is negative,". am am facut o comanda acum o luna iar firma dvs. mi - a spus ca pot sa plec fiindca am ok dar nu a facut acest lucru. de abia azi am primit o noua oferta, care se pare ca nici azi nu a venit dupa cum mi s - a spus."
Recoman acest magazin dor din prisma faptului ca nu este un alt magazin Decathlon mai aproape....,432306,misc - neutral,22,manual,Recoman acest magazin dor din prisma faptului ca nu este un alt magazin Decathlon mai aproape....,Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: Recoman acest magazin dor din prisma faptului ca nu este un alt magazin Decathlon mai aproape.... </s>,misc is neutral,. recoman acest servicn din prisma faptului ca nu este un alt site decat upon mai aproape....
"Angajati care nu stiu unde se afla produsele cautate, se joaca in timp ce clientii au nevoie de ajutor.",432307,"{'choices': ['staff competency - negative', 'staff availability - negative']}",22,manual,"Angajati care nu stiu unde se afla produsele cautate, se joaca in timp ce clientii au nevoie de ajutor.","Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: Angajati care nu stiu unde se afla produsele cautate, se joaca in timp ce clientii au nevoie de ajutor. </s>",staff competency is negative; staff availability is negative,". cei care nu stiu unde se afla produsele lor, se joaca in timp ce client. au nevoie de ajutor."
Nu se observa disponibilitatea personalului de pe diferite raioane pentru ajutorul solicitat.,432311,staff availability - negative,22,manual,Nu se observa disponibilitatea personalului de pe diferite raioane pentru ajutorul solicitat.,Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: Nu se observa disponibilitatea personalului de pe diferite raioane pentru ajutorul solicitat. </s>,staff availability is negative,. nu se observa lipsa personalului de pe diferite raioane pentru postul solicitat.
Comanda a intarziat. A fost livrata doar dupa ce am facut reclamatie. Produsul a ajuns incomplet. E vorba de o bicicleta care pe site spune ca are inclus si bec fata si bec spate. A ajuns fara bec fata.,432321,"{'choices': ['delivery - negative', 'service - negative', 'staff competency - negative']}",22,manual,Comanda a intarziat. A fost livrata doar dupa ce am facut reclamatie. Produsul a ajuns incomplet. E vorba de o bicicleta care pe site spune ca are inclus si bec fata si bec spate. A ajuns fara bec fata.,Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: Comanda a intarziat. A fost livrata doar dupa ce am facut reclamatie. Produsul a ajuns incomplet. E vorba de o bicicleta care pe site spune ca are inclus si bec fata si bec spate. A ajuns fara bec fata. </s>,delivery is negative; service is negative; staff competency is negative,. nu a fost. a fost trimis doar dupa ce am comandat. codul a fost incomplet. e vorba de o bicicleta care pe site spune ca are bec si pe fata si pe spate. a ajuns fara bec fata.
Sacul de box cumparat este stricat. Are umflaturi nepermis de mari si nu poate fi folosit.Vreau sa fie inlocuit.Produsele mabalate la livrare ar trebui verificate de personalul magazinului.,432328,"{'choices': ['product - negative', 'delivery - negative']}",22,manual,Sacul de box cumparat este stricat. Are umflaturi nepermis de mari si nu poate fi folosit.Vreau sa fie inlocuit.Produsele mabalate la livrare ar trebui verificate de personalul magazinului.,Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: Sacul de box cumparat este stricat. Are umflaturi nepermis de mari si nu poate fi folosit.Vreau sa fie inlocuit.Produsele mabalate la livrare ar trebui verificate de personalul magazinului. </s>,product is negative; delivery is negative,. capul de box cumparat este defect. are defect destul de mari si nu poate fi folosit. vreau sa fie inlocuit. produsele de la livrare ar depinde de pretul magazinului.
"Buna ziua,Am ajuns seara tarziu aproape de inchidere si era destul de aglomerat . cu ajutorul unui lucrator comercial am gasit ceea ce cautam.Cand am ajuns la casa de marcat domnisoara de acolo era tare suparata aproape nici nu ne-a privit a facut totul mecanic. Stiu ca este greu am lucrat si eu multi ani in magazine de genul acesta dar niciodata nu am avut o mutra acra cand am servit clientul.",432335,"{'choices': ['staff competency - positive', 'staff competency - negative', 'environment - negative']}",22,manual,"Buna ziua,Am ajuns seara tarziu aproape de inchidere si era destul de aglomerat . cu ajutorul unui lucrator comercial am gasit ceea ce cautam.Cand am ajuns la casa de marcat domnisoara de acolo era tare suparata aproape nici nu ne-a privit a facut totul mecanic. Stiu ca este greu am lucrat si eu multi ani in magazine de genul acesta dar niciodata nu am avut o mutra acra cand am servit clientul.","Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: Buna ziua,Am ajuns seara tarziu aproape de inchidere si era destul de aglomerat . cu ajutorul unui lucrator comercial am gasit ceea ce cautam.Cand am ajuns la casa de marcat domnisoara de acolo era tare suparata aproape nici nu ne-a privit a facut totul mecanic. Stiu ca este greu am lucrat si eu multi ani in magazine de genul acesta dar niciodata nu am avut o mutra acra cand am servit clientul. </s>",staff competency is positive; environment is negative,". saluta ziua, am ajuns seara tarziu aproape de hotel si era destul de cald. cu ocazia unui centru comercial am gasit ceea ce cautam. cand am ajuns la doamna de servire de acolo era tare suparata aproape nici nu ne - a privit a fost totul ok. stiu ca este greu am fost si eu multi ani in zona de genul acesta dar niciodata nu am avut o fata acra cand am servit acolo."
Am fost dezamagita de ultima vizita din magazin. La nevoie cu greu am luat legatura cu un specialist de la Raionul biciclete care a raspuns in graba si foarte superficial. M-am plimbat toata sala fara sa gasesc ce caut. La raionul copii nu am gasit marimea potrivita pentru sandalale de baie si cu greu am gasit produsele cautate. La raionul de fitness nu am gasit o pereche de pantaloni potriviti pentru sezonul de vara.,432336,"{'choices': ['shop diversity - negative', 'shop organization - negative', 'staff availability - negative', 'staff competency - negative']}",22,manual,Am fost dezamagita de ultima vizita din magazin. La nevoie cu greu am luat legatura cu un specialist de la Raionul biciclete care a raspuns in graba si foarte superficial. M-am plimbat toata sala fara sa gasesc ce caut. La raionul copii nu am gasit marimea potrivita pentru sandalale de baie si cu greu am gasit produsele cautate. La raionul de fitness nu am gasit o pereche de pantaloni potriviti pentru sezonul de vara.,Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: Am fost dezamagita de ultima vizita din magazin. La nevoie cu greu am luat legatura cu un specialist de la Raionul biciclete care a raspuns in graba si foarte superficial. M-am plimbat toata sala fara sa gasesc ce caut. La raionul copii nu am gasit marimea potrivita pentru sandalale de baie si cu greu am gasit produsele cautate. La raionul de fitness nu am gasit o pereche de pantaloni potriviti pentru sezonul de vara. </s>,shop diversity is negative; shop organization is negative; staff availability is negative; staff competency is negative,. am fost scos de ultima ora din magazin. la nevoie cu greu am luat legatura cu un specialist de la magazin care a fost in zona si foarte amabil. m - am plimbat toata sala fara sa gasesc ce caut. la magazin nu am gasit produse pentru lunile de iarna si cu greu am gasit produsele cautate. la raionul de fitness nu am gasit o gama de produse pentru lunile de vara.
magazinul a fost aglomerat și multe raioane erau cu puțină marfă,432340,"{'choices': ['shop diversity - negative', 'environment - negative']}",22,manual,magazinul a fost aglomerat și multe raioane erau cu puțină marfă,Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: magazinul a fost aglomerat și multe raioane erau cu puțină marfă </s>,shop diversity is negative; environment is negative,. târgul a fost aglomerat și multe raioane erau cu marfă marfă
"În magazinul din Militari am dat o comanda de un ceas de damă, ceas ce urma să fie adus de la Buzau și a trecut mai bine de două saptamani și nu am fost sunat sa merg sa ridic produsul în condițiile în care mi s-a spus că durează cam 4-5 zile. Tipul de la acel raion a fost jalnic în atitudine și exprimare. Neseriosi pt ca nu am fost sunat pt acel ceas alb.",432341,"{'choices': ['delivery - negative', 'staff competency - negative']}",22,manual,"În magazinul din Militari am dat o comanda de un ceas de damă, ceas ce urma să fie adus de la Buzau și a trecut mai bine de două saptamani și nu am fost sunat sa merg sa ridic produsul în condițiile în care mi s-a spus că durează cam 4-5 zile. Tipul de la acel raion a fost jalnic în atitudine și exprimare. Neseriosi pt ca nu am fost sunat pt acel ceas alb.","Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: În magazinul din Militari am dat o comanda de un ceas de damă, ceas ce urma să fie adus de la Buzau și a trecut mai bine de două saptamani și nu am fost sunat sa merg sa ridic produsul în condițiile în care mi s-a spus că durează cam 4-5 zile. Tipul de la acel raion a fost jalnic în atitudine și exprimare. Neseriosi pt ca nu am fost sunat pt acel ceas alb. </s>",delivery is negative; staff competency is negative,". în sediul din militari am dat o suma de un milion de lei, produs ce urma să fie adus de la buzau și a durat mai bine de două ore și nu am fost lăsată sa merg sa ridic produsul în cazul în care mi s - a spus că durează cam 4 - 5 ore. totul de la acel moment a fost jalnic în poze și colo. profirios pt ca nu am fost sunat la acel magazin."
"Angajatii nu prea stau la raion si esti nevoit sa mergi sa-i cauti.Articolele pentru copii nu sunt organizate intr-un singur loc ci trebuie sa cauti la toate raioanele produse pentru copii.Din 2 angajati cu care am comunicat, 1 fiind o fata cu deficiente de auz si vorbire, toata stima, a fost foarte draguta si deschisa sa ma ajute, in schimb, la receptie experienta a fost total opusa.",432348,"{'choices': ['shop organization - negative', 'staff availability - negative', 'staff competency - positive', 'staff competency - negative']}",22,manual,"Angajatii nu prea stau la raion si esti nevoit sa mergi sa-i cauti.Articolele pentru copii nu sunt organizate intr-un singur loc ci trebuie sa cauti la toate raioanele produse pentru copii.Din 2 angajati cu care am comunicat, 1 fiind o fata cu deficiente de auz si vorbire, toata stima, a fost foarte draguta si deschisa sa ma ajute, in schimb, la receptie experienta a fost total opusa.","Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: Angajatii nu prea stau la raion si esti nevoit sa mergi sa-i cauti.Articolele pentru copii nu sunt organizate intr-un singur loc ci trebuie sa cauti la toate raioanele produse pentru copii.Din 2 angajati cu care am comunicat, 1 fiind o fata cu deficiente de auz si vorbire, toata stima, a fost foarte draguta si deschisa sa ma ajute, in schimb, la receptie experienta a fost total opusa. </s>",shop organization is negative; staff availability is negative; staff competency is positive,". eu nu prea sunt la ei si esti nevoit sa mergi sa - i cauti. asta pentru ca nu sunt toate intr - un magazin ci poti sa cauti la toate raioanele, pentru tine. din 2 fete cu care am vorbit, 1 fiind o fata cu defect de auz si vorbire, toata stima, a fost foarte draguta si deschisa sa ma ajute, in schimb, la prima experienta a fost total aiurea."
"Omul de la paza, vazand copii nostrii in magazin (12-14 ani), a vorbit foarte urat cu copii nostri nestiind ca si noi, parintii, suntem in magazin, ceva de genul: de cate ori sa va mai scot din magazin? Si invocand regulamentul magazinului, desi copii doar priveau prod. incercand sa aleaga ceva. Rusinos. Cu toate astea magazinul e ok, lucratoarea comerciala (o fata mai tinerica, cu codita, cu nume unguresc Kinga parca, amabila a ajutat la alegerea produsului cumparat. Bravo ei, rusine omului de la paza!",432350,"{'choices': ['security - negative', 'staff competency - positive']}",22,manual,"Omul de la paza, vazand copii nostrii in magazin (12-14 ani), a vorbit foarte urat cu copii nostri nestiind ca si noi, parintii, suntem in magazin, ceva de genul: de cate ori sa va mai scot din magazin? Si invocand regulamentul magazinului, desi copii doar priveau prod. incercand sa aleaga ceva. Rusinos. Cu toate astea magazinul e ok, lucratoarea comerciala (o fata mai tinerica, cu codita, cu nume unguresc Kinga parca, amabila a ajutat la alegerea produsului cumparat. Bravo ei, rusine omului de la paza!","Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: Omul de la paza, vazand copii nostrii in magazin (12-14 ani), a vorbit foarte urat cu copii nostri nestiind ca si noi, parintii, suntem in magazin, ceva de genul: de cate ori sa va mai scot din magazin? Si invocand regulamentul magazinului, desi copii doar priveau prod. incercand sa aleaga ceva. Rusinos. Cu toate astea magazinul e ok, lucratoarea comerciala (o fata mai tinerica, cu codita, cu nume unguresc Kinga parca, amabila a ajutat la alegerea produsului cumparat. Bravo ei, rusine omului de la paza! </s>",security is negative; staff competency is positive,". doamna de la paza, vazand copilul in centru ( 12 - 14 ani ), a fost foarte amabil cu copiii nostri nestiind ca si noi, copiii, suntem in magazin, ceva de genul : de cate ori sa va mai scot din casa? si invocand polititatea, desi copii doar auu. incercand sa aleasca ceva. rusinos. cu toate astea totul e ok, paznica ( o fata mai tanaraca, cu fata, cu accent unguresc kinga parca, care a ajutat la despaea ). bravo ei, rusine celor de la paza!"
Vanzatori nu prea sunt prin magazin si nu cunosc produsele. Nu sunt scolarizati si nu-si cunosc produsele nici noutatile,432357,"{'choices': ['staff availability - negative', 'staff competency - negative']}",22,manual,Vanzatori nu prea sunt prin magazin si nu cunosc produsele. Nu sunt scolarizati si nu-si cunosc produsele nici noutatile,Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: Vanzatori nu prea sunt prin magazin si nu cunosc produsele. Nu sunt scolarizati si nu-si cunosc produsele nici noutatile </s>,staff availability is negative; staff competency is negative,. vanzatori nu prea sunt prin magazin si nu cunosc piata. nu sunt multi si nu - si cunosc produsele nici noutatile
E foarte dificil de intrat in legatura cu operatorul magazinului online. Nu ridica nimeni. Stai cu orele.,432359,tech support - negative,22,manual,E foarte dificil de intrat in legatura cu operatorul magazinului online. Nu ridica nimeni. Stai cu orele.,Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: E foarte dificil de intrat in legatura cu operatorul magazinului online. Nu ridica nimeni. Stai cu orele. </s>,tech support is negative,. e foarte dificil de intrat in mana cu operatorul magazinului online. nu ridica nimeni. stai cu orele.
"Am comandat luni  o bicicleta fara pedale pt copii, la 199.90 lei. Mi s-a spus ca urma sa soseasca a doua zi, dupa ce s-a verificat pe calculator. Am fost azi (miercuri) si nu era sosita, nici macar nu se stie daca va ajunge pana sambata (de Paste). Am rugat sa mi se dea un nr de telefon din magazin, pt a verifica daca a ajuns si mi s-a spus sa intru pe site si sa il iau de acolo :((  ma indoiesc ca in Franta mi se raspundea la fel !",432362,"{'choices': ['delivery - negative', 'service - negative', 'staff competency - negative']}",22,manual,"Am comandat luni o bicicleta fara pedale pt copii, la 199.90 lei. Mi s-a spus ca urma sa soseasca a doua zi, dupa ce s-a verificat pe calculator. Am fost azi (miercuri) si nu era sosita, nici macar nu se stie daca va ajunge pana sambata (de Paste). Am rugat sa mi se dea un nr de telefon din magazin, pt a verifica daca a ajuns si mi s-a spus sa intru pe site si sa il iau de acolo :(( ma indoiesc ca in Franta mi se raspundea la fel !","Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: Am comandat luni o bicicleta fara pedale pt copii, la 199.90 lei. Mi s-a spus ca urma sa soseasca a doua zi, dupa ce s-a verificat pe calculator. Am fost azi (miercuri) si nu era sosita, nici macar nu se stie daca va ajunge pana sambata (de Paste). Am rugat sa mi se dea un nr de telefon din magazin, pt a verifica daca a ajuns si mi s-a spus sa intru pe site si sa il iau de acolo :(( ma indoiesc ca in Franta mi se raspundea la fel ! </s>",delivery is negative; service is negative; staff competency is negative,". am comandat o bicicleta fara cheie pentru mine, la 199. 90 lei. mi s - a spus ca o sa vina a doua zi, dupa ce s - a dat pe stoc. am fost azi ( vineri ) si nu era nimeni, nici macar nu se stie daca va fi livrat sambata ( de fapt ). am cerut sa mi se dea un numar de schimb din usa, pt a vedea daca a venit si mi s - a spus sa intru pe site si sa il iau de acolo : ( ( ma indoiat ca in ro mi se raspundea la fel!"
"Magazinul este ok, dar ma deranjaza ca nu este o calea pietonala pana la acest magazin si faptul ca trebuie sa ma strecor printre masini si prin iarba sa ajung la el ma face sa vin foarte rar",432363,accessibility - negative,22,manual,"Magazinul este ok, dar ma deranjaza ca nu este o calea pietonala pana la acest magazin si faptul ca trebuie sa ma strecor printre masini si prin iarba sa ajung la el ma face sa vin foarte rar","Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: Magazinul este ok, dar ma deranjaza ca nu este o calea pietonala pana la acest magazin si faptul ca trebuie sa ma strecor printre masini si prin iarba sa ajung la el ma face sa vin foarte rar </s>",accessibility is negative,". totul este ok, dar ma enerveaza ca nu este o cale de acces la acest site si faptul ca vreau sa ma plimb printre oameni si prin urmare sa ajung la el ma face sa vin foarte rar"
