text,id,aspects_polarities,annotator,data_origin,text_cleaned,absa_input,absa_target,translated_Romanian_English,language,translated_English_Chinese,translated_Chinese_Romanian
"Mi se pare foarte ciudat ca in momentul in care faci comanda, faci si plata sa nu primesti un mail de la firma vanzatoare prin care sa fi instiintat ca e totul in regula. Sa fi anuntat cu privire la livrare si la primirea altor solicitari (montaj, montaj optionale, etc..)Mai trebuie sa lucrati la magazinul online intrucat nu sunteti in rand cu obiceiurile oricarui magazin online din Romania.",434118,"{'choices': ['service - negative', 'tech support - negative']}",26,manual,"Mi se pare foarte ciudat ca in momentul in care faci comanda, faci si plata sa nu primesti un mail de la firma vanzatoare prin care sa fi instiintat ca e totul in regula. Sa fi anuntat cu privire la livrare si la primirea altor solicitari (montaj, montaj optionale, etc..)Mai trebuie sa lucrati la magazinul online intrucat nu sunteti in rand cu obiceiurile oricarui magazin online din Romania.","Mi se pare foarte ciudat ca in momentul in care faci comanda, faci si plata sa nu primesti un mail de la firma vanzatoare prin care sa fi instiintat ca e totul in regula. Sa fi anuntat cu privire la livrare si la primirea altor solicitari (montaj, montaj optionale, etc..)Mai trebuie sa lucrati la magazinul online intrucat nu sunteti in rand cu obiceiurile oricarui magazin online din Romania. </s>",service is negative; tech support is negative,"I find it very strange that when you place an order and make a payment, you don't receive an email from the selling company to inform you that everything is in order. You should be notified about delivery and receiving other requests (assembly, optional assembly, etc.). You still need to work on your online store because you are not keeping up with the habits of any online store in Romania.",Romanian,我觉得很奇怪，当你下单并付款时，卖家公司没有发送电子邮件通知你一切正常。你应该被通知关于送货和接收其他请求（装配、可选装配等）。你仍然需要改进你的在线商店，因为你没有跟上罗马尼亚任何在线商店的习惯。,"Mi se pare ciudat când comanzi și plătești, compania vânzătorului nu trimite un e-mail pentru a te anunța că totul este în regulă. Ar trebui să fii anunțat cu privire la livrare și primirea altor solicitări (asamblare, asamblare opțională etc.). Încă trebuie să îmbunătățiți magazinul dvs. online, deoarece nu urmați obișnuințele niciunui magazin online din România."
"Calificativele de mai sus trebuie raportate/ajustate la faptul ca in acel moment 2 sau 3 persoane cred ca erau nou angajate, fiind in instruire.",434122,misc - neutral,26,manual,"Calificativele de mai sus trebuie raportate/ajustate la faptul ca in acel moment 2 sau 3 persoane cred ca erau nou angajate, fiind in instruire.","Calificativele de mai sus trebuie raportate/ajustate la faptul ca in acel moment 2 sau 3 persoane cred ca erau nou angajate, fiind in instruire. </s>",misc is neutral,"The above ratings should be reported/adjusted to the fact that at that time 2 or 3 people believed they were newly hired, being in training.",Romanian,上述评分应考虑到，当时有2或3个人认为他们是新聘员工，正在接受培训。,"Notațiile de mai sus ar trebui să țină cont de faptul că, la momentul respectiv, 2 sau 3 persoane considerau că erau noii angajați și se aflau în perioada de instruire."
"Totul a fost super ok pana la ultima comanda, produsele trebuiau aduse din depozitul international, termen de 12 zile, doar ca a trecut acel termen si mai am inca de asteptat, sper ca nu inca 12 zile !!!!!",434125,delivery - negative,26,manual,"Totul a fost super ok pana la ultima comanda, produsele trebuiau aduse din depozitul international, termen de 12 zile, doar ca a trecut acel termen si mai am inca de asteptat, sper ca nu inca 12 zile !!!!!","Totul a fost super ok pana la ultima comanda, produsele trebuiau aduse din depozitul international, termen de 12 zile, doar ca a trecut acel termen si mai am inca de asteptat, sper ca nu inca 12 zile !!!!! </s>",delivery is negative,"Everything was super ok until the last order, the products had to be brought from the international warehouse, a term of 12 days, only that term has passed and I still have to wait, I hope not for another 12 days !!!!!",Romanian,一切都很好，直到最后一次订购，产品必须从国际仓库带来，需要12天的时间，不仅时间已经过去了，我还要继续等待，我希望不要再等12天！！！！,"Totul a fost bine, până la ultima comandă, produsul trebuia adus din depozitul internațional, era nevoie de 12 zile, nu numai că timpul a trecut, dar trebuie să continui să aștept, sper să nu mai fiu nevoit să aștept încă 12 zile!!!!"
"Stau foarte prost cu returnarea banilor.Am trimis un colet pentru returnare de 30 de zile si nici pana astazi nu am primit banii.Mereu cand ii sun imi spun acelasi lucru. """"Joi este ziua de returnare a banilor, va rugam asteptati.""""",434130,"{'choices': ['return warranty - negative', 'staff competency - negative']}",26,manual,"Stau foarte prost cu returnarea banilor.Am trimis un colet pentru returnare de 30 de zile si nici pana astazi nu am primit banii.Mereu cand ii sun imi spun acelasi lucru. """"Joi este ziua de returnare a banilor, va rugam asteptati.""""","Stau foarte prost cu returnarea banilor.Am trimis un colet pentru returnare de 30 de zile si nici pana astazi nu am primit banii.Mereu cand ii sun imi spun acelasi lucru. """"Joi este ziua de returnare a banilor, va rugam asteptati."""" </s>",return warranty is negative; staff competency is negative,"I'm having a very hard time getting my money back. I sent a return package 30 days ago and still haven't received my refund. Every time I call them, they tell me the same thing. 'Thursday is the day for refunds, please wait.'",Romanian,我正在经历很大的困难，想要拿回我的钱。我30天前寄出了退货包裹，但还没有收到退款。每次我打电话给他们，他们都会告诉我同样的事情。‘星期四是退款的日子，请等待。’,"Trec prin mari dificultăți, încercând să îmi recuperez banii. Am trimis pachetul de retur acum 30 de zile, dar încă nu am primit rambursarea. De fiecare dată când îi sun, ei îmi spun același lucru: 'Joia este ziua rambursării, vă rugăm așteptați.'"
Produsele de pe site contin prea putine poze si informatii foarte sumare.,434134,tech support - negative,26,manual,Produsele de pe site contin prea putine poze si informatii foarte sumare.,Produsele de pe site contin prea putine poze si informatii foarte sumare. </s>,tech support is negative,The products on the site contain too few pictures and very brief information.,Romanian,网站上的产品图片太少，信息也非常简略。,"Imaginile produselor de pe site sunt prea puține, iar informațiile sunt foarte concise."
"Am avut nevoie de ceva indicatii si personalul mi s-a parut cam acru. Consider ca sunt pusi acolo pentru a oferi indicatii, presupun. In special tipa de la casa. Am sa revin in magazin pentru ca in proportie de 90% am gasit ceea ce am cautat.",434137,"{'choices': ['staff competency - negative', 'shop diversity - positive']}",26,manual,"Am avut nevoie de ceva indicatii si personalul mi s-a parut cam acru. Consider ca sunt pusi acolo pentru a oferi indicatii, presupun. In special tipa de la casa. Am sa revin in magazin pentru ca in proportie de 90% am gasit ceea ce am cautat.","Am avut nevoie de ceva indicatii si personalul mi s-a parut cam acru. Consider ca sunt pusi acolo pentru a oferi indicatii, presupun. In special tipa de la casa. Am sa revin in magazin pentru ca in proportie de 90% am gasit ceea ce am cautat. </s>",staff competency is negative; shop diversity is positive,"I needed some indications and the staff seemed a bit sour to me. I think they are put there to offer indications, presumably. Especially the girl from the house. I will return to the store because 90% of the time I found what I was looking for.",Romanian,我需要一些指引，但工作人员似乎对我有些不满。我想他们是被安排来提供指引的，至少应该如此。尤其是那栋房子的女孩。我会回到商店，因为90%的时间里我能找到我要找的东西。,"Am nevoie de niște îndrumări, dar personalul pare să fie nemulțumit de mine. Cred că ar trebui să fiu acolo pentru a oferi îndrumări, cel puțin așa ar trebui să fie. În special fata din clădire. Mă voi întoarce la magazin, deoarece 90% din timp găsesc ceea ce caut."
"Nu erau disponibile toate masurile..cele mai multe la incaltarile dorite erau 40,38, eu avand nevoie de 39, am renuntat si am ales alt model desi as fi dorit pe modelul respectiv..nu am avut pe cine intreba daca exista si 38 eu nagasind expuse",434138,"{'choices': ['shop diversity - negative', 'staff availability - negative']}",26,manual,"Nu erau disponibile toate masurile..cele mai multe la incaltarile dorite erau 40,38, eu avand nevoie de 39, am renuntat si am ales alt model desi as fi dorit pe modelul respectiv..nu am avut pe cine intreba daca exista si 38 eu nagasind expuse","Nu erau disponibile toate masurile..cele mai multe la incaltarile dorite erau 40,38, eu avand nevoie de 39, am renuntat si am ales alt model desi as fi dorit pe modelul respectiv..nu am avut pe cine intreba daca exista si 38 eu nagasind expuse </s>",shop diversity is negative; staff availability is negative,"Not all sizes were available... most of the desired heel sizes were 40, 38, and I needed a 39, so I gave up and chose another model even though I would have liked that particular one... I didn't have anyone to ask if they had a 38 since I couldn't find any on display",Romanian,并非所有尺寸都有 sẵn... 大多数理想的鞋跟尺寸是40、38，我需要39，所以我放弃了，选择了另一个模型，尽管我很喜欢那一个特定的模型... 我没有人可以问是否有38，因为我在展示中找不到任何,"Nu toate dimensiunile erau disponibile... Majoritatea dimensiunilor ideale de toc pentru pantofi sunt 40, 38, eu aveam nevoie de 39, așa că am renunțat și am ales un alt model, deși îmi plăcea foarte mult acel model specific... Nu am avut pe cine întreba dacă au dimensiunea 38, pentru că nu am găsit pe nimeni la prezentare"
"Am achiziționat aseară două trotinete, una albă și una neagră, cea neagră având ambalajul puțin deteriorat (cutia îndoită la unul din capete, probabil în urmă deschiderii, folia bubble wrap care trebuia să fie pe aripa/frana din spate era pusă pe mânere, aripa fiind goală comparativ cu cea de la trotineta albă care avea si un carton pe lângă folia de protecție, punga cu manualul de instrucțiuni și bareta era desfăcută), nu țin că ambalajul să fie intact, doar expuneam semnele care m-au făcut să mă gândesc că ar fi fost folosită sau expusă.Problema gravă a ieșit la iveală ceva mai târziu când le-am scos la o primă plimbare prin parc, cea albă impecabil in funcționare și fiabilitate, cea neagră însă de la primii pași avea un zgomot ciudat la roata din față, nu constant dar destul de des. Am continuat puțin plimbarea sperând că n-o să se mai audă dar n-a fost așa, după ce am dat o tură și cu cea albă care nu scotea niciun sunet am făcut cale întoarsă spre casă dezamăgit...Am mai observat apoi, acasă, că cea albă are niste stickere pe laterale, care la cealaltă lipsesc. Tot acasă am întors-o cu roțile în sus să mă asigur că de acolo era zgomotul. Cred că e o bilă spartă în rulment și sper să se poată rezolva problema întrucât rulmenții nu intră în garanție. :)",434140,"{'choices': ['service - negative', 'product - positive', 'product - negative', 'return warranty - negative']}",26,manual,"Am achiziționat aseară două trotinete, una albă și una neagră, cea neagră având ambalajul puțin deteriorat (cutia îndoită la unul din capete, probabil în urmă deschiderii, folia bubble wrap care trebuia să fie pe aripa/frana din spate era pusă pe mânere, aripa fiind goală comparativ cu cea de la trotineta albă care avea si un carton pe lângă folia de protecție, punga cu manualul de instrucțiuni și bareta era desfăcută), nu țin că ambalajul să fie intact, doar expuneam semnele care m-au făcut să mă gândesc că ar fi fost folosită sau expusă.Problema gravă a ieșit la iveală ceva mai târziu când le-am scos la o primă plimbare prin parc, cea albă impecabil in funcționare și fiabilitate, cea neagră însă de la primii pași avea un zgomot ciudat la roata din față, nu constant dar destul de des. Am continuat puțin plimbarea sperând că n-o să se mai audă dar n-a fost așa, după ce am dat o tură și cu cea albă care nu scotea niciun sunet am făcut cale întoarsă spre casă dezamăgit...Am mai observat apoi, acasă, că cea albă are niste stickere pe laterale, care la cealaltă lipsesc. Tot acasă am întors-o cu roțile în sus să mă asigur că de acolo era zgomotul. Cred că e o bilă spartă în rulment și sper să se poată rezolva problema întrucât rulmenții nu intră în garanție. :)","Am achiziționat aseară două trotinete, una albă și una neagră, cea neagră având ambalajul puțin deteriorat (cutia îndoită la unul din capete, probabil în urmă deschiderii, folia bubble wrap care trebuia să fie pe aripa/frana din spate era pusă pe mânere, aripa fiind goală comparativ cu cea de la trotineta albă care avea si un carton pe lângă folia de protecție, punga cu manualul de instrucțiuni și bareta era desfăcută), nu țin că ambalajul să fie intact, doar expuneam semnele care m-au făcut să mă gândesc că ar fi fost folosită sau expusă.Problema gravă a ieșit la iveală ceva mai târziu când le-am scos la o primă plimbare prin parc, cea albă impecabil in funcționare și fiabilitate, cea neagră însă de la primii pași avea un zgomot ciudat la roata din față, nu constant dar destul de des. Am continuat puțin plimbarea sperând că n-o să se mai audă dar n-a fost așa, după ce am dat o tură și cu cea albă care nu scotea niciun sunet am făcut cale întoarsă spre casă dezamăgit...Am mai observat apoi, acasă, că cea albă are niste stickere pe laterale, care la cealaltă lipsesc. Tot acasă am întors-o cu roțile în sus să mă asigur că de acolo era zgomotul. Cred că e o bilă spartă în rulment și sper să se poată rezolva problema întrucât rulmenții nu intră în garanție. :) </s>",service is negative; product is positive; return warranty is negative,"I bought two scooters last night, one white and one black, the black one having its packaging slightly damaged (the box was bent at one end, probably from opening, the bubble wrap that was supposed to be on the rear wing/brake was placed on the handles, the wing being empty compared to the one on the white scooter which had a cardboard box next to the protective foil, the bag with the instruction manual and the bar was opened), I don't mind if the packaging is intact, I just exposed the signs that made me think it might have been used or exposed. The serious problem became apparent a bit later when I took them out for a first ride in the park, the white one working impeccably and reliably, but the black one had a strange noise from the front wheel from the very beginning, not constant but often enough. I continued the ride hoping it would stop, but it didn't, after I rode with the white one which made no sound, I headed back home disappointed...I also noticed later at home that the white one has some stickers on the sides, which are missing on the other one. Back home, I turned it over with the wheels up to make sure the noise was coming from there. I think it's a broken ball in the bearing and I hope the problem can be solved since bearings are not under warranty. :)",Romanian,我昨晚买了两辆滑板车，一辆白色、一辆黑色，黑色的包装稍微损坏（盒子在一端弯曲，可能是开箱后造成的，原来应该放在后翼/制动器上的气泡膜被放到了把手上，空荡荡的，与白色滑板车上的情况不同，白色滑板车旁边有一个纸箱和保护膜，附带的说明书袋和横杆被打开了）。我并不介意包装是否完好无损，只是担心可能已经使用过或暴露在外。我刚开始骑行时没注意到什么问题，但当我把它们拿到公园去试骑时，白色的滑板车运行正常、可靠，而黑色滑板车从一开始就发出奇怪的声音，不是持续的，但频繁发生。我继续骑行，希望声音会停止，但并没有。与白色滑板车相比，白色滑板车一点声音都没有，我带着失望回到家... 后来，在家里我又注意到，白色的滑板车侧面有贴纸，而黑色的则没有。当我回到家后，我把它翻过来，轮子向上，以确保噪音来自那里。我怀疑是轴承里的球体坏了，希望这个问题可以解决，因为轴承不在保修范围内。:),"Ieri seară am cumpărat două skate-uri, unul alb și unul negru, ambalajul celui negru fiind ușor deteriorat (cutia era îndoită la un capăt, posibil din cauza deschiderii, iar folia de protecție care trebuia să fie pe aripioare/ frână a fost pusă pe ghidon, goală, spre deosebire de skateboard-ul alb, lângă care se afla o cutie de hârtie și folie de protecție, punguța cu instrucțiuni și barele fiind deschise). Nu-mi păsa dacă ambalajul era intact sau nu, însă mă temeam că ar putea fi fost folosit sau expus. La început, când am început să le folosesc, nu am observat nimic ciudat, dar când le-am dus la parc pentru a le testa, skateboard-ul alb funcționa normal și era de încredere, pe când cel negru emitea un sunet ciudat de la început, nu constant, dar frecvent. Am continuat să merg, sperând că zgomotul va dispărea, dar nu s-a întâmplat. În comparație cu skateboard-ul alb, care nu făcea niciun zgomot, am revenit acasă dezamăgit... Mai târziu, acasă, am observat că skateboard-ul alb avea autocolante pe lateral, iar cel negru nu. Când am ajuns acasă, l-am întors cu roțile în sus pentru a mă asigura că zgomotul venea de acolo. Bănuiam că bilele din lagăre erau stricate și speram ca problema să poată fi rezolvată, deoarece lagărele nu sunt acoperite de garanție.:)"
Magazinul dumneavoastra aduce un plus atat in in gama produselor sportive cat si a serviciilor oferite.,434143,"{'choices': ['product - positive', 'service - positive', 'shop diversity - positive']}",26,manual,Magazinul dumneavoastra aduce un plus atat in in gama produselor sportive cat si a serviciilor oferite.,Magazinul dumneavoastra aduce un plus atat in in gama produselor sportive cat si a serviciilor oferite. </s>,product is positive; service is positive; shop diversity is positive,Your store brings an added value to both the range of sports products and the services offered.,Romanian,您的商店为运动产品系列和提供的服务带来了附加值,Magazinul dvs. aduce valoare suplimentară gamei de produse sportive și serviciilor oferite
"Un magazin mai mult decat incapator, cu produse foarte variate si la preturi pentru toate buxunarele!",434144,"{'choices': ['shop diversity - positive', 'price - positive', 'shop organization - positive']}",26,manual,"Un magazin mai mult decat incapator, cu produse foarte variate si la preturi pentru toate buxunarele!","Un magazin mai mult decat incapator, cu produse foarte variate si la preturi pentru toate buxunarele! </s>",shop diversity is positive; price is positive; shop organization is positive,"A more than welcoming store, with very varied products and prices for all wallets!",Romanian,一个非常受欢迎的商店，拥有各种各样的产品和适合所有人腰包的价格！,"Un magazin foarte popular, cu o varietate de produse și prețuri potrivite pentru toate buzunarele!"
BunaProdusu comandat nu a sosit azi este data de 03.06.2018Prim urmare nu mai doresc acest produs ptr  a nu se respecta termenul de livrareCu respect,434147,delivery - negative,26,manual,BunaProdusu comandat nu a sosit azi este data de 03.06.2018Prim urmare nu mai doresc acest produs ptr a nu se respecta termenul de livrareCu respect,BunaProdusu comandat nu a sosit azi este data de 03.06.2018Prim urmare nu mai doresc acest produs ptr a nu se respecta termenul de livrareCu respect </s>,delivery is negative,"The ordered product did not arrive today, the date is 03.06.2018. As a result, I no longer want this product because the delivery term was not respected. With respect",Romanian,今天没有收到预定的商品，日期是2018年06月03日。因此，我不再想要这个产品，因为交货期没有被尊重。敬请注意,"Astăzi nu am primit produsul rezervat, data fiind 03.06.2018. Prin urmare, nu mai doresc acest produs deoarece termenul de livrare nu a fost respectat. Vă rog luați în considerare"
"Raionul de Alergare lasa de dorit...varietatea produselor este foarte slaba...plus ca nu gasesti toate marimile necesare...cine ALEARGA LA XL si XXL>? Oare nu se intreaba nimeni in domeniul asta? ...Doresc mai multe produse S si M ca fie el/ea de L tot in S/M se inghesuie! Cat timp am cautat pe cineva pe raion, tot personalul era la case!",434149,"{'choices': ['shop diversity - negative', 'staff availability - negative']}",26,manual,"Raionul de Alergare lasa de dorit...varietatea produselor este foarte slaba...plus ca nu gasesti toate marimile necesare...cine ALEARGA LA XL si XXL>? Oare nu se intreaba nimeni in domeniul asta? ...Doresc mai multe produse S si M ca fie el/ea de L tot in S/M se inghesuie! Cat timp am cautat pe cineva pe raion, tot personalul era la case!","Raionul de Alergare lasa de dorit...varietatea produselor este foarte slaba...plus ca nu gasesti toate marimile necesare...cine ALEARGA LA XL si XXL>? Oare nu se intreaba nimeni in domeniul asta? ...Doresc mai multe produse S si M ca fie el/ea de L tot in S/M se inghesuie! Cat timp am cautat pe cineva pe raion, tot personalul era la case! </s>",shop diversity is negative; staff availability is negative,"The Running Department leaves much to be desired... the variety of products is very poor... plus you can't find all the necessary sizes... who RUNS IN XL AND XXL?! Doesn't anyone ask in this field? ...I want more S and M products because even if they are L, they still crowd into S/M! While I was looking for someone in the department, all the staff were at the checkout!",Romanian,跑步部门令人失望……产品种类非常少……而且你无法找到所有必要的尺寸……谁需要XL和XXL的跑步鞋？！在这个领域，难道没有人问一下吗？…我想要更多的小号和中号产品，因为即使它们是大号，也仍然会挤到小号/中号区！当我正在寻找部门里的工作人员时，所有员工都在结账处！,"Departamentul de alergare este dezamăgitor... produsele sunt foarte puține... și nu poți găsi toate dimensiunile necesare... cine are nevoie de încălțăminte de alergare XL și XXL?! Nu întreabă nimeni în acest domeniu?... Vreau mai multe produse mici și medii, pentru că chiar și cele mari se încadrează în zona mică/medie! Când cautam personalul din departament, toți angajații erau la case!"
"In magazin te simti agresat tot timpul de cei care circula cu viteza mare cu trotinete, biciclete, ....... Nu poti sa te uiti linistit la absolut nimic pentru ca esti intr-un pericol permanent. As dori ca toate sporturile sa se mute afara si magazinul sa ramana ceva linistit in care sa poti compara, studia si cumpara.",434152,environment - negative,26,manual,"In magazin te simti agresat tot timpul de cei care circula cu viteza mare cu trotinete, biciclete, ....... Nu poti sa te uiti linistit la absolut nimic pentru ca esti intr-un pericol permanent. As dori ca toate sporturile sa se mute afara si magazinul sa ramana ceva linistit in care sa poti compara, studia si cumpara.","In magazin te simti agresat tot timpul de cei care circula cu viteza mare cu trotinete, biciclete, ....... Nu poti sa te uiti linistit la absolut nimic pentru ca esti intr-un pericol permanent. As dori ca toate sporturile sa se mute afara si magazinul sa ramana ceva linistit in care sa poti compara, studia si cumpara. </s>",environment is negative,"In the store you feel threatened all the time by those who ride at high speed with scooters, bicycles, etc. You can't look calmly at anything because you're in permanent danger. I would like all sports to be moved outside and the store to remain a quiet place where you can compare, study and shop.",Romanian,在商店里，你总是感到受到那些骑着电动车、自行车等高速行驶的人的威胁。由于你处于永久的危险之中，所以无法平静地看待任何东西。我希望所有运动项目都移到户外，商店仍然是一个安静的地方，在那里你可以比较、研究和购物。,"În magazin, te simți mereu amenințat de cei care merg cu viteza pe scooter, bicicletă etc. Deoarece ești în pericol permanent, nu poți privi nimic în liniște. Sper ca toate activitățile sportive să fie mutate afară, iar magazinele să rămână un loc liniștit, unde poți compara, cerceta și cumpăra."
Sa se ofere la proba un numar limitat de produse .,434157,misc - neutral,26,manual,Sa se ofere la proba un numar limitat de produse .,Sa se ofere la proba un numar limitat de produse . </s>,misc is neutral,A limited number of products should be offered for testing.,Romanian,只应提供有限数量的产品进行测试。,Ar trebui să se ofere numai o cantitate limitată de produse pentru testare.
"Am fost total nemultumit pentru ca a trebuit sa astept dupa produs aproape 2 luni, comanda fiind facuta in magazin. Nimeni nu m-a contactat initial, am fost eu nevoit de  doua ori sa merg in magazin si sa intreb de comanda, desi produsul trebuia sa vina in maxim o saptamana...",434158,"{'choices': ['service - negative', 'delivery - negative']}",26,manual,"Am fost total nemultumit pentru ca a trebuit sa astept dupa produs aproape 2 luni, comanda fiind facuta in magazin. Nimeni nu m-a contactat initial, am fost eu nevoit de doua ori sa merg in magazin si sa intreb de comanda, desi produsul trebuia sa vina in maxim o saptamana...","Am fost total nemultumit pentru ca a trebuit sa astept dupa produs aproape 2 luni, comanda fiind facuta in magazin. Nimeni nu m-a contactat initial, am fost eu nevoit de doua ori sa merg in magazin si sa intreb de comanda, desi produsul trebuia sa vina in maxim o saptamana... </s>",service is negative; delivery is negative,"I was totally dissatisfied because I had to wait for the product for almost 2 months, with the order being made in the store. Nobody contacted me initially, I was forced to go to the store twice and ask about the order, even though the product was supposed to arrive within a maximum of one week...",Romanian,我完全不满意，因为我不得不等待产品几乎2个月，而订单是在商店里做的。最初没有人联系我，我被迫去商店两次询问订单，尽管产品应该在一周内到货...,"Sunt complet nemulțumit, pentru că a trebuit să aștept aproape 2 luni pentru produs, iar comanda a fost făcută în magazin. La început nu m-a contactat nimeni și am fost nevoit să merg la magazin de două ori pentru a întreba despre comandă, deși produsul trebuia să sosească într-o săptămână..."
"- produse de calitate medie la pret apropiat de produsele premium.- ar fi necesara o gama mai diversificate pentru produse caracteristice per segment de activitate (ex: DRUMETII: rachete de zapada, coltari, rozete- bete, bandane de calitate (protectie UV)",434159,"{'choices': ['shop diversity - negative', 'quality - neutral', 'price - negative']}",26,manual,"- produse de calitate medie la pret apropiat de produsele premium.- ar fi necesara o gama mai diversificate pentru produse caracteristice per segment de activitate (ex: DRUMETII: rachete de zapada, coltari, rozete- bete, bandane de calitate (protectie UV)","- produse de calitate medie la pret apropiat de produsele premium.- ar fi necesara o gama mai diversificate pentru produse caracteristice per segment de activitate (ex: DRUMETII: rachete de zapada, coltari, rozete- bete, bandane de calitate (protectie UV) </s>",shop diversity is negative; quality is neutral; price is negative,"- medium-quality products at a price close to premium products. - a more diversified range would be necessary for characteristic products per activity segment (e.g. HIKING: snow rockets, crampons, ice axes - quality bandanas (UV protection))",Romanian,- 中档产品以接近高端产品的价格出售。 - 对于每个活动段的特征产品，需要更丰富的产品范围（例如，徒步旅行：雪箭， crampons ，冰斧 - 品质好的头巾（紫外线保护））,"- Produsele de nivel mediu se vând la prețuri aproape de cele ale produselor de înaltă calitate. - Pentru fiecare segment de activitate, sunt necesare game mai largi de produse (de exemplu, drumeție: săgeți de zăpadă, cârlige pentru gheață, topoare de gheață - eșarfe de bună calitate cu protecție UV)"
"Pro: - personal amabil și informatContra:- magazinul este plin de copii, trebuie să oferi o atenție sporită pentru a nu te intersecta cu odrasla vreunui părinte care îi lasă să se maimuțărească prin tot magazinul.- la capitolul accesorii pentru biciclete rafturile nu erau aprovizionate și produsele erau neorganizate (efectul trecerii clienților români pe la raft).- lipsa unui angajat care efectiv să răspundă la întrebările clienților aflați la rafturi am resimțit mai la fiecare vizită în acest magazin.",434161,"{'choices': ['staff competency - positive', 'environment - negative', 'shop diversity - negative', 'shop organization - negative', 'staff availability - negative']}",26,manual,"Pro: - personal amabil și informatContra:- magazinul este plin de copii, trebuie să oferi o atenție sporită pentru a nu te intersecta cu odrasla vreunui părinte care îi lasă să se maimuțărească prin tot magazinul.- la capitolul accesorii pentru biciclete rafturile nu erau aprovizionate și produsele erau neorganizate (efectul trecerii clienților români pe la raft).- lipsa unui angajat care efectiv să răspundă la întrebările clienților aflați la rafturi am resimțit mai la fiecare vizită în acest magazin.","Pro: - personal amabil și informatContra:- magazinul este plin de copii, trebuie să oferi o atenție sporită pentru a nu te intersecta cu odrasla vreunui părinte care îi lasă să se maimuțărească prin tot magazinul.- la capitolul accesorii pentru biciclete rafturile nu erau aprovizionate și produsele erau neorganizate (efectul trecerii clienților români pe la raft).- lipsa unui angajat care efectiv să răspundă la întrebările clienților aflați la rafturi am resimțit mai la fiecare vizită în acest magazin. </s>",staff competency is positive; environment is negative; shop diversity is negative; shop organization is negative; staff availability is negative,"Pros: - friendly and informative staff Cons: - the store is full of kids, you need to pay extra attention not to run into some parent's child who is left to roam around the entire store. - in terms of bicycle accessories, the shelves were not stocked and the products were disorganized (the effect of Romanian customers passing by the shelf). - lack of an employee who actually answers customer questions at the shelves, I felt this at almost every visit to this store.",Romanian,优点：- 友好且具备信息的员工。 缺点：- 商店里充满了孩子，你需要格外小心，以免撞到有些父母让孩子在整个商店里乱跑。 - 就自行车配件而言，货架上没有补货，产品也很混乱（这是罗马尼亚顾客从货架旁边走过的结果）。 - 缺乏能够回答客户问题的员工，我几乎每次访问这个商店都感到了这一点。,"Avantajele: - Angajații sunt prietenoși și bine informați. Dezavantajele: - Magazinul este plin de copii, trebuie să fii foarte atent pentru a nu lovi pe unii părinți care își lasă copiii să alerge prin tot magazinul. - În ceea ce privește componente biciclete, rafturile nu sunt realimentate, produsele sunt amestecate (acesta este rezultatul trecerii clienților români pe lângă rafturi). - Lipsa angajaților care pot răspunde la întrebările clienților, am simțit acest lucru aproape de fiecare dată când am vizitat magazinul."
A trebuit sa sun eu de 2 ori pentru a mi se pregăti si livra comanda,434162,delivery - negative,26,manual,A trebuit sa sun eu de 2 ori pentru a mi se pregăti si livra comanda,A trebuit sa sun eu de 2 ori pentru a mi se pregăti si livra comanda </s>,delivery is negative,I had to call twice for my order to be prepared and delivered,Romanian,我必须打两次电话才能准备和送达我的订单,Trebuie să sun două ori pentru a pregăti și livra comanda mea
Produsul comandat este OK.dar firma de curierat --Fan Curier--jalnic.Recomand schimbarea lor.,434167,"{'choices': ['product - positive', 'delivery - negative']}",26,manual,Produsul comandat este OK.dar firma de curierat --Fan Curier--jalnic.Recomand schimbarea lor.,Produsul comandat este OK.dar firma de curierat --Fan Curier--jalnic.Recomand schimbarea lor. </s>,product is positive; delivery is negative,"The ordered product is OK, but the courier company - Fan Curier - is pathetic. I recommend changing them.",Romanian,订购的产品是可以的，但快递公司——Fan Curier——很糟糕。我建议更换他们。,"Produsul comandat este în regulă, dar compania de curierat - Fan Curier - este îngrozitoare. Le recomand să o înlocuiască."
"Am stat f mult pentru eliberarea unei facturi, nu pt ca ar fi fost lume in fata, era o sg persoana, ci pentru ca cel care trebuia sa ii valideze ceva fetei de la facturare nu era de gasit",434171,staff availability - negative,26,manual,"Am stat f mult pentru eliberarea unei facturi, nu pt ca ar fi fost lume in fata, era o sg persoana, ci pentru ca cel care trebuia sa ii valideze ceva fetei de la facturare nu era de gasit","Am stat f mult pentru eliberarea unei facturi, nu pt ca ar fi fost lume in fata, era o sg persoana, ci pentru ca cel care trebuia sa ii valideze ceva fetei de la facturare nu era de gasit </s>",staff availability is negative,"I waited a lot for the release of an invoice, not because there were people in front, there was only one person, but because the one who had to validate something to the billing girl was nowhere to be found",Romanian,我等了很久才拿到发票，不是因为前面有人，而是因为只有一个人，但需要验证某些东西的那个人却不见了,"Am așteptat mult timp până am primit factura, nu pentru că erau oameni în fața mea, ci pentru că era doar o persoană, dar persoana care trebuia să verifice anumite lucruri a dispărut"
