text,id,aspects_polarities,annotator,data_origin,text_cleaned,absa_input,absa_target,text_rephrased,new_label
"Este unul dintre magazinele din care uit sa plec! Varietatea produselor, calitatea si personalul care te ajuta oricand cu explicatiile necesare iti fac ziua mai buna!",433150,"{'choices': ['shop diversity - positive', 'quality - positive', 'staff competency - positive']}",22,manual,"Este unul dintre magazinele din care uit sa plec! Varietatea produselor, calitatea si personalul care te ajuta oricand cu explicatiile necesare iti fac ziua mai buna!","Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: Este unul dintre magazinele din care uit sa plec! Varietatea produselor, calitatea si personalul care te ajuta oricand cu explicatiile necesare iti fac ziua mai buna! </s>",shop diversity is positive; quality is positive; staff competency is positive,"Acest magazin este atât de plăcut încât uit să ies! Gama largă de produse, calitatea superioară și personalul amabil care oferă întotdeauna explicații detaliate fac ca experiența cumpărăturilor să fie mult mai plăcută!",shop diversity is positive; quality is positive; staff competency is positive
Afisare a promotiilor pe categorii de produse. Dacă aveti ceva de genul Black friday si cand tot ass pe categorii,433151,promotions - negative,22,manual,Afisare a promotiilor pe categorii de produse. Dacă aveti ceva de genul Black friday si cand tot ass pe categorii,Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: Afisare a promotiilor pe categorii de produse. Dacă aveti ceva de genul Black friday si cand tot ass pe categorii </s>,promotions is negative,"Ar fi util să afișați oferte speciale pe categorii de produse, mai ales atunci când aveți evenimente precum Black Friday și reduceri pentru diferite categorii.",promotions is negative
"Iuliu Maniu mi se pare cel mai organizat magazin Decathlon. Ar fi bine poate daca s-ar pune cititoare de coduri pt pret, sunt produse cara pret si personalul e destul de ocupat cu vanzari ..",433154,"{'choices': ['service - negative', 'shop organization - positive', 'staff availability - negative']}",22,manual,"Iuliu Maniu mi se pare cel mai organizat magazin Decathlon. Ar fi bine poate daca s-ar pune cititoare de coduri pt pret, sunt produse cara pret si personalul e destul de ocupat cu vanzari ..","Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: Iuliu Maniu mi se pare cel mai organizat magazin Decathlon. Ar fi bine poate daca s-ar pune cititoare de coduri pt pret, sunt produse cara pret si personalul e destul de ocupat cu vanzari .. </s>",service is negative; shop organization is positive; staff availability is negative,"Magazinul Decathlon de pe Iuliu Maniu este, în opinia mea, cel mai bine organizat. O posibilă îmbunătățire ar fi introducerea cititoarelor de coduri pentru a afișa prețurile produselor, deoarece personalul este destul de ocupat cu vânzările și nu poate întotdeauna să ofere informații despre prețuri.",service is negative; shop organization is positive; staff availability is negative
Am reusit sa fac cumparaturile in cateva minute fiindca layout-ul era foarte simplu,433158,tech support - positive,22,manual,Am reusit sa fac cumparaturile in cateva minute fiindca layout-ul era foarte simplu,Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: Am reusit sa fac cumparaturile in cateva minute fiindca layout-ul era foarte simplu </s>,tech support is positive,"Am efectuat cumpărăturile într-un timp extrem de scurt, mulțumită faptului că layout-ul site-ului era extraordinar de ușor de utilizat",tech support is positive
This product was perfect fit and is it helped me in a rocky area of black sea.,433160,misc - neutral,22,manual,This product was perfect fit and is it helped me in a rocky area of black sea.,Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: This product was perfect fit and is it helped me in a rocky area of black sea. </s>,misc is neutral,Acest produs a fost o potrivire perfectă și m-a ajutat într-o zonă stâncoasă a Mării Negre.,misc is neutral
Sunt de-al casei. Mi-am facut rapid treaba si mi-am vazut de drum.,433163,misc - neutral,22,manual,Sunt de-al casei. Mi-am facut rapid treaba si mi-am vazut de drum.,Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: Sunt de-al casei. Mi-am facut rapid treaba si mi-am vazut de drum. </s>,misc is neutral,"M-am simțit ca acasă, am rezolvat rapid treburile și am plecat mai departe.",misc is neutral
am ales sa consum cuponul primit gratis pentru achizitiile de pe cardul de fidelitate si am avut mai multe alternative pentru lichidare,433170,misc - neutral,22,manual,am ales sa consum cuponul primit gratis pentru achizitiile de pe cardul de fidelitate si am avut mai multe alternative pentru lichidare,Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: am ales sa consum cuponul primit gratis pentru achizitiile de pe cardul de fidelitate si am avut mai multe alternative pentru lichidare </s>,misc is neutral,Am folosit cuponul gratuit primit pentru cumpărăturile de pe cardul de fidelitate și am găsit mai multe opțiuni pentru a-l valorifica,misc is neutral
Mi-as dori o mai buna prezentare online a produselor.,433171,tech support - negative,22,manual,Mi-as dori o mai buna prezentare online a produselor.,Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: Mi-as dori o mai buna prezentare online a produselor. </s>,tech support is negative,Aștept o prezentare mai bună și mai detaliată a produselor pe site-ul lor.,tech support is negative
Atenție la copii care se joaca fotbal in magazin erau sa-l lovească pe bebele meu,433173,environment - negative,22,manual,Atenție la copii care se joaca fotbal in magazin erau sa-l lovească pe bebele meu,Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: Atenție la copii care se joaca fotbal in magazin erau sa-l lovească pe bebele meu </s>,environment is negative,Trebuia să fiu atent pentru că în magazin erau copii care jucau fotbal și puteau să lovească bebelușul meu,environment is negative
"Mulțumită, per ansamblu, pentru amabilitatea cu care m-a întâmpinat personalul, dar și pentru că am găsit ceea ce căutam.",433176,"{'choices': ['shop diversity - positive', 'staff competency - positive']}",22,manual,"Mulțumită, per ansamblu, pentru amabilitatea cu care m-a întâmpinat personalul, dar și pentru că am găsit ceea ce căutam.","Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: Mulțumită, per ansamblu, pentru amabilitatea cu care m-a întâmpinat personalul, dar și pentru că am găsit ceea ce căutam. </s>",shop diversity is positive; staff competency is positive,"Sunt mulțumit de experiența mea, mai ales datorită primirii calde din partea personalului și a faptului că am reușit să găsesc produsul pe care îl căutam.",shop diversity is positive; staff competency is positive
M-as bucura daca as primi ofertele speciale si informatiile legate de produsele noi si pe mail.,433177,tech support - negative,22,manual,M-as bucura daca as primi ofertele speciale si informatiile legate de produsele noi si pe mail.,Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: M-as bucura daca as primi ofertele speciale si informatiile legate de produsele noi si pe mail. </s>,tech support is negative,Mi-ar plăcea să primesc oferte speciale și informații despre produsele noi direct pe adresa mea de email.,tech support is negative
"A fost o experienta ok. De obicei e si foarte aglomerat, acum a fost mult mai liber. Au fost si produse care lipseau, noi am cautat incaltaminte pentru baietelul nostru de 4 ani jumate.",433182,"{'choices': ['environment - positive', 'shop diversity - negative']}",22,manual,"A fost o experienta ok. De obicei e si foarte aglomerat, acum a fost mult mai liber. Au fost si produse care lipseau, noi am cautat incaltaminte pentru baietelul nostru de 4 ani jumate.","Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: A fost o experienta ok. De obicei e si foarte aglomerat, acum a fost mult mai liber. Au fost si produse care lipseau, noi am cautat incaltaminte pentru baietelul nostru de 4 ani jumate. </s>",environment is positive; shop diversity is negative,"Am avut o experiență acceptabilă. Deși în general este foarte aglomerat, de data aceasta a fost mai puțin încărcat. Însă, unele produse nu erau disponibile, noi căutam încălțăminte pentru băiețelul nostru de 4 ani și jumătate.",environment is positive; shop diversity is negative
"Ca si client doresc mai multa curatenie,mai multa atentie pe acest domeniu.In rest este ok.",433183,environment - negative,22,manual,"Ca si client doresc mai multa curatenie,mai multa atentie pe acest domeniu.In rest este ok.","Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: Ca si client doresc mai multa curatenie,mai multa atentie pe acest domeniu.In rest este ok. </s>",environment is negative,"Îmi doresc o îmbunătățire a curățeniei, deoarece în acest moment nu sunt satisfăcut. În rest, totul pare în ordine.",environment is negative
Cine este si in ce fel raspunzator in cazul unui accident dintre o persoana care testeaza o trotineta sau bicicleta in magazinele dvs. si un cumparator ???,433186,misc - neutral,22,manual,Cine este si in ce fel raspunzator in cazul unui accident dintre o persoana care testeaza o trotineta sau bicicleta in magazinele dvs. si un cumparator ???,Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: Cine este si in ce fel raspunzator in cazul unui accident dintre o persoana care testeaza o trotineta sau bicicleta in magazinele dvs. si un cumparator ??? </s>,misc is neutral,"Cine poartă responsabilitatea în cazul unui incident între o persoană care testează un produs, cum ar fi o trotinetă sau o bicicletă, în magazinele dvs. și un client?",misc is neutral
"Era un pic haos în magazin, se aranjau produsele,  angajații erau obosiți, și nu am obținut informația corecta privind prețul unui produs.  La casa prețul era de 2 ori mai mare",433187,"{'choices': ['environment - negative', 'staff competency - negative', 'shop organization - negative']}",22,manual,"Era un pic haos în magazin, se aranjau produsele, angajații erau obosiți, și nu am obținut informația corecta privind prețul unui produs. La casa prețul era de 2 ori mai mare","Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: Era un pic haos în magazin, se aranjau produsele, angajații erau obosiți, și nu am obținut informația corecta privind prețul unui produs. La casa prețul era de 2 ori mai mare </s>",environment is negative; staff competency is negative; shop organization is negative,"Magazinul era într-o stare de dezordine, angajații păreau epuizați și nu am primit informații precise despre prețurile produselor. De asemenea, am observat o discrepanță semnificativă între prețul afișat în magazin și cel de la casa mea, unde era de două ori mai mare.",environment is negative; staff competency is negative; shop organization is negative
Orice vizita la Decathlon este o bucurie  atat pentru mine cat si pentru copii mei. Multumim pentru decenta cu care gestionati atmosfera din magazin.,433188,environment - positive,22,manual,Orice vizita la Decathlon este o bucurie atat pentru mine cat si pentru copii mei. Multumim pentru decenta cu care gestionati atmosfera din magazin.,Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: Orice vizita la Decathlon este o bucurie atat pentru mine cat si pentru copii mei. Multumim pentru decenta cu care gestionati atmosfera din magazin. </s>,environment is positive,"Fiecare calatorie la Decathlon este o placere atat pentru mine, cat si pentru copiii mei. Va multumim pentru modul în care gestionati atmosfera din magazin.",environment is positive
"Prima vizita la Decathlon BV, magazinul arata bine produsele de calitate, personalul de ajutor.",433192,"{'choices': ['environment - positive', 'quality - positive', 'staff competency - positive']}",22,manual,"Prima vizita la Decathlon BV, magazinul arata bine produsele de calitate, personalul de ajutor.","Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: Prima vizita la Decathlon BV, magazinul arata bine produsele de calitate, personalul de ajutor. </s>",environment is positive; quality is positive; staff competency is positive,"Am fost pentru prima dată la Decathlon BV și am rămas plăcut impresionat de ambient, produsele sunt de calitate superioară, iar personalul a fost foarte ajutor.",environment is positive; quality is positive; staff competency is positive
Este bine si placut sa faci cumparaturi dimineata cand nu este lume multa.,433193,environment - positive,22,manual,Este bine si placut sa faci cumparaturi dimineata cand nu este lume multa.,Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: Este bine si placut sa faci cumparaturi dimineata cand nu este lume multa. </s>,environment is positive,"Dimineața, când magazinele sunt mai puțin aglomerate, este mult mai plăcut să faci cumpărături.",environment is positive
"In primul rand termenul de livrare in magazin/destinatar poate fi redus, luati exemplu altor magazine on-line (ex 1-3 zile)In al doilea rand, am avut o experienta neplacuta la ambalarea coletului, nu s a acordat atentie (ex ochelari de soare au venit zgariati)In rest eu sunt foarte multumit de produsele Decathlon si voi ramane client in continuare",433196,"{'choices': ['delivery - negative', 'product - positive', 'service - negative']}",22,manual,"In primul rand termenul de livrare in magazin/destinatar poate fi redus, luati exemplu altor magazine on-line (ex 1-3 zile)In al doilea rand, am avut o experienta neplacuta la ambalarea coletului, nu s a acordat atentie (ex ochelari de soare au venit zgariati)In rest eu sunt foarte multumit de produsele Decathlon si voi ramane client in continuare","Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: In primul rand termenul de livrare in magazin/destinatar poate fi redus, luati exemplu altor magazine on-line (ex 1-3 zile)In al doilea rand, am avut o experienta neplacuta la ambalarea coletului, nu s a acordat atentie (ex ochelari de soare au venit zgariati)In rest eu sunt foarte multumit de produsele Decathlon si voi ramane client in continuare </s>",delivery is negative; product is positive; service is negative,"În primul rând, aș sugera o reducere a termenului de livrare în magazin sau la destinatar, urmând exemplul altor magazine online care livrează în 1-3 zile. De asemenea, am întâmpinat o problemă neplăcută cu ambalarea coletului, deoarece produsele nu au fost protejate corespunzător, cum ar fi ochelarii de soare care au sosit zgâriați. Cu toate acestea, rămân foarte mulțumit de calitatea produselor Decathlon și intenționez să rămân client.",delivery is negative; product is positive; service is negative
gasesti tot ce-ti doresti  si mai adaugi si ce nu era programat dar este tentant,433199,shop diversity - positive,22,manual,gasesti tot ce-ti doresti si mai adaugi si ce nu era programat dar este tentant,Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: gasesti tot ce-ti doresti si mai adaugi si ce nu era programat dar este tentant </s>,shop diversity is positive,"Poți găsi absolut tot ce îți dorești și mai poți adăuga și lucruri care nu erau inițial pe listă, dar sunt atât de tentante.",shop diversity is positive
"Termenul de 1 luna pentru inapoierea produselor mi se pare normal si corect doar pentru produsele pe care cumparatorul nu le mai doreste datorita culorii, marimii..sau pur si simplu. Pentru celelalte motive, gen scanare gresita sau articol defect, stricat, mi se pare termenul destul de mic si clar ar trebui marit la cel putin 3-6 luni. Daca cineva cumpara un cort in luna decembrie, e clar ca nu o sa il despacheteza de abia in luna mai-iunie. Daca are ghinionul sa fie defect, e mai complicat sa il schimbe. Se poate, deoarece stiu ca eu am patit, dar poate nu tot timpul este asa simplu. De asemenea cu articolele scanate gresit, nimeni nu sta la finalul cumparaturilor, langa casa de marcaj sa verifice corectitudinea bonului fiscal. Iar daca are ghinionul sa plece din tara in aceeasi zi, trebuie neaparat in 30 zile sa fie inapoi. Sper sa fie cu folos recenzia, chiar cumpar des de la voi.O zi buna !",433201,return warranty - negative,22,manual,"Termenul de 1 luna pentru inapoierea produselor mi se pare normal si corect doar pentru produsele pe care cumparatorul nu le mai doreste datorita culorii, marimii..sau pur si simplu. Pentru celelalte motive, gen scanare gresita sau articol defect, stricat, mi se pare termenul destul de mic si clar ar trebui marit la cel putin 3-6 luni. Daca cineva cumpara un cort in luna decembrie, e clar ca nu o sa il despacheteza de abia in luna mai-iunie. Daca are ghinionul sa fie defect, e mai complicat sa il schimbe. Se poate, deoarece stiu ca eu am patit, dar poate nu tot timpul este asa simplu. De asemenea cu articolele scanate gresit, nimeni nu sta la finalul cumparaturilor, langa casa de marcaj sa verifice corectitudinea bonului fiscal. Iar daca are ghinionul sa plece din tara in aceeasi zi, trebuie neaparat in 30 zile sa fie inapoi. Sper sa fie cu folos recenzia, chiar cumpar des de la voi.O zi buna !","Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: Termenul de 1 luna pentru inapoierea produselor mi se pare normal si corect doar pentru produsele pe care cumparatorul nu le mai doreste datorita culorii, marimii..sau pur si simplu. Pentru celelalte motive, gen scanare gresita sau articol defect, stricat, mi se pare termenul destul de mic si clar ar trebui marit la cel putin 3-6 luni. Daca cineva cumpara un cort in luna decembrie, e clar ca nu o sa il despacheteza de abia in luna mai-iunie. Daca are ghinionul sa fie defect, e mai complicat sa il schimbe. Se poate, deoarece stiu ca eu am patit, dar poate nu tot timpul este asa simplu. De asemenea cu articolele scanate gresit, nimeni nu sta la finalul cumparaturilor, langa casa de marcaj sa verifice corectitudinea bonului fiscal. Iar daca are ghinionul sa plece din tara in aceeasi zi, trebuie neaparat in 30 zile sa fie inapoi. Sper sa fie cu folos recenzia, chiar cumpar des de la voi.O zi buna ! </s>",return warranty is negative,"Consider că termenul de o lună pentru returnarea produselor este rezonabil doar pentru cazurile în care cumpărătorul nu mai dorește produsul din cauza culorii, mărimii sau pur și simplu. În schimb, pentru motive precum scanarea greșită a comenzii sau articole defecte, termenul de o lună mi se pare prea scurt și ar trebui să fie extins la cel puțin 3-6 luni. Sunt sigur că nu toată lumea are timpul necesar pentru a verifica corespondența comenzii în momentul livrării, mai ales dacă este nevoit să plece din țară imediat după. De aceea, sper ca sugestiile mele să fie utile și să vă ajute să îmbunătățiți experiența cumpărătorilor.",return warranty is negative
"Dupa efectuarea platii nu a fost posibila urmărirea comenzii. Cosul era gol, istoricul gol, starea livrării comenzii ... lipsa, deși prin SMS/email a fost confirmată plasarea comenzii. In schimb, așa cum m-am si așteptat, calitate extraordinara, termenul de livrare bun (având in vedere ca am fost informat ca poate dura pana la 30 de zile).",433203,"{'choices': ['tech support - negative', 'quality - positive', 'delivery - positive']}",22,manual,"Dupa efectuarea platii nu a fost posibila urmărirea comenzii. Cosul era gol, istoricul gol, starea livrării comenzii ... lipsa, deși prin SMS/email a fost confirmată plasarea comenzii. In schimb, așa cum m-am si așteptat, calitate extraordinara, termenul de livrare bun (având in vedere ca am fost informat ca poate dura pana la 30 de zile).","Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: Dupa efectuarea platii nu a fost posibila urmărirea comenzii. Cosul era gol, istoricul gol, starea livrării comenzii ... lipsa, deși prin SMS/email a fost confirmată plasarea comenzii. In schimb, așa cum m-am si așteptat, calitate extraordinara, termenul de livrare bun (având in vedere ca am fost informat ca poate dura pana la 30 de zile). </s>",tech support is negative; quality is positive; delivery is positive,"Am întâmpinat dificultăți în a urmări comanda după efectuarea plății, deoarece cosul și istoricul erau goale, iar informațiile despre starea livrării lipseau, în ciuda confirmării prin SMS și email. În schimb, calitatea produsului a fost exceptională, așa cum m-am așteptat, și termenul de livrare a fost bun, având în vedere că am primit informații despre posibila durată de până la 30 de zile.",tech support is negative; quality is positive; delivery is positive
Cred că 50 de caractere nu sunt suficiente pentru exprimarea  opiniilor care vizează aspectele pozitive sau negative.,433204,tech support - negative,22,manual,Cred că 50 de caractere nu sunt suficiente pentru exprimarea opiniilor care vizează aspectele pozitive sau negative.,Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: Cred că 50 de caractere nu sunt suficiente pentru exprimarea opiniilor care vizează aspectele pozitive sau negative. </s>,tech support is negative,"Nu cred că această limită de 50 de caractere permite o descriere suficientă a aspectelor, fie ele pozitive sau negative.",tech support is negative
"Dacă aveti zona de Promoție cu capete de stoc  reduceți-le si prețul, ca așa e frumos.",433216,promotions - negative,22,manual,"Dacă aveti zona de Promoție cu capete de stoc reduceți-le si prețul, ca așa e frumos.","Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: Dacă aveti zona de Promoție cu capete de stoc reduceți-le si prețul, ca așa e frumos. </s>",promotions is negative,"Dacă există produse în zona de promoții cu stocuri limitate, ar fi bine să le oferiți la prețuri reduse, pentru că așa ar fi mai atrăgător.",promotions is negative
"Comandasem online o bicicleta, pasind astfel pentru prima oara in magazinul Decathlon. Desi primisem mail cu codul comenzii, aceasta nu se afla in magazin. Cu toate acestea, echipa Decathlon a fost foarte prompta si m-a ajutat, am gasit imediat aceeas bicicleta disponibila la raion. Mi-a placut si ambientul magazinului, o atmosfera relaxanta, fapt pentru care am mai petrecut timp in magazin, cumparand cate ceva. Mi s-a imprimat si cardul de fidelitate, in cateva secunde. Sunt foarte multumita de serviciile Decathlon, m-am simtit ok, avand in vedere ca am lucrat in vanzari la randul meu si stiu sa citesc un personal multumit si capabil. Felicitari, Decathlon si va multumesc ca imi incurajati pasiunea pentru sport.",433217,"{'choices': ['staff competency - positive', 'environment - positive', 'service - positive', 'shop organization - negative']}",22,manual,"Comandasem online o bicicleta, pasind astfel pentru prima oara in magazinul Decathlon. Desi primisem mail cu codul comenzii, aceasta nu se afla in magazin. Cu toate acestea, echipa Decathlon a fost foarte prompta si m-a ajutat, am gasit imediat aceeas bicicleta disponibila la raion. Mi-a placut si ambientul magazinului, o atmosfera relaxanta, fapt pentru care am mai petrecut timp in magazin, cumparand cate ceva. Mi s-a imprimat si cardul de fidelitate, in cateva secunde. Sunt foarte multumita de serviciile Decathlon, m-am simtit ok, avand in vedere ca am lucrat in vanzari la randul meu si stiu sa citesc un personal multumit si capabil. Felicitari, Decathlon si va multumesc ca imi incurajati pasiunea pentru sport.","Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: Comandasem online o bicicleta, pasind astfel pentru prima oara in magazinul Decathlon. Desi primisem mail cu codul comenzii, aceasta nu se afla in magazin. Cu toate acestea, echipa Decathlon a fost foarte prompta si m-a ajutat, am gasit imediat aceeas bicicleta disponibila la raion. Mi-a placut si ambientul magazinului, o atmosfera relaxanta, fapt pentru care am mai petrecut timp in magazin, cumparand cate ceva. Mi s-a imprimat si cardul de fidelitate, in cateva secunde. Sunt foarte multumita de serviciile Decathlon, m-am simtit ok, avand in vedere ca am lucrat in vanzari la randul meu si stiu sa citesc un personal multumit si capabil. Felicitari, Decathlon si va multumesc ca imi incurajati pasiunea pentru sport. </s>",staff competency is positive; environment is positive; service is positive; shop organization is negative,"Am avut o experienta placuta la Decathlon, unde am comandat online o bicicleta si am gasit personalul foarte prompt si ajutoritor, chiar daca initial nu se afla in magazin. Atmosfera din magazin a fost relaxanta, ceea ce m-a facut sa ma simt confortabil si sa cumpar mai multe lucruri. De asemenea, am apreciat viteza cu care mi s-a imprimat cardul de fidelitate. Singurul neajuns a fost faptul ca bicicleta nu se afla initial in magazin, dar echipa Decathlon a gestionat situatia excelent. In general, sunt foarte multumita de serviciile oferite de Decathlon si imi doresc sa continui sa le vizitez magazinul.",staff competency is positive; environment is positive; service is positive; shop organization is negative
"Magazin,personal,curatenie OKCe am cautat am gasit tot timpul.Calitatea marfii este foarte buna.",433218,"{'choices': ['quality - negative', 'staff competency - positive', 'shop diversity - positive', 'environment - positive']}",22,manual,"Magazin,personal,curatenie OKCe am cautat am gasit tot timpul.Calitatea marfii este foarte buna.","Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: Magazin,personal,curatenie OKCe am cautat am gasit tot timpul.Calitatea marfii este foarte buna. </s>",quality is negative; staff competency is positive; shop diversity is positive; environment is positive,"Am fost mereu multumit de produsele pe care le-am gasit in magazin. Personalul a fost foarte helpful, magazinul a avut o oferta variata si curatenia a fost peste aspectatii mele. Calitatea marfurilor a fost deosebit de buna.",quality is positive; staff competency is positive; shop diversity is positive; environment is positive
"Donmilor va multumesc pentru promtitudine, ieri am primit sapca sant foarte multumit. Mult succes in continuare.",433220,delivery - positive,22,manual,"Donmilor va multumesc pentru promtitudine, ieri am primit sapca sant foarte multumit. Mult succes in continuare.","Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: Donmilor va multumesc pentru promtitudine, ieri am primit sapca sant foarte multumit. Mult succes in continuare. </s>",delivery is positive,"Sunt foarte încântat de viteza cu care am primit sapca, ieri a ajuns la mine și sunt extrem de mulțumit. Mulțumesc Donmilor pentru serviciile lor prompte!",delivery is positive
"Va mulțumesc pentru reparația bicicletei, si de atenția deosebita avuta de personalul întâlnit la secția de montaj si reparați biciclete.",433222,"{'choices': ['staff competency - positive', 'service - positive']}",22,manual,"Va mulțumesc pentru reparația bicicletei, si de atenția deosebita avuta de personalul întâlnit la secția de montaj si reparați biciclete.","Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: Va mulțumesc pentru reparația bicicletei, si de atenția deosebita avuta de personalul întâlnit la secția de montaj si reparați biciclete. </s>",staff competency is positive; service is positive,Personalul de la secția de montaj și reparații biciclete a fost foarte atent și a făcut o treabă excelentă cu reparația bicicletei mele. Sunt mulțumit de serviciile oferite.,staff competency is positive; service is positive
"Buna ziua, un singur aspect vreau sa il semnalez. Sa mai faca angajarii sau sa incerce sa puna mai multi oameni pe tura. Sa nu stea clientul sa ii caute pe sala mai ceva ca pe produse.Multumesc!",433227,staff availability - negative,22,manual,"Buna ziua, un singur aspect vreau sa il semnalez. Sa mai faca angajarii sau sa incerce sa puna mai multi oameni pe tura. Sa nu stea clientul sa ii caute pe sala mai ceva ca pe produse.Multumesc!","Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: Buna ziua, un singur aspect vreau sa il semnalez. Sa mai faca angajarii sau sa incerce sa puna mai multi oameni pe tura. Sa nu stea clientul sa ii caute pe sala mai ceva ca pe produse.Multumesc! </s>",staff availability is negative,"Buna ziua, am o sugestie importantă. Ar fi bine dacă ați face mai multe angajări sau dacă ați putea repartiza mai mulți angajați pe tură pentru a evita ca clienții să stea prea mult timp căutând produsele dorite.",staff availability is negative
Sunt impresionat de modul in care ati reusit sa organizati plata produselor la casa prin implementarea softului care aduce la cunostinta clientilor casele libere.,433228,service - positive,22,manual,Sunt impresionat de modul in care ati reusit sa organizati plata produselor la casa prin implementarea softului care aduce la cunostinta clientilor casele libere.,Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: Sunt impresionat de modul in care ati reusit sa organizati plata produselor la casa prin implementarea softului care aduce la cunostinta clientilor casele libere. </s>,service is positive,Sunt foarte multumit de felul in care ați gestionat plata produselor la domiciliu prin intermediul noului soft care informează clienții despre casele disponibile.,service is positive
o mare si variata gama de produse intr-un singur loc,433229,shop diversity - positive,22,manual,o mare si variata gama de produse intr-un singur loc,Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: o mare si variata gama de produse intr-un singur loc </s>,shop diversity is positive,"Aici gasesti o oferta foarte diversificata si bogata de produse, toate intr-un singur loc",shop diversity is positive
Aici ma  simt din nou copil.este un excelent loc de joaca pt băiețelul meu,433231,environment - positive,22,manual,Aici ma simt din nou copil.este un excelent loc de joaca pt băiețelul meu,Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: Aici ma simt din nou copil.este un excelent loc de joaca pt băiețelul meu </s>,environment is positive,Aici mă simt ca un copil din nou și este un loc excelent de joacă pentru băiețelul meu.,environment is positive
Bine organizat.  Preturi foarte bune. Calitate la fel.  Diversitatea produselor..,433232,"{'choices': ['shop organization - positive', 'price - positive', 'quality - positive', 'shop diversity - positive']}",22,manual,Bine organizat. Preturi foarte bune. Calitate la fel. Diversitatea produselor..,Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: Bine organizat. Preturi foarte bune. Calitate la fel. Diversitatea produselor.. </s>,shop organization is positive; price is positive; quality is positive; shop diversity is positive,"Magazinul este foarte bine organizat, are preturi excelente, calitatea produselor este de asemenea buna, iar diversitatea produselor oferite este mare.",shop organization is positive; price is positive; quality is positive; shop diversity is positive
"Putin mai multă muzică relaxanta. Mi-ar plăcea de asemenea să-i văd pe angajați cu role in picioare, dar asta nu este decât o părere de-a mea. Cât mai multe reduceri cu cardul...",433242,"{'choices': ['environment - negative', 'promotions - negative']}",22,manual,"Putin mai multă muzică relaxanta. Mi-ar plăcea de asemenea să-i văd pe angajați cu role in picioare, dar asta nu este decât o părere de-a mea. Cât mai multe reduceri cu cardul...","Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: Putin mai multă muzică relaxanta. Mi-ar plăcea de asemenea să-i văd pe angajați cu role in picioare, dar asta nu este decât o părere de-a mea. Cât mai multe reduceri cu cardul... </s>",environment is negative; promotions is negative,"Aş dori să aud mai multă muzică liniștitoare. De asemenea, mi-ar plăcea ca angajații să poarte încălțăminte cu talpă, dar e doar o sugestie din partea mea. Îmi doresc mai multe oferte speciale atunci când plătesc cu cardul...",environment is negative; promotions is negative
"Amnarul este cea mai bună sursă de foc.În condiții de ploaie/vânt,nu ai ce face cu chibrituri sau brichete.Tre' să ştii cum foloseşti cremenele.Puțini ştiu să-l folosească.",433246,misc - neutral,22,manual,"Amnarul este cea mai bună sursă de foc.În condiții de ploaie/vânt,nu ai ce face cu chibrituri sau brichete.Tre' să știi cum folosești cremenele.Puțini știu să-l folosească.","Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: Amnarul este cea mai bună sursă de foc.În condiții de ploaie/vânt,nu ai ce face cu chibrituri sau brichete.Tre' să știi cum folosești cremenele.Puțini știu să-l folosească. </s>",misc is neutral,"Sursa mea preferată de foc este amnarul, deoarece chibriturile și brichetele sunt inutile în condiții de ploaie sau vânt, dar ai nevoie de abilități speciale pentru a-l folosi corect.",misc is neutral
