id,text_cleaned,absa_input,absa_target,text_bt_RoEnRo,text_bt_RoEnChRo
431710,Am comandat dacă un mă înșel în data de 18 decembrie și au ajuns in în 27 și dacă veneau de peste ocean un dura atit mai menționez ca trebuia sa fie un cadou de moș .,Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: Am comandat dacă un mă înșel în data de 18 decembrie și au ajuns in în 27 și dacă veneau de peste ocean un dura atit mai menționez ca trebuia sa fie un cadou de moș . </s>,delivery is negative,"Am comandat din greşeală pe 18 decembrie şi au ajuns pe 27 iar dacă au venit din străinătate, o să fie un cadou pentru Moş Crăciun.","Am comandat-o greşit pe 18 decembrie, au ajuns pe 27, dacă vin de peste hotare, nu pot să-i iau, nu pot să-i iau, nu pot să-i iau, nu pot să-i iau, nu pot să-i iau, nu pot să-i iau, nu pot să-i iau, nu pot să-i iau, nu pot să-i iau, nu pot să-i iau, nu pot să-i iau, nu pot să-i iau, nu pot să-i iau, nu pot să-i iau, nu pot să-i iau, nu pot să-i iau, nu pot să-i iau, nu pot să-i iau, nu pot să-i iau, nu pot să-i iau, nu pot să-i iau, nu pot să-i iau, nu pot să-i iau, nu pot să-i iau, nu pot să-i iau,"
431711,"Un magazin cu produse de calitate bună, dar destul de scump.","Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: Un magazin cu produse de calitate bună, dar destul de scump. </s>",price is negative; quality is positive,"Un magazin cu produse de calitate, dar destul de scumpe.","Produsele de la magazinele de calitate sunt bune, dar prețurile sunt foarte mari."
431713,"Am fost odată pe 1 iunie si a doua dată pe 15 iunie sa gasesc un skateboard pentru fata mea de 7 ani , din acela cu platforma de cauciuc mai tare si nu am gasit . În general am gasit tot ce am cautat dar skateboard -ul acela era important in acel moment . Voi mai reveni cu placere si poate voi gasi ceea ce caut . Îmi place deasemenea ca daca vin cu copilul poate sa încerce si sa se joace cu diverse biciclete mingii etc.","Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: Am fost odată pe 1 iunie si a doua dată pe 15 iunie sa gasesc un skateboard pentru fata mea de 7 ani , din acela cu platforma de cauciuc mai tare si nu am gasit . În general am gasit tot ce am cautat dar skateboard -ul acela era important in acel moment . Voi mai reveni cu placere si poate voi gasi ceea ce caut . Îmi place deasemenea ca daca vin cu copilul poate sa încerce si sa se joace cu diverse biciclete mingii etc. </s>",service is positive; shop diversity is positive,"Am fost o dată pe 1 iunie şi a doua oară pe 15 iunie să găsesc o skateboard pentru fiica mea de 7 ani, de la cea cu o platformă de cauciuc mai puternică şi nu am găsit-o. Am găsit tot ce căutam, dar skateboardul era important în acel moment. Mă voi întoarce cu plăcere şi poate voi găsi ceea ce caut.","Am fost la 1 iunie și la 15 iunie să caut o skateboard pentru fiica mea de 7 ani, de pe o platformă mai solidă, nu am găsit-o. Am găsit tot ce am vrut, dar skateboardul era important."
431714,"Am gasit putine produse pentru alergat in sezonul rece. In plus, mi s-a parut aglomerat. La cabinele de proba am asteptat.","Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: Am gasit putine produse pentru alergat in sezonul rece. In plus, mi s-a parut aglomerat. La cabinele de proba am asteptat. </s>",environment is negative; shop diversity is negative,"Am găsit câteva articole pentru alergare în sezonul rece, şi părea aglomerat, aşa că am aşteptat în camerele de probă.","Am găsit ceva pentru alergare în sezonul rece, dar nu am găsit nimic pentru a mă îmbunătăți."
431716,".....poate dacă ar fi doar o secțiune unde se pot """"testa """" biciletele/trotinetele...ar fi ideal și s-ar reduce riscul de accidente","Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: .....poate dacă ar fi doar o secțiune unde se pot """"testa """" biciletele/trotinetele...ar fi ideal și s-ar reduce riscul de accidente </s>",environment is negative,"Poate dacă ar exista o secţiune unde să ""testeze"" bicicletele/scooterele... ar fi ideal şi ar reduce riscul de accidente.","În cazul în care nu există o motocicletă, nu există o motocicletă."
431718,sunt afisate perioadele de soldari dar produsele ce intra in aceste reduceri sunt foarte putine atat ca varietate de produse cat si ca nr de produse in sine. Aspect fata de alti ani in care erau mult mai multe produse.In plus gasesti greu un lucrator caruia sa-i soliciti informatii .,Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: sunt afisate perioadele de soldari dar produsele ce intra in aceste reduceri sunt foarte putine atat ca varietate de produse cat si ca nr de produse in sine. Aspect fata de alti ani in care erau mult mai multe produse.In plus gasesti greu un lucrator caruia sa-i soliciti informatii . </s>,staff availability is negative; promotions is negative,"Se indică perioadele de vânzare, dar produsele care sunt incluse în aceste reduceri sunt foarte puține, atât ca varietate de produse, cât și ca număr de produse.","În timpul vânzărilor, s-a arătat că aceste reduceri au inclus foarte puține produse, atât în ceea ce privește varietatea, cât și în ceea ce privește cantitatea de produse."
431720,"Am reparat bicicleta, mi-au scimbat cauciucurile, au lubrifiat lantul. Am fost foarte multumita.Am facut si echilibrarea lantului si inca un serviciu la viteze (nu-mi mai amintesc cum se numeste) . Din nefericire cand am ajuns acasa cu bicicleta (am transportat-o cu masina) si am dat-o jos , am constatat ca avea lantul cazut. Apoi ne-am chinuit cu ea asa (mereu ii cadea lantul) vreo 3 zile. Pana la urma am gasit un vecin care s-a descurcat sa ne-o repare.","Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: Am reparat bicicleta, mi-au scimbat cauciucurile, au lubrifiat lantul. Am fost foarte multumita.Am facut si echilibrarea lantului si inca un serviciu la viteze (nu-mi mai amintesc cum se numeste) . Din nefericire cand am ajuns acasa cu bicicleta (am transportat-o cu masina) si am dat-o jos , am constatat ca avea lantul cazut. Apoi ne-am chinuit cu ea asa (mereu ii cadea lantul) vreo 3 zile. Pana la urma am gasit un vecin care s-a descurcat sa ne-o repare. </s>",service is positive,"Mi-am reparat bicicleta, mi-au schimbat anvelopele, mi-au lubrificat lanțul. Eram foarte fericit. Am făcut și un echilibru de lanț și un serviciu de viteze (nu îmi amintesc cum se numea). Din păcate, când am ajuns acasă pe bicicletă (am transportat-o cu mașina) și am scos-o, am găsit că lanțul a căzut. Apoi ne-am luptat cu ea așa (lanțul a căzut întotdeauna) timp de aproximativ trei zile. În cele din urmă am găsit un vecin care a reușit să o repare pentru noi.","Am reparat bicicleta, mi-au schimbat roţile, mi-au şters lanţul. Eram foarte fericit. Am făcut şi echilibrarea lanţului şi serviceul de roţi (nu-mi amintesc cum se mai spune). Din păcate, când am ajuns acasă cu bicicleta (o transportam cu maşina) am scos-o şi am găsit că lanţul a căzut."
431724,"Da este ok, dar se poate un pic mai jos la pret.","Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: Da este ok, dar se poate un pic mai jos la pret. </s>",price is negative,"Da, e în regulă, dar poate fi mai ieftin.","Nu, nu, nu, nu, nu, nu, nu, nu, nu, nu, nu, nu, nu, nu, nu, nu, nu."
431731,"Ar fi foarte placut sa nu te impiedici la fiecare pas de copii care se plimba cu biciclete, role, trotinete...erc. Ar trebui aceste produse sa stea in departamentul respectiv ca sa nu umblii prin magazin si sa te rogi de un copil sa te lase sa te uiti mai indeaproape la o trotineta. Cele care erau la raft erau prinse si nu se puteau da jos.","Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: Ar fi foarte placut sa nu te impiedici la fiecare pas de copii care se plimba cu biciclete, role, trotinete...erc. Ar trebui aceste produse sa stea in departamentul respectiv ca sa nu umblii prin magazin si sa te rogi de un copil sa te lase sa te uiti mai indeaproape la o trotineta. Cele care erau la raft erau prinse si nu se puteau da jos. </s>",environment is negative,"Ar fi foarte frumos să nu fii oprit la fiecare pas de copii care merg cu biciclete, scutere, scutere...erc. Aceste produse ar trebui să fie în departament, astfel încât să nu te plimbi prin magazin și să ceri unui copil să te lase să te uiți mai atent la un scuter. Cei de pe raft au fost blocați și nu au putut să coboare.","Bine, nu fi oprit la fiecare pas de copii cu biciclete, patine, skate-uri, etc. Aceste produse ar trebui să fie în toate departamentele, astfel încât să nu te duci în magazin și să ceri unui copil să te uiți la scooter."
431733,"Cam scumpa taxa de transport prin curier, dar in schimb foarte buna ideea cu preluarea comenzii din magazinul Decathlon.","Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: Cam scumpa taxa de transport prin curier, dar in schimb foarte buna ideea cu preluarea comenzii din magazinul Decathlon. </s>",delivery is negative; service is positive,"Un pic costisitoare taxa de curier, dar o idee foarte bună pentru a lua comanda de la magazinul Decathlon.","Deși costul de transport este un pic mai mare, este o idee bună să cumperi de la magazinul Decathlon."
431734,"Se plateste foarte mult la curier. Am platit transportul 19,90 prima tura, iar daca vrei sa inlocuiesti produsul fiindca nu mi s-a potrivit marimea, platesti iar la curier rambursul, apoi cand iti vine coletul cu produsela inlocuite iar platesti la CURIER. In total am platit transportul 60 lei, nu credeti ca e cam mult ? In fine, sigur pe mine m-ati pierdut ca si client, nu am sa mai dau in veci comanda la voi.","Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: Se plateste foarte mult la curier. Am platit transportul 19,90 prima tura, iar daca vrei sa inlocuiesti produsul fiindca nu mi s-a potrivit marimea, platesti iar la curier rambursul, apoi cand iti vine coletul cu produsela inlocuite iar platesti la CURIER. In total am platit transportul 60 lei, nu credeti ca e cam mult ? In fine, sigur pe mine m-ati pierdut ca si client, nu am sa mai dau in veci comanda la voi. </s>",delivery is negative,"E foarte scump să-l trimiţi prin curier. Am plătit 19,90 pentru prima rundă, şi dacă vrei să înlocuieşti produsul pentru că nu mi se potriveşte, plăteşti curierul din nou, apoi când pachetul vine cu produsele înlocuite plăteşti curierul. În total am plătit 60 de lei pentru transport, nu crezi că e cam mult? Oricum, cu siguranţă m-ai pierdut ca client, nu voi mai comanda niciodată de la tine.","Transportul este scump. Am plătit 19,90 de dolari prima dată, iar dacă vrei să schimbi produsul, pentru că nu se potrivește cu mărimea mea, plătești din nou curierului, iar când coletul ajunge cu produsul înlocuit, plătești curierului."
431736,"diversitate slaba,produse noi(inovative)lipsa,personal putin mai ales la sfarsit de saptamana...","Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: diversitate slaba,produse noi(inovative)lipsa,personal putin mai ales la sfarsit de saptamana... </s>",shop diversity is negative; staff availability is negative,"Lipsa diversităţii, lipsa de produse noi, personal, mai ales în weekenduri...","Nu există diversitate, nu există produse noi, nu există oameni, nu există oameni care să facă diferite lucruri."
431752,"Buna ziua, nu pot comanda produsul Ref.: 8333642 BANCĂ ABDOMENE 500 DOMYOS, am vazut ca aveti produsul pe stoc in magazinul din Palady , de ce nu pot sa-l comand...Multumesc","Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: Buna ziua, nu pot comanda produsul Ref.: 8333642 BANCĂ ABDOMENE 500 DOMYOS, am vazut ca aveti produsul pe stoc in magazinul din Palady , de ce nu pot sa-l comand...Multumesc </s>",tech support is negative,"Bună ziua, nu pot comanda produsul Ref.: 8333642 BANK ABDOMENE 500 DOMYOS, am văzut că aveți produsul în stoc în magazinul din Palady, de ce nu pot să-l comand...","Bună ziua, nu pot să comand un produs Referință: 8333642 BANC ABDOMENE 500 DOMYOS, am văzut că aveți un produs în stoc în magazinul Palladi, de ce nu pot să-l comand... mulțumesc"
431753,"Buna ziua,imi puteti spune la ce masa maxima este recomandata a fi utilizata (masa utilizatorului plus masa ganterelor)?Multumesc!","Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: Buna ziua,imi puteti spune la ce masa maxima este recomandata a fi utilizata (masa utilizatorului plus masa ganterelor)?Multumesc! </s>",misc is neutral,"Bună ziua, îmi puteți spune la ce masă maximă este recomandat să fie utilizat (masa utilizatorului plus masa cu manete)? Vă mulțumesc!","Bună ziua, vă rog să-mi spuneți care este cea mai frecventă masă folosită (masă de utilizator plus submasă)?"
431756,Este necesar sa se efectueze mai multa curatenie la cabinele de proba.,Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: Este necesar sa se efectueze mai multa curatenie la cabinele de proba. </s>,environment is negative,Este nevoie de mai multă curățenie în cabinele de testare.,"În plus, în cazul în care un laborator este închis, trebuie să fie curățate mai mult."
431758,"Mi s-a facturat un produs in valoare de 59,90 lei","Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: Mi s-a facturat un produs in valoare de 59,90 lei </s>",misc is neutral,"Am fost facturat pentru un produs în valoare de 59,90 lei",Am primit produse în valoare de 59.90 de lei.
431763,Personal putin acolo unde trebuie si angajati multi pe raion care nu fac nimic impreuna cu managerul...se dau cu trotineta toata ziua!,Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: Personal putin acolo unde trebuie si angajati multi pe raion care nu fac nimic impreuna cu managerul...se dau cu trotineta toata ziua! </s>,staff availability is negative; staff competency is negative,Puţini angajaţi acolo unde e nevoie şi mulţi angajaţi de la birou care nu fac nimic cu directorul... patină toată ziua!,"Nu este nevoie de atât de mulți oameni, sunt mulți oameni la birou, mulți oameni care lucrează la birouri, mulți oameni care lucrează la birouri, mulți oameni care lucrează la birouri."
431767,"Am dorit sa cumpăr un produs care, conform informațiilor de pe site, era disponibil. Însă nu l-am găsit in magazin, deși figura in stocuri! D-ra de la departamentul Fitness a fost extrem de amabila, dar nu a avut cum sa ma ajute. Am renunțat la acel produs și am cumpărat doua perechi de mănuși. La raft nu exista o eticheta explicita cu prețul. Eu, cel puțin, nu am reușit sa o găsesc. Am plătit peste 100 de lei, ceea ce mi s-a părut cam mult. Am anunțat problema prețului la casa. Nu știu însă dacă s-au luat măsuri.","Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: Am dorit sa cumpăr un produs care, conform informațiilor de pe site, era disponibil. Însă nu l-am găsit in magazin, deși figura in stocuri! D-ra de la departamentul Fitness a fost extrem de amabila, dar nu a avut cum sa ma ajute. Am renunțat la acel produs și am cumpărat doua perechi de mănuși. La raft nu exista o eticheta explicita cu prețul. Eu, cel puțin, nu am reușit sa o găsesc. Am plătit peste 100 de lei, ceea ce mi s-a părut cam mult. Am anunțat problema prețului la casa. Nu știu însă dacă s-au luat măsuri. </s>",price is negative; shop organization is negative; staff competency is positive,"Am vrut să cumpăr un produs care, potrivit informațiilor de pe site, era disponibil. Dar nu l-am găsit în magazin, deși era listat în stoc! Doamna de la departamentul de fitness a fost extrem de amabilă, dar nu m-a putut ajuta. Am renunțat la acel produs și am cumpărat două perechi de mănuși. Pe raft nu era nicio etichetă explicită cu prețul. Eu, cel puțin, nu am putut să-l găsesc. Am plătit peste 100 de lei, ceea ce mi s-a părut un pic prea mult. Am anunțat problema prețului acasă. Nu știu dacă s-a luat vreo măsură.","Am vrut să cumpăr un produs, care era disponibil, conform informațiilor de pe site. Dar nu l-am găsit în magazin, deși era listat în stoc! Doamna de la departamentul de fitness a fost foarte bună, dar nu m-a putut ajuta. Am renunțat la acel produs și am cumpărat două perechi de mănuși."
431768,"Putin haotic din cauza copiilor care mai dau si peste tine cu biciclete , trotinete, etc.","Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: Putin haotic din cauza copiilor care mai dau si peste tine cu biciclete , trotinete, etc. </s>",environment is negative,"Un pic haotice din cauza copiilor care te-au trecut cu bicicletele lor, scutere, etc.","Nu e o problemă pentru că copiii se plimbă pe lângă tine cu biciclete, skate-uri, etc."
431774,"pot intelege ce inseamna eficienta in anul 2018,pot intelege ce inseamna logistica ,da foarte mult a durat procesarea comenzii.problema este ca anumite produse sunt doar in depozitul dumneavoastra in timp ce altele sunt doar in diferite magazine.asta face extrem de dificila varianta online de cumparturi.pt ca va explic simplu,puteam sa le rezerv in magazinul """"x"""" si le ridicam in cateva ore,ori eu nu am putut face asta.am fost nevoit sa comand online si astept .....","Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: pot intelege ce inseamna eficienta in anul 2018,pot intelege ce inseamna logistica ,da foarte mult a durat procesarea comenzii.problema este ca anumite produse sunt doar in depozitul dumneavoastra in timp ce altele sunt doar in diferite magazine.asta face extrem de dificila varianta online de cumparturi.pt ca va explic simplu,puteam sa le rezerv in magazinul """"x"""" si le ridicam in cateva ore,ori eu nu am putut face asta.am fost nevoit sa comand online si astept ..... </s>",delivery is negative; shop organization is negative,"Înțeleg ce înseamnă eficiența în 2018, înțeleg ce înseamnă logistica, dar a durat mult procesarea comenzii. Problema este că unele produse sunt doar în depozitul dvs., în timp ce altele sunt doar în diferite magazine.","Pot să înțeleg ce înseamnă eficiența în 2018, pot să înțeleg ce înseamnă logistica, dar e nevoie de mult timp pentru a procesa comenzile. Problema este că unele produse sunt doar în depozitul tău, iar altele sunt doar în diferite magazine."
431778,"Un personal mai bine informat in ceea ce priveste: marimea echivalenta a unui produs(US, UK, EU), etichetare pret, disponibilitate la explicatii asupra calitatii produselor.","Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: Un personal mai bine informat in ceea ce priveste: marimea echivalenta a unui produs(US, UK, EU), etichetare pret, disponibilitate la explicatii asupra calitatii produselor. </s>",staff competency is negative; shop organization is negative; staff availability is negative,"Personalul este mai bine informat cu privire la: dimensiunea echivalentă a unui produs (SUA, Marea Britanie, UE), etichetarea prețurilor, disponibilitatea explicațiilor privind calitatea produsului.","Angajații au o mai bună înțelegere a dimensiunilor echivalente ale produselor (SUA, Marea Britanie, UE), etichetele de preț, explicațiile privind calitatea produselor."
431784,"Servicii sub orice critica! Imi pare rau ca nu se poate da nota 0, pt ca mai mult chiar nu merita. Eu nu am reusit sa mai plasez comanda pentru ca """"sportivii"""" de la Decathlon nu raspund la emailuri decat daca mai insisti si cu cateva telefoane. Asa ca, pana s-au urnit ei, cu """"sportivitatea"""" caracteristica, unul din produsele de care aveam nevoie nu mai era disponibil nici macar in depozitul furnizorului! Evident ca intr-o situatie de genul asta nu ma motiveaza absolut nimic sa mai plasez comanda cu restul produselor. Din pacate cam au monopolul in ce priveste articolele sportive si e destul de greu sa gasesti in alte parti tot ce ai nevoie. Cu toate astea, o sa fac tot posibilul sa nu mai fie nevoie sa cumpar vreodata de la decathlon. Mai bine mi le fac singura acasa.","Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: Servicii sub orice critica! Imi pare rau ca nu se poate da nota 0, pt ca mai mult chiar nu merita. Eu nu am reusit sa mai plasez comanda pentru ca """"sportivii"""" de la Decathlon nu raspund la emailuri decat daca mai insisti si cu cateva telefoane. Asa ca, pana s-au urnit ei, cu """"sportivitatea"""" caracteristica, unul din produsele de care aveam nevoie nu mai era disponibil nici macar in depozitul furnizorului! Evident ca intr-o situatie de genul asta nu ma motiveaza absolut nimic sa mai plasez comanda cu restul produselor. Din pacate cam au monopolul in ce priveste articolele sportive si e destul de greu sa gasesti in alte parti tot ce ai nevoie. Cu toate astea, o sa fac tot posibilul sa nu mai fie nevoie sa cumpar vreodata de la decathlon. Mai bine mi le fac singura acasa. </s>",service is negative; shop diversity is positive; staff competency is negative,"Îmi pare rău că nu poţi da un rating zero, pentru că mai mult nu merită. Nu am mai putut plasa comanda pentru că ""sportistii"" Decathlon nu răspund la e-mailuri decât dacă insist şi cu câteva telefoane. Deci, până când au ajuns cu funcţia ""sportism"", unul dintre produsele de care aveam nevoie nu mai era disponibil nici măcar în depozitul furnizorului! Evident, într-o situaţie ca asta, nu există absolut niciun motiv pentru mine să plasez comanda împreună cu restul produselor. Din păcate, ei au monopol asupra bunurilor sportive şi este destul de dificil să găseşti tot ce ai nevoie în altă parte. Cu toate acestea, eu fac posibil ca tu să nu mai cumperi niciodată de la Decathlon. Prefer să o fac eu.","Îmi pare rău că nu poți da un scor zero, pentru că mai mult nu merită. Nu pot să mai comand, pentru că ""atleticii"" Decathlon nu răspund la e-mailuri decât dacă te oblige să mai suni câteva ori."
431787,"Din cauza concursurilor organizate, personalul nu are suficient timp pentru a aduce si alte marimi la raft. Sunt destul de putini pentru un magazin atat de mare si nu pot oferi si informatii si sa aduca si produse.","Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: Din cauza concursurilor organizate, personalul nu are suficient timp pentru a aduce si alte marimi la raft. Sunt destul de putini pentru un magazin atat de mare si nu pot oferi si informatii si sa aduca si produse. </s>",shop diversity is negative; staff availability is negative; staff competency is negative,"Din cauza concursurilor, personalul nu are suficient timp să aducă alte mărimi pe rafturi, sunt prea puține pentru un magazin atât de mare, și nu pot oferi informații și aduce produse.","Din cauza concurenței, angajații nu au avut timp să pună celelalte dimensiuni pe rafturi, iar celelalte au fost scoase din magazin."
431796,produse mai diversemai multe articole la raionul vanatoarereducerile sa fie anuntate din timp si pe email,Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: produse mai diversemai multe articole la raionul vanatoarereducerile sa fie anuntate din timp si pe email </s>,shop diversity is negative; promotions is negative,"Mai multe produse, mai multe articole la districtele de vânătoare, reduceri care vor fi anunţate în avans şi prin e-mail.","Ofertele vor fi anunţate în avans prin e-mail, iar preţul va fi redus cu o lună înainte."
431797,am sa revin cu placere la cumparaturi impreuna cu prietenii si familia.,Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: am sa revin cu placere la cumparaturi impreuna cu prietenii si familia. </s>,misc is neutral,O să-mi placă să merg la cumpărături cu prietenii şi familia din nou.,Mi-ar plăcea să merg la cumpărături cu prietenii și familia mea.
431800,"Deschiderea unui numar mai mare de case de marcat, mai multi angajati disponibili pentru consiliere pe raioane,","Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: Deschiderea unui numar mai mare de case de marcat, mai multi angajati disponibili pentru consiliere pe raioane, </s>",service is negative; staff availability is negative,"Deschiderea mai multe registre de bani, mai mulți angajați disponibile pentru consiliere pe ariile,","În plus, în cazul în care un pacient nu este în stare să-și facă propriul serviciu, este posibil să fie nevoie de un loc de muncă pentru a-și putea face propriul serviciu."
431802,Personal aproape absent in interactiunea cu cumparatorul. Aspect general in toate magazinele Decathlon.,Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: Personal aproape absent in interactiunea cu cumparatorul. Aspect general in toate magazinele Decathlon. </s>,staff availability is negative,"Sunt aproape complet absent în interacțiune cu cumpărătorul, dar eu sunt un client regulat la toate magazinele Decathlon.","Nu am avut aproape nicio interacțiune cu cumpărătorii, dar am avut o experiență foarte bună."
431805,Prea putini angajati.Am cumparat o bicicleta si am asteptat o ora pt ca cei doi baieti nu faceau fata.Baiatul care ne-a vandut bicicleta(cel mic de statura si cred ca avea ochelari)foarte amabil si cu mult bun simt.Bv lui.,Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: Prea putini angajati.Am cumparat o bicicleta si am asteptat o ora pt ca cei doi baieti nu faceau fata.Baiatul care ne-a vandut bicicleta(cel mic de statura si cred ca avea ochelari)foarte amabil si cu mult bun simt.Bv lui. </s>,staff availability is negative; staff competency is positive,Am cumpărat o bicicletă şi am aşteptat o oră pentru că cei doi băieţi nu au apărut.,"Am cumpărat o bicicletă și am așteptat o oră, pentru că cei doi băieți nu au apărut."
431813,"fata de la casa de marcat total dezinteresata ,,,,se juca cu un coleg iar un membru de la paza era partas la actiune..........!","Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: fata de la casa de marcat total dezinteresata ,,,,se juca cu un coleg iar un membru de la paza era partas la actiune..........! </s>",security is negative; staff competency is negative,"Fata de la casa de marcat era complet neinteresată, se juca cu un coleg şi un membru al gărzii de securitate era implicat.","Fetele din bancomate nu erau interesate deloc, se jucau cu colegii lor, erau foarte interesate de mine, nu-mi plăcea să mă văd cu ele."
431826,amenajarea unor limite clare de folosință a produselor in cadrul magazinului . evitând riscul de accidentare a clientilor si angajatilor . in linii mari trebuie sa faci un adevarat slalom intre copiii care se cred la disneyland.,Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: amenajarea unor limite clare de folosință a produselor in cadrul magazinului . evitând riscul de accidentare a clientilor si angajatilor . in linii mari trebuie sa faci un adevarat slalom intre copiii care se cred la disneyland. </s>,environment is negative,"Stabilirea unor limite clare pentru utilizarea produselor în magazin, evitarea riscului de rănire a clienţilor şi angajaţilor, practic trebuie să faci un adevărat slalom între copii care cred că e Disneyland.","În primul rând, trebuie să faci schiuri reale între copii, să-i ajuți pe copii să se simtă bine, să-i ajuți să se simtă bine, să-i ajuți să se simtă bine, să-i ajuți să se simtă bine, să-i ajute să se simtă bine."
431827,"am stat destul de mult timp la casa de schimb produse,ca apoi cand am ajuns la casa sa mi se spuna ca papucii sunt incercati(pai normal ca sunt incercati-altfel cum as fi putut sa-mi dau seama ca nu imi vin).Inca un detaliu-au trecut doar 2 saptamani de cand i-am cumparat(termenul de ramburs este de 30 zile,sau nu?","Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: am stat destul de mult timp la casa de schimb produse,ca apoi cand am ajuns la casa sa mi se spuna ca papucii sunt incercati(pai normal ca sunt incercati-altfel cum as fi putut sa-mi dau seama ca nu imi vin).Inca un detaliu-au trecut doar 2 saptamani de cand i-am cumparat(termenul de ramburs este de 30 zile,sau nu? </s>",return warranty is negative; service is negative,"Am stat mult timp la schimb, şi când am ajuns acasă mi s-a spus că pantofii mei erau uzati.","Am stat mult timp la bursă, apoi când m-am întors acasă mi s-a spus că pantofii mei s-au uzurat."
431831,RECOMAND ACEST MAGAZIN DOAR PENTRU CEEA CE A FOST IN TRECUT (IN PRIMII 2 ANI) SI PENTRU CA IN BRASOV NU PREA EXISTA CONCURENTA IN ACEST DOMENIU. CEILALTI SUNT SI MAI SLABI CA VOI!,Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: RECOMAND ACEST MAGAZIN DOAR PENTRU CEEA CE A FOST IN TRECUT (IN PRIMII 2 ANI) SI PENTRU CA IN BRASOV NU PREA EXISTA CONCURENTA IN ACEST DOMENIU. CEILALTI SUNT SI MAI SLABI CA VOI! </s>,misc is neutral,Recomand acest magazin doar pentru ceea ce a fost în trecut și pentru că în Brașov nu există concurență în acest domeniu.,"În acest domeniu, magazinele lui Brasov nu sunt competitive."
431840,DECATHLON este un progres evident pentru comertul din Romania.NU VA MAXIMIZATI PROFITUL pe baza REDUCERII DE PERSONAL!,Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: DECATHLON este un progres evident pentru comertul din Romania.NU VA MAXIMIZATI PROFITUL pe baza REDUCERII DE PERSONAL! </s>,staff availability is negative,DECATHLON este o descoperire evidentă pentru comerţul din România.,"În România, comerțul este o descoperire evidentă."
431842,"Domnul de la paza ciocanea prea des la cabina mea, la inceput a zis ca a fost ca sa verifice dar apoi mi se parea ca ciocane la intervale foarte scurte. Devenise agasant.","Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: Domnul de la paza ciocanea prea des la cabina mea, la inceput a zis ca a fost ca sa verifice dar apoi mi se parea ca ciocane la intervale foarte scurte. Devenise agasant. </s>",security is negative,"Paznicul bătea prea des la cabina mea, la început a spus că e pentru verificare, dar apoi mi s-a părut că bătea la intervale foarte scurte.","De asemenea, am fost înconjurat de un grup de oameni care au încercat să-mi dea un telefon, dar am fost blocat de poliţişti."
