id,text_cleaned,all_categories,data_origin
433913,Nu există posibilitatea de a anula comanda online din cont. Asta mi se pare incredibil. Foarte dezamăgit de magazinul online.,tech support,bt_1chain
433916,"Am cumpărat şi comandat asamblarea în magazin, din păcate nu funcţiona, a pornit dar fără niciun motiv s-a oprit după câteva secunde, revenind la locul de unde era fără să am curajul să încerc altă piesă.",service; product,bt_1chain
433917,Am aşteptat mult timp să vorbesc cu un angajat despre o bandă de alergare.,staff availability,bt_1chain
433920,"Propun ca cei care au copii mici până la 2 ani să rămână cu căruciorul în magazin, ca să nu mai fie nevoiţi să-i poarte pe copii în braţe... ca să poată gusta produsele... Ce părere aveţi, manageri?.. probabil că nu aveţi niciunul!",misc,bt_1chain
433922,"Bună ziua, sunt dezamăgită pentru că comand frecvent şi întotdeauna comenzi peste 500 RON, de exemplu ultima comandă a fost de 750 lei şi principala mea nemulţumire este că nu am primit acel voucher pentru a-l folosi în magazine de mult timp.",service,bt_1chain
433923,"Nemulţumirea nu se datorează neapărat produsului, ci unui accesoriu şi unei proceduri de returnare greoaie, deoarece am făcut schimbul unu la unu. Mă aşteptam să iau accesoriul şi să nu aştept mult timp ca singura casă de returnare să facă toată cofrajul.",product; return warranty; service,bt_1chain
433927,"Atâtea rafturi goale, atât de puţine mărfuri pentru spaţiul închiriat. Sunt surprins că magazinul încă nu se închide. Atât de mult murdărie în camerele de probă şi din cauza asta, mărfurile pe care le încearcă oamenii devin murdare. Aşa că am cumpărat o pereche de pantaloni de schi murdari. A trebuit să-i spăl înainte să-i port.",shop diversity; environment,bt_1chain
433928,"Am găsit doar o pereche de pantofi pe care mi-am dorit-o, care a fost testată de mai multe ori pentru că arăta semne de uzură. Mi s-a spus că este ultima. Aş fi preferat ca pantofii mari (portul 41), să aibă o reducere. Nu mi s-a explicat sistematic acasă cum se activează garanţia de doi ani atunci când cumpăr cizmele şi ce este această garanţie.",promotions; shop diversity; staff competency,bt_1chain
433929,Magazinul nu mai avea pantaloni de schi și multe alte articole pentru iarnă!! Bonusul pentru achiziții de peste 5.600 lei este inexistent!!,shop diversity; service,bt_1chain
433932,"Fără toaletă, prea multă casă, modul în care sunt aranjate casele este ca coada unui salam.",service,bt_1chain
433940,"Cred că vrei să închizi magazinul, lipsindu-ţi de promoţiile de iarnă, de preţurile atractive, de atmosfera festivă, lipsită complet.",environment; price; promotions,bt_1chain
433943,"Am fost informată că vor fi mai multe produse, mai multe mărimi, căutam un produs expus, dar de altă mărime, după câteva ore nimic nu s-a schimbat!",service; environment; shop diversity; staff competency,bt_1chain
433944,Lipsa de seriozitate în a aduce un produs dintr-un alt magazin Decathlon,service,bt_1chain
433947,Am fost dezamăgit de un produs pe care am vrut să-l cumpăr dar era incomplet l-am comandat dar a venit... nu mă aşteptam la asta din magazinul tău,product; service,bt_1chain
433948,Un pic prea mult zgomot în magazin și ar trebui să fie mai mici prețuri și personalul mai prietenos.,environment; price; staff competency,bt_1chain
433950,"Ceaca e în regulă. Am făcut rezervare la magazin. Din păcate, după ce am ajuns acasă am descoperit că jacheta nu era însoţită de punga de compresie. Sper să pot obţine una la următoarea vizită la magazin.",product; service,bt_1chain
433951,"Gama de produse tehnice foarte slabe, în special pentru pantofii de alpinism.",shop diversity; environment; staff competency,bt_1chain
433954,Reduceri mai mari pentru clienţii loiali şi deţinătorii de carduri.,promotions,bt_1chain
433955,Am comandat-o pe 6 decembrie 2017 şi nu a ajuns până azi.,delivery,bt_1chain
433956,"La un preţ bun, de calitate medie şi livrare foarte rapidă cu 1 înainte de Paşte.",price; quality; delivery,bt_1chain
433957,"Mi-aş dori să existe mai multe competiţii, cum ar fi echipele de fotbal care concurează!!",misc,bt_1chain
433958,"Haosul de pe podea, mai ales la intrare şi în unele zone ale magazinului, cabinele de testare mici, cozile nesfârşite la cabină, haosul de la cabină...",environment; service,bt_1chain
433960,"Angajatul m-a lăsat cu ochii în soare la biciclete, a doua oară se întâmplă acum îi dau şi numele, Bogdan m-a abandonat la standul de ajustare şi verificare, a venit o altă persoană de care nu aveam nici o idee, cum mi-am cumpărat o bicicletă scumpă şi găsesc un atlet faimos...!",staff competency; price; service,bt_1chain
433963,Am comandat mărimea L pentru că port atât tricouri cât și tricouri. Bustele nu mi se potrivesc. Trebuie să comanzi un număr mai mare decât cel pe care îl porți de obicei. Celelalte produse comandate se potrivesc cu mărimea din tabele. Toate cele bune pentru echipa Decathlon pentru promptitudine și seriozitate! Mă voi întoarce pe site :),product; product; staff competency; tech support,bt_1chain
433964,Nu e un produs rău... Singurul meu reproş este că nu are o gaură de şnur şi lumina e foarte proastă din ce am văzut până acum. Nu recomand pentru aplicaţii serioase.,misc,bt_1chain
433972,"E greu să găseşti un director de district care să-ţi dea detaliile, după trei luni nu mai pot tipări o carte de loialitate nici în Cluj şi nici în Timişoara.",staff competency; service,bt_1chain
433979,"Sunt foarte dezamăgit. Acum câteva zile a trecut o lună de când am comandat nişte produse care nu au ajuns încă, şi nici măcar nu am informaţii dacă produsele mai vin sau nu... foarte slabe..",delivery; service,bt_1chain
433980,"Ca de obicei: un magazin bun, din păcate problema prețurilor diferite ale produselor acasă comparativ cu cele de pe rafturi nu a fost rezolvată. Serviciul este la fel de slab ca înainte. Depinde foarte mult de cine găsești acolo. Ultima dată am plătit pentru un stilou cu care am plecat din magazin ca deh, cum să explic că a fost o roată în magazin și că a trebuit să o umflam; plus oprirea pe spate care a rămas în magazin... ghinion. Apropo: Când un client îți spune ceva nu te uiți la spatele lui și vorbește cu el ca și cum ar fi greșit... că poate chiar a greșit...",shop organization; staff competency; service,bt_1chain
433981,"Personalul este în general prietenos, dar greu de găsit.",staff competency; staff availability; product,bt_1chain
433982,"Sper ca se va calma in timp. Poate ca era aglomerat si oamenii nu si-au facut temele. Concluzia mea: pierdere de timp: aproximativ 2 rafturi goale (doar pantofi, nu mici si foarte mari)",environment; shop diversity; staff competency,bt_1chain
433984,"Produse de calitate şi mărci pentru a avea preţuri legate de venitul din România... adică mai mici! Produse mai variate şi copii pentru a avea anumite reduceri de preţ... să organizeze concursuri, eventual colaborare cu şcoli...",price; shop diversity; promotions,bt_1chain
433986,"Am comandat Access Pack băiat costum de baie, ochelari de înot, prosop, geantă - dimensiune: 8 ani. La 26.09.2016 am primit produsul pentru care am plătit, dar, surpriză!! era pentru fete.În același timp am cerut înlocuirea produsului, După ce am vorbit la telefon cu un consultant al companiei care a confirmat că încă mai există produsul comandat pentru băieți, 8 ani, l-am returnat prin curier Fan, și până acum nu am primit niciun răspuns.",service; staff competency,bt_1chain
433987,"După o săptămână şi jumătate de comandă, pachetul încă nu a sosit.",delivery,bt_1chain
433989,"Cum am spus mai sus, respectati orele de cumparaturi, e groaznic mai ales sambata si duminica, te calca, te impinge si pe asta sa se plimbe cu bicicleta inauntru.",environment; shop organization,bt_1chain
433994,"Preţuri reduse mai mari decât preţul iniţial, produse din colecţia curentă situate în zona de reduceri, preţuri diferite pentru acelaşi punct de reper, într-un cuvânt - ceaini!!!",promotions; shop organization,bt_1chain
433995,O mai bună pregătire a angajaților și o disponibilitate mai mare în timpul orelor de vârf,staff availability; staff competency,bt_1chain
433997,"Abia dacă găsești un angajat în magazin, și când găsești unul, te trimit să-ți rezolvi problema. Exemplu: o pereche de adidași nu au putut fi testați din cauza sistemului de alarmă. Răspunsul lui a fost că nu puteau fi îndepărtate. Am răspuns că nu puteau fi testați, așa că nu puteau fi vândute, și mi-a spus să merg la casa lui să îndepărtez sistemul de alarmă, în loc să iau adidașii și să o fac. A trebuit să lase copilul gol așteptându-mă, astfel încât să pot rezolva o problemă care nu era a mea, ci a angajaților, care aveau sistemul de alarmă defectuos.",staff availability; staff competency,bt_1chain
434000,"De obicei venim la acest loc cu plăcere, dar ne lipseşte masa de tenis de masă unde ne distrăm mult şi consumăm nişte calorii.",environment; shop diversity,bt_1chain
434003,"Oferta este extrem de slabă în ceea ce privește îmbrăcămintea de munte pentru femei. Nu ai de ales. În cizme, aceleași surprize neplăcute. Păcat. În plus, toți copiii care merg pe biciclete, scutere, patine cu rotile prin magazin, este foarte deranjant. Înțeleg că trebuie testat, dar vin doar să se plimbe și nici măcar nu cumpără. Ar trebui să ai un spațiu separat pentru așa ceva.",shop diversity; environment,bt_1chain
434005,"Vă recomand să specificaţi în condiţiile de returnare toate detaliile Ex plata către curier pentru returnarea produsului În magazine nu există nici o întoarcere pe costumele de baie, nu există specificat acest detaliu. Dimensiunile nu se potrivesc, costumul de baie este foarte mic, am comandat un produs pentru 14 ani şi în realitate este pentru un copil până la 10 ani.",product; return warranty,bt_1chain
434006,Nu cred că există un loc în magazin pentru diverse activități de joacă pentru copii... le intri în cale... ei vin peste tine nu poți căuta produsele care te interesează din cauza lor.,environment,bt_1chain
434007,"Nu știu dacă recenzia mea este valabilă în general, dar din experiența pe care am avut-o nu pot să-i dau alt scor.Calitatea serviciului a fost mai puțin decât satisfăcătoare.Probabil lipsa de experiență a persoanei care a avut grijă de bicicleta lăsată în serviciu a dat această impresie, dar rezultatul nu a fost ceea ce se aștepta.De exemplu: transmisia era greșită, chiar dacă nu era necesară (rezultând în dezordine inutilă); maneta era strâmbă; nici nu a fost reparată întoarcerea; frânele erau slăbite în loc de strânse; frânele cu disc nu erau corect centrate; anvelopele nu erau montate astfel încât să nu aibă efectul de ""8"".Toate cele de mai sus au fost rezolvate de mine, iar proprietatea casei nu a fost nici rea",price; return warranty; service; staff competency; staff competency,bt_1chain
434008,Lipsa personalului în secții și faptul că clienții se comportă ca un magazin de ocazie,service; staff availability,bt_1chain
434009,"Am plătit pentru un serviciu care nu există, comanda e întârziată şi nici măcar nu va fi completă.",delivery; service,bt_1chain
434010,"Magazinul e dezorganizat, foarte mulţi angajaţi, dar prea puţini disponibili... şi impertinent.",shop organization; staff competency; staff availability,bt_1chain
434017,"Bună, sunt foarte dezamăgit, am comandat 3 perechi de pantofi şi după 3 săptămâni nu au ajuns.",delivery; service; staff competency,bt_1chain
434020,"Prea mulţi clienţi, prea aglomerat, personalul nu putea recomanda nimic.",environment; staff competency,bt_1chain
434024,"Deşi am mai subliniat această problemă şi răspunsul a fost că va fi rezolvată, este aceeaşi atmosferă de parc de distracţii şi multă dezordine, mă refer în special la copiii care ""dispar"" tot felul de biciclete, scutere şi nu numai în magazine, există un pericol real de accidente.",environment; staff competency,bt_1chain
434025,"Am lăsat o pereche de beţe acasă, din păcate am aflat prea târziu şi au dispărut.",security,bt_1chain
434026,"Sunt foarte dezamăgit de serviciile online, am comandat acum două săptămâni şi încă nu a sosit.",service; delivery,bt_1chain
434028,"Magazinul slab aprovizionat, multe articole lipsesc, personalul mic și muzica turcă / mâinile pe difuzoare",shop diversity; staff availability; environment,bt_1chain
434029,Aştept de o săptămână o pereche de adidaşi de la tg jiu şi nici azi nu am fost sunat.,delivery,bt_1chain
434030,"Am vrut să-mi fi atașat racheta sâmbătă, și fiind o pajiștă aglomerată, chiar și omul care ar putea atașa nu a fost disponibil, am fost politicos amânat în timpul săptămânii.",staff availability,bt_1chain
434031,"Nu am primit nici un punct de loialitate pentru ultima mea achiziție sau cea dinaintea ei, chiar dacă am lăsat chitanța casei (așa mi s-a cerut) angajatului tău.",service; staff competency; staff competency,bt_1chain
434035,"Comanda nu a fost livrată, am fost informat foarte târziu despre indisponibilitatea produselor.",service,bt_1chain
434036,Timp lung de aşteptare pentru a schimba o pereche de mănuşi la întoarcerea acasă:,service,bt_1chain
434037,"Personalul este neinteresat de client. important: personalul de securitate este nepoliticos, prost pregătit. te face să pari ridicol! Schimbă-te urgent!",security; staff competency,bt_1chain
434038,"Lipsa multor produse, alimentele în acest sens, sunt foarte puţine produse pe raft şi cele care sunt doar pentru maxim 3 mărimi. Personalului din departamente îi lipseşte cunoştinţe minime despre produsele magazinului.",product; quality; shop diversity; staff availability; staff competency,bt_1chain
434043,"A fost cea mai aglomerată zi pe care am văzut-o vreodată într-un magazin Decathlon, poate ar trebui să mobilizezi mai mult personal sau să simplifici ceva, produsele erau foarte dezordonate, iar unele numere (călcioare de drumeție) le puteam găsi doar într-un alt departament.",environment; shop diversity; shop organization; staff availability,bt_1chain
434045,"Tipul și sistemul cureaului primit este diferit de ceea ce este prezentat în fotografiile magazinului Decathlon și pe site-ul producătorului. În ofertă, printre altele, pachetul ar fi trebuit să conțină următoarele: - 4 module de conectare directă la 4 electrozi dubli (lipsește) - 1 curea de electroestimulare de ultima generație (nu este cea mai recentă generație, deoarece pe site-ul producătorului, tipul de electrozi cu fir și muff 2 mm, pe care l-am primit, se referă la modele mai vechi) - 4 electrozi dubli realizate (electrodele sunt așa cum sunt afișate pe site-ul producătorului) Produsul comandat arată astfel: cureaua primită are un răspuns care se referă la această situație:",service,bt_1chain
434047,"Sunt atât de dezamăgit, atelierul care nu poate muta firele, nu pot să cred!",service,bt_1chain
434048,Restricţionarea accesului la triciclete între rafturi... pentru că e enervant să încerci ceva şi să fii lovit de cineva.,environment,bt_1chain
434049,"Preţurile sunt prost indicate, unul este pe raft şi celălalt acasă, lipsa personalului în local.",shop organization; staff availability,bt_1chain
434050,"După 10 luni materialul a fost tăiat pentru a se potrivi cutia care se formează în timpul mersului pe jos și Decathlon a refuzat să-l schimbe pe motiv că ""garanția"" este doar pentru cusături și lipici.",product; quality; return warranty,bt_1chain
434051,"Am comandat nişte produse, au ajuns trei săptămâni mai târziu, şi am aflat din întâmplare că au ajuns la magazinele Tg-Mures, de la fratele meu care a comandat ceva el însuşi.",delivery,bt_1chain
434063,"Vin aici pentru că pot găsi produse care îmi satisfac nevoile şi mai mult, toate într-un singur loc. Sunt mulţumit de calitatea unora dintre produse, dar adesea produsele sunt amestecate şi preţurile lipsesc în unele dintre ele. Nu ar fi o problemă dacă am putea găsi personalul dispus să ne ajute, dar ei au întotdeauna ceva de făcut. Nu dau vina pe personal pentru că îi văd alergând tot timpul, dar poţi vedea şi simţi lipsa de angajaţi! Cu respect.",quality; shop diversity; shop organization; staff availability,bt_1chain
434065,"M-am dus să iau o comandă online, și ni s-a spus că a fost luată de altcineva, și a fost nevoie de multă insistență și rugăciune pentru a ne asigura că nu a fost luată.",service; staff competency,bt_1chain
434071,Majoritatea oamenilor lucrează până la ora 15:00.,misc,bt_1chain
434072,"Personalul nu are nici o idee cum este organizat site-ul, contul online, cum se numesc unii pe alții etc. Am așteptat mai mult de 15 minute pentru emiterea unui card de membru, nu există nicio corelație între numele clientului (codul clientului) și cupoanele de reducere / loialitate sau cum se numesc. Ei bine, cred că este mai mult o problemă de management, deoarece dacă el stabilește în mod clar atributele fiecăruia, iar personalul va merge ca o muscă fără cap.",staff competency; service,bt_1chain
434073,"În general, magazinul și personalul sunt în regulă. Singurul aspect negativ ar fi că ei le-au lăsat copiilor să se joace cu diverse produse lăsate pentru testare (presupun) dar nimeni nu le explică cum să le folosească. Am fost lovit foarte tare în picior de o skateboard folosită de un copil, care, sunt convins că nu a fost instruit de nici un reprezentant al magazinului. Am părăsit magazinul cu mare dificultate după o lungă perioadă petrecută pe o bancă, pentru recuperare.",staff competency; environment,bt_1chain
434084,"Aş prefera să nu exagerez cu echipamentul de testare (biciclete, scutere, etc.) nu e un loc de joacă.",environment,bt_1chain
434085,"Am întrebat câțiva angajați despre prețul unui produs, și mi s-a spus că nu este departamentul lor.",service; shop organization; staff competency,bt_1chain
434086,"După mai mult de 48 de ore de la comandă nu am primit confirmarea, iar telefonul nu poate fi contactat pentru a primi informaţii despre comandă şi pentru a coordona livrarea.",service; staff competency,bt_1chain
434087,"Am vizitat secțiunea de biciclete căutând în mod special accesorii pentru biciclete.Primul lucru care nu mi-a plăcut a fost lipsa etichetelor de pe raft.Am căutat eticheta pentru o cutie dar a fost imposibil de localizat.În plus, cutii erau complet amestecate pe rafturi.Același lucru s-a întâmplat și în zona șosetelor de ciclism.Am cumpărat la promoție șosete de ciclism albe pentru 13 lei perechea.Am luat și șosete negre, de data aceasta un pachet de 2 pachete.Prețul nu a fost afișat pentru acest pachet.Am văzut mai târziu la adresa casei că 2 perechi de pantofi negri costau 44 lei și 2 perechi de pantofi albi erau vândute separat.Dar am acceptat reclamația,",promotions; shop organization; staff competency; staff competency,bt_1chain
434090,"Înţeleg că colecţia se schimbă, dar să fie o sâmbătă când magazinul era plin de cumpărători şi rafturile erau goale, nu înţeleg.",shop organization; staff availability,bt_1chain
434092,"Anul trecut am fost foarte fericit, dar anul acesta nu sunt fericit.",delivery,bt_1chain
434095,A durat mai mult de o săptămână de la data ordinului să ajungă la mine.,delivery,bt_1chain
434096,"Mi-a plăcut ideea de a testa produsele în magazin, dar acum a ajuns la extreme. Ei joacă tenis, lovesc mingi cu capul etc. Ce contează că au lovit alți cumpărători? La ultima vizită în sala principală, doi ""domni"" jucau fotbal lovind obiecte vizitatorilor fără nici o jenă. Știu asta pentru că am fost lovit în timp ce căutam câteva produse. Apoi cel mic era pe cale să fie lovit de câțiva copii care alergau cu bicicletele lor pe culoar. Înțeleg politica de libertate a magazinului, dar mă aștept să țineți totul sub control. Am menționat că am menționat ce s-a întâmplat acasă, dar am primit doar un ""nu putem controla oamenii, încercați să fiți mai atenți"""".",environment; staff competency,bt_1chain
434102,"Dezordine, o mulțime de produse și ambalaje colorate.Stand de pantofi neprețuite.Poate că au fost ultimele 6 perechi de produse, dar nu era niciun preț afișat nicăieri în culoar.Așteptat prea mult la case (sistemul nu funcționează, o altă casă nu funcționează imprimantă, o altă casă a rămas fără hârtie în casa de marcat).... din 3 case consecutive, în total 10 minute de așteptare la casă.",shop organization; service,bt_1chain
434104,"Durează mult prea mult. 15 zile, ajung la o lună.",misc,bt_1chain
434105,"Magazinul acoperă o gamă variată de sporturi, dar...să fim serioși, puneți pe picior egalitatea de polo sau badminton cu fotbalul. Căutam o minge potrivită pentru piciorul de tenis, ocazional fotbal. Am petrecut aproximativ 30 de minute pentru a le încerca...De fapt, am avut doar două opțiuni de marcă: Adidas și Kipsta. Nimeni nu m-a ajutat de la magazin, cred că a fost un lucrător în afara carierei. La Decathlon trebuie să fii mulțumit de puținele informații de pe etichetă. Angajații sunt mereu ocupați cu asamblarea imprimărilor sau cu aranjarea produselor pe raft. Într-un fel este bine când nu ai mulți bani de cheltuit, cum ar fi o vizită la muzeu, și crezi că nimeni nu î",shop diversity; staff availability; shop organization; staff competency; price; quality; product; shop diversity,bt_1chain
434111,A trebuit să merg un kilometru până la bancomat pentru că nu mi-au recunoscut cardul la voi acasă.,service,bt_1chain
434112,"O atenţie sporită la numărul de case deschise, probleme rezolvate la casa unde se fac declaraţiile şi facturile.",service; staff competency,bt_1chain
434118,"Mi se pare foarte ciudat că atunci când plasezi comanda, faci plata și nu primești un e-mail de la compania vânzător pentru a fi informat că totul este în regulă. Pentru a fi informat despre livrare și primirea altor solicitări (montaj, asamblare opțională etc.) Trebuie să lucrezi în continuare la magazinul online pentru că nu ești obișnuit cu niciun magazin online din România.",service; tech support,bt_1chain
434119,"În general sunt mulţumit de Decathlon Berceni, dar astăzi (4.04.17) am fost total dezamăgit de organizarea muncitorilor din atelier, în special în departamentul de biciclete şi servicii. Este inacceptabil ca la ora 10 în timpul săptămânii, cu 3 clienţi în atelier, să nu pot schimba anvelopele de pe bicicleta pe care am cumpărat-o de la tine. O operaţie care durează 5 minute maximum, mi s-a spus că poate fi făcută în aproximativ 2-3 ore",staff competency; service,bt_1chain
434122,"Calităţile de mai sus trebuie să fie legate/ajustate de faptul că, la acel moment, 2 sau 3 persoane cred că au fost angajate recent, fiind în curs de formare.",misc,bt_1chain
434125,"Totul a fost super ok până la ultima comandă, produsele trebuiau aduse din depozitul internațional, termenul limită de 12 zile, doar că termenul limită a trecut și încă trebuie să aștept, sper că nu încă 12 zile!!!!!",delivery,bt_1chain
434129,"Când e aglomerat în magazin, toate ușile deschise, o casă separată pentru informații, rezolvarea problemelor de cumpărături, răspunsul la telefon, trimiterea de mesaje la magazin, omul casei face toate astea, și, implicit, e greu să te avansezi.",service,bt_1chain
434130,Am trimis un pachet pentru o returnare de 30 de zile şi încă nu am primit banii.,return warranty; staff competency,bt_1chain
434132,"Departamentul de pește este o mizerie totală. 25% din produse nu au preț, nu există scanări (doar acasă). au existat lansări de rahat care au defecte de fabricație (segmentele nu se potrivesc). când reușiți să găsiți un angajat și spuneți că doriți informații despre un produs de la departamentul de pește toată lumea zâmbește ironic și nu vă poate ajuta.",shop organization; service; product; staff competency,bt_1chain
434134,Produsele de pe site conțin foarte puține imagini și foarte puține informații.,tech support,bt_1chain
434136,"Am cumpărat online, mi-ai trimis un produs folosit și incomplet. Din punctul de vedere al experienței, unul foarte neplăcut. Ai făcut o greșeală și trebuie să iau toate măsurile pentru a corecta greșeala. Fără scuze, nu fac nimic. Dezamăgitor. Este păcat că ai un preț pentru produsul cumpărat online și un altul mult mai mic la rezervare.",service; shop organization; staff competency,bt_1chain
434138,"Nu toate mărimea erau disponibile.. cele mai multe dintre pantofi am vrut au fost 40.38, am nevoie de 39, am renunțat și a ales un alt model deși mi-ar fi plăcut acel model.. nu am avut pe nimeni să întreb dacă au fost 38 am fost purtând expuse",shop diversity; staff availability,bt_1chain
434140,"Am cumpărat două scutere aseară, una albă și una neagră, cea neagră cu ambalajul ușor deteriorat (cutia pliată la un capăt, probabil în spatele deschiderii, folia cu bule care trebuia să fie pe aripă/frâna din spate era pe mâner, aripa fiind goală în comparație cu scuterul alb care avea o cutie de carton lângă folia de protecție, geanta cu manualul de instrucțiuni și bareta fiind desfăcută), nu păstrând ambalajul intact, arătând doar semne care m-au făcut să cred că a fost folosit sau expus. Problema serioasă a ieșit la lumină mai târziu când am crezut că sunt o plimbare alunecoasă, cea albă a fost pliată într-un mod nesigur și cea neagră era nesigură, dar fo",service; product; product; return warranty,bt_1chain
434143,"Magazinul dvs. aduce un plus atât la gama de produse sportive, cât și la serviciile oferite.",product; service; shop diversity,bt_1chain
434147,"Bun Produsul comandat nu a sosit azi este data 03.06.2018 Prin urmare, eu nu mai vreau acest produs pentru a nu respecta termenul de livrare",delivery,bt_1chain
434149,"Secţiunea de alergare este lipsă...varietatea de produse este foarte slabă...plus nu poţi găsi toate dimensiunile necesare...care ALERARGA LA XL şi XXL>? Nu întreabă nimeni în acest domeniu?...Vreau mai multe produse S şi M că el / ea de L este, de asemenea, în S / M înghesuit! În timp ce am fost în căutarea pentru cineva pe secţiune, tot personalul a fost acasă!",shop diversity; staff availability,bt_1chain
434152,"În magazin te simți atacat tot timpul de oameni care se mișcă cu viteză mare cu scutere, biciclete,....... nu te poți uita la absolut nimic calm pentru că ești în pericol constant. Aș vrea ca toate sporturile să se mute și magazinul să rămână ceva liniștit unde poți compara, studia și cumpăra.",environment,bt_1chain
434153,"Cabinele de testare sunt problema mea, şi asta pentru că clienţii iau prea mult timp.",service,bt_1chain
434156,Am primit un voucher care a expirat când am fost să-l folosesc.,service,bt_1chain
434157,Să oferim un număr limitat de produse pentru testare.,misc,bt_1chain
434158,"Am fost total nemulţumit pentru că a trebuit să aştept produsul aproape 2 luni, comanda fiind făcută în magazin.",service; delivery,bt_1chain
434161,"Pro: - personal prietenos și informatContra:- magazinul este plin de copii, trebuie să fii foarte atent să nu te intersectezi cu copiii unui părinte care îi lasă să se plimbe prin magazin.- în secțiunea accesorii pentru biciclete rafturile nu erau stocate și produsele nu erau organizate (efectul trecerii clienților români pe raft).- lipsa unui angajat care să răspundă efectiv la întrebările clienților de pe rafturi am simțit mai mult cu fiecare vizită în acest magazin.",staff competency; environment; shop diversity; shop organization; staff availability,bt_1chain
434162,A trebuit să sun de două ori pentru a obține comanda mea gata și livrat.,delivery,bt_1chain
434167,"Produsul comandat este OK, dar compania de curierat, Fan Courier, este geloasă.",product; delivery,bt_1chain
434169,Nu e normal să dau o comandă pe 18 decembrie şi să nu fie livrată curierului.,service,bt_1chain
434171,"Am aşteptat mult timp pentru eliberarea unei facturi, nu pentru că era publică, era o persoană, ci pentru că cel care trebuia să valideze ceva fata de facturare nu a fost găsit",staff availability,bt_1chain
434173,"Nu a fost mulţumit de curier, a primit comanda după patru zile.",delivery,bt_1chain
434175,"Haos în magazin, plin de copii neîncredinţaţi pe biciclete, scutere, etc.",environment,bt_1chain
434177,"Dacă ai nevoie de mai multe informații despre produse, trebuie să te plimbi prin cartiere în căutarea cuiva calificat să-ți răspundă. Este ca și cum se ascund toți când le cauți. Chiar dacă magazinul era aproape gol de clienți în momentul în care am fost acolo. Mai bine să instalezi stocuri de informații terminate și / sau locația lor în magazin și chiar eliminate de la angajați. Dacă acestea sunt încă inutile.",service; staff availability,bt_1chain
434182,Am primit produsul după 15 zile în loc de 7 cum se spune pe site-ul în loc de un set de 2 camere motocicleta în pachet a fost doar unul am sunat și au promis că va fi rezolvată sper,delivery; service,bt_1chain
434183,"Informații pentru clienți prin bannere sau etichete care evidențiază tipul de produs și sexul persoanelor cărora li se adresează produsul (femei, bărbați, unisex).",service,bt_1chain
434184,Am fost deranjat de faptul că nu am găsit produsul pe care îl căutam (o sanie) și nici măcar nu mi s-a oferit posibilitatea de a verifica stocurile în alte magazine,shop diversity; service,bt_1chain
434186,"Din păcate, nu pot face o evaluare pentru că încă nu am primit produsul. Când am comandat pe 21 decembrie, data de livrare a fost 29 decembrie. Deci, când trebuia să-l aduc acasă, a fost livrat curierului în acea zi. Şi încă nu am primit produsul.",delivery,bt_1chain
434189,"Mi-am imprimat numele pe o cămaşă de sport şi în două zile toate literele au ieşit de pe ea, deşi am fost asigurată că va rezista la spălare.",service,bt_1chain
434193,"Am petrecut mai mult timp acasă decât în magazin, una dintre case era încuiată pentru că un produs nu avea cod de bare, iar casierul de la cealaltă casă nu știa cum să introducă un cec de reducere și a trebuit să așteptăm până când a fost încasat.",service; staff competency,bt_1chain
434194,"De la început, vizita a fost foarte grea pentru că eram într-o dubă care avea peste 9 metri înălțime și nu puteam intra în parcare din cauza barierei, a trebuit să parchez la Leroy Merlin și să merg pe jos la Decathlon, nu am înțeles nevoia barierei.",accessibility,bt_1chain
434196,"Am cumpărat o pereche de ochelari de soare pentru ciclism, dar standul unde erau expuse era un dezastru total. Nu am putut să le iau o mostră, ochelarii de soare erau blocați de sistemul de alarmă, nu erau mostre expuse, iar pentru fiecare pereche pe care voiam să o iau, trebuia să alerg după un lucrător comercial.",shop organization; environment,bt_1chain
434197,"M-am dus pe 19 aprilie 2017 să cumpăr diverse lucruri. Totul era bine până am ajuns acasă. La 21.03 erau două case care funcționau. OK. M-am așezat la una dintre ele și după ce gospodina a terminat cu persoana pe care o servea, s-a uitat la mine și mi-a spus că casa era închisă! I-am spus că ar fi trebuit să-mi spună în avans să nu mă lase să stau 10 minute și să mă învinovățească pentru rândul meu (am fost a doua persoană și în spatele meu erau doi colegi care stăteau la rând și în casa de alături erau cinci persoane). Am mers la casa disponibilă, singur, și m-am așezat la rând. La prima casă erau trei angajați care vorbeau. Unul dintre ei semna pe cei care tocmai au fost redeschide. Era intim",service; staff competency,bt_1chain
434199,"Dezamăgit de serviciul de reparaţii a anvelopelor... Nu mă aşteptam ca după serviciu să explodeze anvelopa, stând pe loc la nu mai puţin de 2 km de decatlon... anvelopa era mult prea umflată, şi a explodat.",service,bt_1chain
434201,"Era doar o casă deschisă, şase angajaţi stăteau la tejghea, iar coada de la acea casă era de cel puţin 12-15 persoane.",service; staff competency,bt_1chain
434204,"Am un card, dar nu are rost, reducerile nu sunt vizibile, cel puţin pe jacheta 279-poof şi penele de raţă.",promotions,bt_1chain
434208,Am comandat un produs care era în stoc...şi după ce data de livrare a fost stabilită am fost sunat şi mi s-a spus că produsul nu era în stoc şi că trebuia comandat din Franţa....nu am cuvinte...,service,bt_1chain
