id,text_cleaned,all_categories,all_polarities,text_bt_RoEnRo,text_bt_RoEnChRo
432311,Nu se observa disponibilitatea personalului de pe diferite raioane pentru ajutorul solicitat.,staff availability,Negative,Nu există nici o indicaţie cu privire la disponibilitatea personalului din diferitele secţii pentru asistenţa solicitată.,Nu există niciun indiciu că personalul din secţii ar putea oferi asistenţa necesară.
432316,"Am fost si am cumparat din magazinul din Cluj in 2 zile consecutive, in 28 si 29 martie, si in ambele zile nu erau pungi la case, si am plecat cu cumparaturile in mana in ambele dati. Cred ca se putea gasi o solutie de a cumpara pungi de plastic de oriunde, fara brandul pe ele, si sa le oferiti clientilor alternativa sa isi duca cumparaturile in punga, nu in brate.",service,Negative,"Am fost la magazinul din Cluj două zile la rând, pe 28 și 29 martie, și în ambele zile nu am avut genți acasă, am plecat cu cumpărăturile în mână în ambele zile. Cred că ar putea fi o soluție să cumperi genți de plastic de oriunde, fără marca pe ele, și să oferi clienților alternativa de a-și lua cumpărăturile în geantă, nu în brațe.","Am fost la cumpărături în Cluj două zile la rând, pe 28 și 29 martie, fără saci acasă, și am venit acasă cu cumpărături."
432318,"Inainte de efectuarea cumparaturilor aveam un numar X de puncte, dupa efectuarea cumparaturilor acelasi numar de puncte",service,Negative,"Înainte de a face cumpărături, am avut X de puncte, după ce am făcut cumpărături, acelaşi număr de puncte.","Am avut X puncte înainte de a cumpăra, și am avut aceleași puncte după a cumpăra."
432321,Comanda a intarziat. A fost livrata doar dupa ce am facut reclamatie. Produsul a ajuns incomplet. E vorba de o bicicleta care pe site spune ca are inclus si bec fata si bec spate. A ajuns fara bec fata.,delivery; service; staff competency,Negative; Negative; Negative,Comanda a fost întârziată. A fost livrată doar după ce am făcut o plângere. Produsul a sosit incomplet. Este o bicicletă care pe site-ul spune că include atât farul și farul din spate. A sosit fără far.,A fost o comandă întârziată. A fost livrată după ce m-am plâns. Produsul nu a sosit în întregime.
432328,Sacul de box cumparat este stricat. Are umflaturi nepermis de mari si nu poate fi folosit.Vreau sa fie inlocuit.Produsele mabalate la livrare ar trebui verificate de personalul magazinului.,product; delivery,Negative; Negative,Sacul de box pe care l-am cumpărat este stricat. Are umflături mari ilegale şi nu poate fi folosit. Vreau să fie înlocuit. Produsele ambalate la livrare trebuie verificate de personalul magazinului.,Punga de box pe care am cumpărat-o s-a stricat. A fost umflată ilegal şi nu poate fi folosită. Vreau să o înlocuiesc. Produsul împachetat la livrare ar trebui să fie verificat de către personalul magazinului.
432334,Am avut o bicicleta depusa la atelier pentru revizie si trebuie sa revin cu ea pentru romontarea corecta a franelor.,service,Negative,Am avut o bicicletă luată la atelier pentru reparaţie şi trebuie să o aduc înapoi pentru reparaţia corectă a frânelor.,"Am avut o bicicletă care a fost dusă la atelier pentru reparații, dar nu a fost reparată."
432335,"Buna ziua,Am ajuns seara tarziu aproape de inchidere si era destul de aglomerat . cu ajutorul unui lucrator comercial am gasit ceea ce cautam.Cand am ajuns la casa de marcat domnisoara de acolo era tare suparata aproape nici nu ne-a privit a facut totul mecanic. Stiu ca este greu am lucrat si eu multi ani in magazine de genul acesta dar niciodata nu am avut o mutra acra cand am servit clientul.",staff competency; staff competency; environment,Positive; Negative; Negative,"Bună, am ajuns târziu seara, aproape de închidere și era destul de aglomerat. cu ajutorul unui lucrător comercial am găsit ceea ce căutam. Când am ajuns la casa de marcat, doamna era foarte supărată, aproape că nu ne-a privit, a făcut totul mecanic. Știu că este greu am lucrat mulți ani în magazine ca acesta, dar nu am avut niciodată o față acră atunci când am servit clientul.","Am ajuns în seara, când era aproape de închidere, era aglomerat. Cu ajutorul lucrătorilor de la comerţ, am găsit ce voiam. Când am ajuns la casieră, doamna de acolo era foarte supărată şi nu ne-a văzut aproape deloc făcând nimic mecanic."
432336,Am fost dezamagita de ultima vizita din magazin. La nevoie cu greu am luat legatura cu un specialist de la Raionul biciclete care a raspuns in graba si foarte superficial. M-am plimbat toata sala fara sa gasesc ce caut. La raionul copii nu am gasit marimea potrivita pentru sandalale de baie si cu greu am gasit produsele cautate. La raionul de fitness nu am gasit o pereche de pantaloni potriviti pentru sezonul de vara.,shop diversity; shop organization; staff availability; staff competency,Negative; Negative; Negative; Negative,"Am fost dezamăgită de ultima mea vizită la magazin. Când am avut nevoie de el, abia am contactat un specialist din departamentul de biciclete care a răspuns rapid și foarte superficial. Am mers prin cameră fără să găsesc ceea ce căutam. În departamentul pentru copii nu am putut găsi mărimea potrivită pentru sandalele de înot și abia am găsit produsele pe care le căutam. În departamentul de fitness nu am putut găsi o pereche de pantaloni care să se potrivească sezonului de vară.","Am fost dezamăgit de ultima mea vizită la magazin. Când am avut nevoie, am avut puține contacte cu specialiștii din secția de biciclete, care au răspuns rapid și foarte superficial. Am căutat prin cameră, dar nu am găsit ceea ce am vrut."
432338,"1.Afișarea prețului la toate produsele.2.Implementarea unui mecanism software care sa împiedice scanarea de două ori a aceluiași articol, evident cu adăugarea eronată pe bonul valoric..",shop organization; service,Negative; Negative,"1.Avizarea preţurilor pe toate produsele.2.Implementarea unui mecanism software pentru a preveni dubla scanare a aceluiaşi produs, evident cu adăugarea eronată pe voucher.","1. Prezentarea prețurilor pe toate produsele. 2. Implementarea unui mecanism software pentru a preveni dubla scanare a acelorași produse, adică adăugarea unor erori evidente pe tichete."
432340,magazinul a fost aglomerat și multe raioane erau cu puțină marfă,shop diversity; environment,Negative; Negative,Magazinul era aglomerat şi multe secţii erau lipsite de bunuri.,"Magazinele sunt pline, multe camere sunt în deficit"
432341,"În magazinul din Militari am dat o comanda de un ceas de damă, ceas ce urma să fie adus de la Buzau și a trecut mai bine de două saptamani și nu am fost sunat sa merg sa ridic produsul în condițiile în care mi s-a spus că durează cam 4-5 zile. Tipul de la acel raion a fost jalnic în atitudine și exprimare. Neseriosi pt ca nu am fost sunat pt acel ceas alb.",delivery; staff competency,Negative; Negative,"În magazinul din Militari am comandat un ceas de doamnă, ceasul trebuia să fie livrat din Buzau şi au trecut mai mult de două săptămâni şi nu am fost chemat să merg să iau produsul în condiţiile în care mi s-a spus că durează aproximativ 4-5 zile.","În magazinul din Milita, am comandat un ceas de damă, care a fost trimis din Buzău, a trecut mai bine de două săptămâni, nu am fost chemat pentru a-l lua, pentru că mi s-a spus că va dura aproximativ 4-5 zile."
432348,"Angajatii nu prea stau la raion si esti nevoit sa mergi sa-i cauti.Articolele pentru copii nu sunt organizate intr-un singur loc ci trebuie sa cauti la toate raioanele produse pentru copii.Din 2 angajati cu care am comunicat, 1 fiind o fata cu deficiente de auz si vorbire, toata stima, a fost foarte draguta si deschisa sa ma ajute, in schimb, la receptie experienta a fost total opusa.",shop organization; staff availability; staff competency; staff competency,Negative; Negative; Positive; Negative,"Angajaţii nu stau mult la tejghea şi trebuie să te duci să-i cauţi.Articolele pentru copii nu sunt organizate într-un singur loc, ci trebuie să le cauţi în toate departamentele produse pentru copii.Dintre cei doi angajaţi cu care am comunicat, unul fiind o fată cu deficienţe de auz şi de vorbire, cu tot respectul, ea a fost foarte drăguţă şi deschisă să mă ajute, dar la recepţie experienţa a fost total opusă.","În schimb, trebuie să te uiţi prin toate secţiile care produc pentru copii, nu prin toate secţiile care sunt aliniate într-un singur loc."
432350,"Omul de la paza, vazand copii nostrii in magazin (12-14 ani), a vorbit foarte urat cu copii nostri nestiind ca si noi, parintii, suntem in magazin, ceva de genul: de cate ori sa va mai scot din magazin? Si invocand regulamentul magazinului, desi copii doar priveau prod. incercand sa aleaga ceva. Rusinos. Cu toate astea magazinul e ok, lucratoarea comerciala (o fata mai tinerica, cu codita, cu nume unguresc Kinga parca, amabila a ajutat la alegerea produsului cumparat. Bravo ei, rusine omului de la paza!",security; staff competency,Negative; Positive,"Paznicul, văzând copiii noștri în magazin, de 12-14 ani, a vorbit foarte rău cu copiii noștri neștiind că noi, părinții, suntem în magazin, ceva de genul: de câte ori trebuie să te scot din magazin? și invocând regulamentul magazinului, chiar dacă copiii se uitau doar la produs, încercând să aleagă ceva. rușinos.","De ce nu-i aşa că vânzătoarea ne vede pe noi, copiii de 12-14 ani, în magazin, vorbeşte urât despre noi, copiii noştri, ne ştie că noi, părinţii, suntem în magazin, asemănător cu: ""De câte ori trebuie să te scot din magazin?"" şi invocă regulile magazinului, chiar dacă copiii se uită doar la produse, încercând să aleagă ceva."
432357,Vanzatori nu prea sunt prin magazin si nu cunosc produsele. Nu sunt scolarizati si nu-si cunosc produsele nici noutatile,staff availability; staff competency,Negative; Negative,"Vânzătorii nu sunt prea mulţi şi nu cunosc produsele, nu sunt educaţi şi nu ştiu produsele lor sau ştirile.","Vânzătorii nu sunt prezenți, nu cunosc produsele, nu au acces la internet, nu au acces la internet."
432359,E foarte dificil de intrat in legatura cu operatorul magazinului online. Nu ridica nimeni. Stai cu orele.,tech support,Negative,Este foarte dificil să iei legătura cu operatorul magazinului online.,"În plus, este foarte greu să contactezi proprietarii magazinelor online."
432362,"Am comandat luni o bicicleta fara pedale pt copii, la 199.90 lei. Mi s-a spus ca urma sa soseasca a doua zi, dupa ce s-a verificat pe calculator. Am fost azi (miercuri) si nu era sosita, nici macar nu se stie daca va ajunge pana sambata (de Paste). Am rugat sa mi se dea un nr de telefon din magazin, pt a verifica daca a ajuns si mi s-a spus sa intru pe site si sa il iau de acolo :(( ma indoiesc ca in Franta mi se raspundea la fel !",delivery; service; staff competency,Negative; Negative; Negative,"Am comandat luni o bicicletă fără pedale pentru copii, pentru 199,90 lei. Mi s-a spus că va ajunge a doua zi, după ce am verificat pe calculator. M-am dus astăzi (miercuri) și nu a ajuns, și nici nu se știe dacă va ajunge până sâmbătă (Paștele). Am cerut un număr de telefon de la magazin pentru a verifica dacă a ajuns și mi s-a spus să merg pe site și să-l obțin acolo: ((((Mă îndoiesc că în Franța mi-ar răspunde în același mod!","Am comandat luni o bicicletă pentru copii fără pedala, pentru 199,90 lei. Am verificat pe computer și mi s-a spus că va sosi a doua zi. Am plecat astăzi (mercuri) și nu a ajuns, nici măcar nu știu dacă va ajunge până sâmbătă (paștele)."
432363,"Magazinul este ok, dar ma deranjaza ca nu este o calea pietonala pana la acest magazin si faptul ca trebuie sa ma strecor printre masini si prin iarba sa ajung la el ma face sa vin foarte rar",accessibility,Negative,"Magazinul e bine, dar mă deranjează că nu e un drum până la magazin şi faptul că trebuie să mă furişez prin maşini şi iarbă ca să ajung acolo mă face să vin aici foarte rar.","De fapt, magazinul e bun, dar mă enervează faptul că nu se poate merge pe jos, iar eu trebuie să mă furişez prin maşini şi prin iarbă, aşa că vin foarte rar aici."
432364,"Am cumparat o trotineta in ciuda faptului ca nu am putut sa o probez. Baiatul de la raion, desi modelul ales nu era expus si asamblat ca macar sa o vad, nu mai vorbim de proba, mi-a pus in vedere ca o scoate din cutie dar va trebui sa o iau pe aceea nicidecum alta sigilata.In conditiile in care magazinul isi face reclama ca """"probezi inainte sa cumperi"""" consider ca acest lucru se aplica numai la unele produse si daca se doreste.La casa o domnisoara plictisita si afectata (probabil considera ca postul de casiera era sub pregatirea ei) se contrazice desi ii spun ca, costumul de baie din doua bucati are un singur pret. Dupa ce incearca sa scaneze ambele piese fara succes, pleaca si verifica la o alta colega acest lucru....",service; staff competency,Negative; Negative,"Am cumpărat un scuter, deși nu am putut să-l încerc. Tipul de la tejghea, deși modelul pe care l-am ales nu era expus și asamblat, așa că l-am putut vedea, dar să nu mai vorbim de a-l încerca, mi-a sugerat să-l scot din cutie, dar aș fi trebuit să-l iau cu un sigiliu diferit. Deoarece magazinul îl anunță ca ""cumpărați înainte de a cumpăra"", cred că acest lucru se aplică doar la unele produse și dacă doriți. Acasă, o colegă plictisită și afectată (probabil având în vedere că poziția casierei era în pregătirea ei) se contrazice chiar dacă îi spun că costul unei băi din două piese nu valorează nimic. După ce a încercat să scaneze masa, nu","Am cumpărat o motocicletă, deși nu am avut ocazia să o încerc. Băiatul de la tejghea, deși modelul pe care l-am ales nu era la expoziție și era asamblat așa încât l-am putut vedea, să nu mai vorbim de un test, m-a sfătuit să-l scot din cutie, dar a trebuit să-l sigilez cu un sigiliu diferit."
432366,"Am uitat un articol vestimentar in cabina de proba.La 10 minute dupa ce am iesit din cabina, m-am intors si nu am gasit ce am uitat.Am rugat personalul sa se uite pe camera de supraveghere, le-am oferit bonul care indica ora, i-am rigat sa se uita si sa vada zona de acces a cabinelor, piate vedem cine a iesit din cabina respectiva.Mi-au spus ca nu au camera in zona cabinelor, nici macar pe culoar, nimic care sa observe un eventual furt care poate avea loc in acea zona Exista o problema in sensul asta.Inteleg lipsa camerelor in cabine, dar in zona de acces mi se pare absurd sa nu exista o securitate.",security,Negative,"Am lăsat un articol de îmbrăcăminte în cabina de probe.La zece minute după ce am plecat din cabină, m-am întors și nu am găsit ce am uitat.Am cerut personalului să se uite la camera de supraveghere, le-am dat timbrul de timp, le-am spus să se uite și să vadă zona de acces a cabinelor, astfel încât să putem vedea cine a părăsit cabina.Mi-au spus că nu au camera în zona cabinei, nici măcar în hol, ceea ce nu este nimic pentru a observa un posibil furt care ar putea să se întâmple în acea zonă.Există o problemă în acest sens. Lipsa de camere în cabine, dar în zona de acces mi se pare absurd că nu există securitate.","Am lăsat o rochie la mostratorul cu dovezi. După zece minute de la mostrator m-am întors şi nu am găsit ce am uitat. Am cerut personalului să se uite la camerele de supraveghere, le-am dat timp, le-am spus să se uite la zona de intrare a mostratorului, astfel încât să vedem cine a părăsit mostratorul."
432369,4 vanzator discute si tu stai ca ... era neplacut nepasarea vanzatorilor !,staff availability; staff competency,Negative; Negative,Patru vânzători vorbesc şi tu stai acolo ca şi cum... a fost neplăcut indiferenţa vânzătorilor!,"Patru vânzători vorbesc, tu stai acolo, ca... Această indiferență neplăcută a vânzătorilor!"
432370,"Buna ziua, am dorit sa achizitionam 10 echipamente complete de fotbal si spre nemultumirea noastra am constatat ca produsele nu se afla pe stoc, urmand a fi comandate.Am dorit sa le si inscriptionam si am fost la fel de nemultumiti cand am aflat ca nu beneficiem de nicio reducere. De asemenea, lipseau de pe stoc adidasi fotbal marime 28, colanti pt 8 ani, tricouri si aparatori. In concluzie, am reusit in urma vizitei sa achizitionez doar o maleta neagra pt 8 ani, desi imi doream alba (lipsea de pe stoc).",promotions; shop diversity,Negative; Negative,"Bună ziua, am vrut să cumpărăm 10 kituri complete de fotbal și cu nemulțumirea noastră am constatat că produsele nu erau în stoc, urmând comanda.Am vrut să le înregistrăm și am fost la fel de nemulțumiți când am constatat că nu am beneficiat de nicio reducere.De asemenea, nu au fost încălțăminte de fotbal de dimensiunea 28, tricouri și baraje timp de 8 ani, lipsă din stoc.În concluzie, am reușit după vizită să cumpărăm doar o valiză neagră timp de 8 ani, deși am vrut albă (fără stoc).","Bună ziua, vrem să cumpărăm 10 seturi complete de fotbal, ne-am simțit foarte nefericiti când am aflat că produsele nu sunt în stoc, conform comenzii. Vrem să le înregistrăm, la fel de nefericiti când am aflat că nu am beneficiat de nici o reducere."
432371,Să nu se mai permita mersul CU Bicicleta ....mai ales copii care merge CU viteza.....,environment,Negative,"Să nu mai permitem ca oamenii să meargă pe biciclete, mai ales copiii care merg cu viteză.","Să nu mai permitem bicicletele, mai ales copiilor care merg repede."
432373,"Cortul pe care l-am comandat, prima dată a venit tăiat. Mi se pare o mare neglijență, nesimțire si rea vointă din partea celor care au trimis cortul. Tăietura era de 10 cm lungime si era imposibil să nu o observi",staff competency; delivery,Negative; Negative,"Cortul pe care l-am comandat, prima dată când a venit, a fost tăiat, şi cred că a fost o mare neglijenţă, insensibilitate şi răutate din partea oamenilor care au trimis cortul, iar tăietura era de patru centimetri lungime, şi era imposibil să nu-l observi.","Am comandat o factură, a venit prima dată, a fost tăiat, şi cred că a fost o mare neglijenţă, insensibilitate şi vicios din partea celui care a trimis factura, care a fost un om rău, care a fost un om rău, care a fost un om rău, care a fost un om rău, care a fost un om rău, care a fost un om rău, care a fost un om rău, care a fost un om rău, care a fost un om rău, care a fost un om rău, care a fost un om rău, care a fost un om rău, care a fost un om rău, care a fost un om rău, care a fost un om rău, care a fost un om rău, care a fost un om rău, care a fost un om rău, care a fost un om rău, care a fost un om rău, care a fost un om rău, care a fost un om rău"
432378,"Cabine de proba putine, te lipsesti sa mai probezi, gasesti giarte greu produsele. La casa mi s-a spus ca st 3 bluze de trening marimea xs la raft nu mi s-a gasit nici una cu un pretext aberant...",shop organization; service,Negative; Negative,"Mi s-a spus acasă că erau trei pulovere mărimea X pe raft, dar nu am putut găsi niciunul cu un pretext aberant...","Am auzit că acasă sunt trei pulovere X pe rafturi, dar nu am fost niciodată în stare să le cumpăr."
432380,"Din pacate satisfactia globala si atmosfera generala sunt stricate de parintii cu copii nesupravegheati.Nu o singura data am fost cat pe ce sa fiu lovit de cate un bididiu pe bicicleta sau trotineta.Poate ca pe viitor le veti crea un loc de joaca numai al lor in care sa-si testeze abilitatile, fara riscul de a se accidenta sau si mai rau, de a accidenta pe alcineva.",environment,Negative,"Din păcate, satisfacţia şi atmosfera generală sunt stricate de părinţii cu copii neîncredinţaţi. Niciodată nu am fost aproape lovit de un şmecher pe bicicleta sau scuterul meu. Poate că în viitor veţi crea un loc de joacă pentru ei, unde să-şi testeze abilităţile fără riscul de a se răni sau, mai rău, de a fi lovit în cap.","În general, satisfacția și atmosfera copiilor sunt distruse de absența supravegherii părinților."
432383,"Încă nu am primit comanda și a trecut o săptămână . Nu am fost anunțată de întârzierea comenzii nici măcar prin email. După ce am sunat fancurier- decathlon iasi- decathlon Bucuresti (număr taxabil si cu asteptare 10 min. pana la preluarea apelului )în sfarsit am putut afla de întârziere. Site-ul este ok, produsele de asemenea, termenul de livrare clar nu poate fi respectat deci sa cumperi un cadou de ultim moment de pe Decathlon online sare din schema.",delivery; staff competency; tech support; product,Negative; Negative; Positive; Positive,"Încă nu am primit comanda și a trecut o săptămână. Nu am fost informat de întârzierea comenzii nici prin e-mail. După ce am sunat la fancurier- decathlon iasi- decathlon București (număr gratuit și cu 10 minute de așteptare până când a fost preluat apelul) am reușit în sfârșit să aflu despre întârziere. Site-ul este ok, produsele și timpul de livrare în mod clar nu pot fi îndeplinite, astfel încât să cumpere un cadou de ultim moment pe Decathlon online sări peste schema.","Nu am primit încă comanda, a trecut o săptămână. Nici măcar nu am fost informat prin e-mail despre întârzierea comenzii. Apoi am sunat la fancurier-zece-treci-zece-treci București (număr gratuit și așteptarea de 10 minute până când a fost răspuns telefonul) și am reușit în sfârșit să aflu despre întârziere."
432390,Personalul insuficient raportat la numarul clienti a determinat ca timpul de asteptare pentru rezolvarea cererilor noastre sa fie mai mare de 2 ore.,staff availability,Negative,Personalul insuficient în raport cu numărul de clienţi a cauzat timpul de aşteptare pentru solicitările noastre a fost de peste 2 ore.,"În plus, am avut nevoie de o echipă de personal, care a fost suficientă pentru a ne permite să aşteptăm mai mult de două ore pentru a primi o cerere."
432391,Indisponibilitatea sistemului ma impiedicat sa pot beneficia de voucher-ul cadou...,tech support,Negative,Sistemul de oprire a împiedicat-mă să pot primi voucherul cadou...,Nu am putut primi cadourile din cauza unei opriri a sistemului...
432394,Articolele pe care le-am comandat cu o luna in urma nu au fost livrate - aparent nu mai sunt disponibile.,service,Negative,Articolele pe care le-am comandat acum o lună nu mi-au fost livrate - se pare că nu mai sunt disponibile.,Produsele pe care le-am comandat acum o lună nu au fost livrate - evident că nu mai există.
432395,"Sa faca unul pentru biciclete, asta era pt cine stie ce altceva.",misc,Neutral,"Să faci una pentru biciclete, asta a fost pentru Dumnezeu ştie ce altceva.","În acest moment, am fost în contact cu o echipă de producători de motociclete."
432400,"magazinul din Pitesti este mult mai linistit fata de altele. personal slab calificat, atmosfera decenta, preturi bune!",environment; price; staff competency,Positive; Positive; Negative,"Magazinul Pitesti e mult mai liniştit decât altele, personalul e puţin calificat, atmosfera e decentă, preţurile bune.","În general, magazinele din Pittsburg sunt mult mai liniştite decât cele din alte zone."
432402,Termenul de livrare estimat a fost depasit (desi am tinut legatura telefonica cu reprezentantii magazinului) si produsele nu au mai putut fi utilizate (am plecat din localitate),delivery,Negative,Timpul estimat de livrare a fost depășit (deși am ținut legătura cu reprezentanții magazinului prin telefon) și produsele nu mai puteau fi utilizate (am părăsit orașul),"A fost depășită data estimată de livrare (deși am ținut legătura cu reprezentanții magazinului prin telefon), produsul nu mai era disponibil (am plecat din oraș)"
432403,In primul rand ati gresit si acest mail. Eu am facut cumparaturi in baneasa dar acest magazin nu exista....M-a dezamagit ca la unul din bocanci am gasit un brantz lipsa si ca pt a-mi folosi voucherul am fost purtat de 2 domnisoare de la casa centrala la o casa din raion de 2 ori....Cum as putea spune ce mi-a placut si ce nu in 50 caractere? Ce veti intelege? imi place magazinul dar as vrea sa evit aceste experiente si poate angajati pe cineva la marketing online care sa modifice inclusiv aceasta experienta proasta.....in bine....,product; staff competency; tech support,Negative; Negative; Negative,"În primul rând, te înșeli și acest e-mail. Am făcut cumpărături în baie, dar magazinul nu există....Am fost dezamăgit că una dintre cizme mi-a lipsit un brantz și pentru a-mi folosi voucherul am fost dus de două doamne de la casa centrală la o casă din cartier de două ori....Cum să spun ce mi-a plăcut și ce nu mi-a plăcut în 50 de caractere? Ce înțelegi? Îmi place magazinul, dar aș dori să evit aceste experiențe și poate să angajez pe cineva în marketing online pentru a modifica această experiență proastă de asemenea.....bine....","În primul rând, te înșeli, e-mailul. Am cumpărat ceva în baie, dar magazinul nu există... Am fost dezamăgit, pentru că am găsit un pantof cu un Blunt care nu se vedea, pentru a folosi cuponul meu am fost dus de două doamne de la Casa Centrală la o casă din cartier, de două ori... Cum pot să spun în 50 de caractere ce îmi place și ce nu?"
432406,"Multi care merg pe biciclete, trotinete etc. Dau peste tine, trebuie sa fii atent mai mult la ei decat la produse, din acest punct de vedere, urat !",environment,Negative,"Mulţi oameni care merg cu bicicleta, scuterul etc. Te calcă peste, trebuie să le acorzi mai multă atenţie decât produselor, din acest punct de vedere, urât!","Mulți oameni merg pe biciclete, pe scutere și te calcă pe tine, trebuie să fii mai atent la ei decât la produs, și din acest punct de vedere, urât!"
432410,Descrierea produsului si imaginea nu corespund cu calitatea foarte proasta a produsului,quality; tech support,Negative; Negative,Descrierea și imaginea produsului nu corespund calității foarte slabe a produsului,Descrierea produsului și imaginile nu corespund calității produsului.
432411,Am comandat role si le-ati trimis desperecheate. Una 28-30 si cealalta 30-32,delivery,Negative,"Am comandat role şi le-ai trimis în perechi, una 28-30 şi cealaltă 30-32.","Am comandat pâine, iar tu ai trimis-o în două perechi, una 28-30 şi alta 30-32."
432413,promotii cu reduceri pt clientii fideli de sarbatori au lipsit cu desavarsire,promotions,Negative,Promoţiile cu reduceri pentru clienţii loiali de vacanţă au fost complet absente,Nu există promoții pentru clienții loiali.
432414,"Sunt foarte dezamagita pentru ca am comandat o bicicleta pentru copilul meu dar nu a sosit nici la timp nici cu intarzuere.Au trecut 2 saptamani si nu a ajuns .Ne-a placut produsul ,dar pentru ca nu ne bucuram de el sunt dezamagita",delivery; product,Negative; Positive,"Sunt foarte dezamăgit pentru că am comandat o bicicletă pentru copilul meu dar nu a sosit nici la timp, nici târziu. Au trecut două săptămâni şi nu a sosit. Ne-a plăcut produsul, dar pentru că nu ne-a plăcut sunt dezamăgit","Sunt dezamăgit pentru că am comandat o bicicletă pentru copilul meu, dar nu a sosit la timp sau a întârziat. Au trecut două săptămâni și nu a sosit."
432417,"Am 2 copii, avand varste 6 respectiv 8 ani, inteleg notiunea de a incerca triciclete, trotinete, biciclete si skateboar-uri, insa zona in care se poate face nu in alta parte si mai ales nu in tot magazinul. La ultimele 2 vizite am asistat la un eveniment in care un baietas de 12 ani a cazut de pe un skateboard si s-a lovit zdravan cu acesta in cap si nu se afla in spatiul de probe, iar la cealalta vizita un alt copilas de vreo 5 ani pe o trotineta a vrut sa treaca pe langa mine, ma aflam pe culuarul central si pur si simplu n-a reusit sa ma evite si a cazut la picioarele mele. Mentionez ca in partea opusa se afla fata mea de 6 ani. Din impact eu n-am patit nimic, insa prichindelul cred ca s-a lovit putin, n-a indraznit sa spuna ca s-a lovit... ce se intampla daca se ciocnea cu fiica mea, fiind de aceeasi varsta si statura sau cu oricare alt copil de varsta apropiata?Trebuie sa va asigurati ca se respecta spatiul destinat probelor! Este cumva 100% raspunderea dvs!!!Multumesc,",environment,Negative,"Am doi copii, cu vârste de 6 și 8 ani, înțeleg noțiunea de a încerca triciclete, scutere, biciclete și skateboard-uri, dar zona în care puteți face acest lucru nu este în altă parte și mai ales nu în întregul magazin. La ultimele două vizite am participat la un eveniment în care un băiat de 12 ani a căzut de pe un skateboard și s-a lovit cu el greu în cap și nu era în spațiul de testare, iar la altă vizită un alt copil de aproximativ 5 ani pe un scuter a vrut să treacă de mine, am fost în spate și centru și pur și simplu nu m-a putut evita și a stat jos pe picioare. Îmi amintesc că partea opusă a fost de 6 ani. Nu am făcut nimic, dar celălalt patch a crezut că a fost un pic dureros, mi-a fost","Am doi copii, cu vârste de 6 și 8 ani, și înțeleg conceptul de a încerca tricicletă, skateboard, bicicletă și skateboard, dar nu există niciun alt loc în care să poți face asta, mai ales nu în întregul magazin. La două vizite anterioare, am participat la o activitate în care un băiat de 12 ani a căzut de pe un skateboard și l-a lovit violent în cap, și nu a fost în spațiul de testare, la o altă vizită, un alt copil de aproximativ 5 ani a încercat să treacă pe mine pe un skateboard, am fost în spatele și în mijloc, nu m-a putut evita, a stat pe picioarele mele."
432418,as dori sa stiu daca se poate aduce in magazin din nou,misc,Neutral,Aş vrea să ştiu dacă poţi să-l aduci din nou în magazin.,Mă întrebam dacă ai putea să-l aduci înapoi la magazin.
432419,Distanta de la raion la cabinele de proba te determina sa nu-ti doresti sa probezi prea multe obiecte vestimentare.Cabine de proba pe fiecare raion.,shop organization; service,Negative; Negative,Distanţa dintre dulap şi vestiare te face să nu vrei să încerci prea multe articole de îmbrăcăminte.,"De asemenea, distanta dintre dulap si vestiar te face sa nu incerci sa porti prea multe haine."
432421,"Aceasta comanda a fost procesata dupa o saptamana, si dupa procesare am fost sunat ca nu se mai afla pe stoc jumatate din produse. Toate produsele se aflau pe stoc in momentul comenzii.",service,Negative,"Această comandă a fost procesată după o săptămână, iar după procesare, am primit un telefon că jumătate din produse nu mai erau în stoc.","Am primit o comandă de un milion de dolari, iar după o săptămână am primit-o."
432424,Expunerea marfurilor nu este facuta pe categorii distincte si in ordinea crescatoare/descrescatioare a preturilor in cadrul categoriei. Este greu de cautat dar si mai greu de gasit ceea ce cauti.,tech support,Negative,Afişarea bunurilor nu se face în categorii distincte şi în ordinea ascendentă/descendentă a preţurilor din cadrul categoriei.,"Nu sunt categorii diferite, nici prețurile în funcție de categoria în care sunt. E greu să cauți, dar e și mai greu să găsești ceea ce vrei."
432428,Am vrut sa schimb o camera de bicicleta si nu aveau loc decat peste 2 zile...,service,Negative,Am vrut să schimb o cameră de biciclete şi era doar la două zile distanţă...,"Vreau să schimb o cameră pentru biciclete, care este doar pentru două zile..."
432430,0 nota pentru functionare Unde sa comand si sa platesc/ridic marfa din magazin? 0000000Nici macar la reclamatii nu merge,service,Negative,0 factura de operare Unde să comande și să plătească / ridicați bunurile de la magazin? 0000000 Nici măcar plângerile nu merg,Nu am primit nici o plângere.
432438,Sistemul de facilitate al cardului de fidelitate trebuie sa fie mai usor de cunoscut de detinator la fiecare achizitie si de aplicat in mod automat.,service,Negative,Sistemul de facilități pentru cardurile de fidelitate ar trebui să permită titularului să cunoască mai ușor fiecare achiziție și să aplice automat.,Sistemul de cartonașe ar trebui să permită deținătorilor să știe mai ușor despre fiecare achiziție și să o solicite automat.
