text,id,aspects_polarities,annotator,all_categories,all_categories_old,all_polarities,data_origin,text_cleaned
folositi mai intens metode de aflare a parerii clientilor....spre exemplu chiar la casa prin intrebari de genul  ^^ A FOST TOTUL IN REGULA IN MAGAZINUL NOSTRU^^,432053,misc - neutral,22,misc,misc,Neutral,manual,folositi mai intens metode de aflare a parerii clientilor....spre exemplu chiar la casa prin intrebari de genul ^^ A FOST TOTUL IN REGULA IN MAGAZINUL NOSTRU^^
"Nu am inteles, de ce nu am putut ridica produsul din magazin....",432055,service - negative,22,service,service,Negative,manual,"Nu am inteles, de ce nu am putut ridica produsul din magazin...."
"Nu inteleg de ce apar doar comentariile straine si nu cele romanesti.Am achizitionat acest sac de dormit recent, pentru seara de 5-6 august2016, drumetie pe Ceahlau, vf. Toaca.Nu ma asteptam sa fie asa de subtire sacul. Nu a facut fata, mi-a fost frig toata noaptea, desi temperatura era peste 16grade. Pretul este prea mare in comparatie cu referintele produsului, deoarece se gasesc produse la acelasi pret, cu referinte mult mai bine. L-as inapoia, dar  nu am de gand sa mai platesc si curierul, asa ca ma pricopsesc cu el. Probabil se preteaza la mare! :)))",432057,"{'choices': ['product - negative', 'tech support - negative', 'price - negative']}",22,product; tech support; price,product; tech support; price,Negative; Negative; Negative,manual,"Nu inteleg de ce apar doar comentariile straine si nu cele romanesti.Am achizitionat acest sac de dormit recent, pentru seara de 5-6 august2016, drumetie pe Ceahlau, vf. Toaca.Nu ma asteptam sa fie asa de subtire sacul. Nu a facut fata, mi-a fost frig toata noaptea, desi temperatura era peste 16grade. Pretul este prea mare in comparatie cu referintele produsului, deoarece se gasesc produse la acelasi pret, cu referinte mult mai bine. L-as inapoia, dar nu am de gand sa mai platesc si curierul, asa ca ma pricopsesc cu el. Probabil se preteaza la mare! :)))"
"Decathlon a ajuns un magazin de produse de calitate medie sau slaba. Nu prea exista in oferta produse premium si cele care apar nu sunt pe stoc sau nu au gama de marimi. Foarte putine produse si accesorii pentru alpinism, freeride, mountaineering. Un stoc minim in magazin ar fi bun, dar daca nu, atunci macar pe magazinul online. Magazinul online functioneaza prost si tot ce e interesant nu este pe stoc si nu poate fi comandat.",432058,"{'choices': ['quality - negative', 'shop diversity - negative', 'tech support - negative']}",22,quality; shop diversity; tech support,quality; shop diversity; tech support,Negative; Negative; Negative,manual,"Decathlon a ajuns un magazin de produse de calitate medie sau slaba. Nu prea exista in oferta produse premium si cele care apar nu sunt pe stoc sau nu au gama de marimi. Foarte putine produse si accesorii pentru alpinism, freeride, mountaineering. Un stoc minim in magazin ar fi bun, dar daca nu, atunci macar pe magazinul online. Magazinul online functioneaza prost si tot ce e interesant nu este pe stoc si nu poate fi comandat."
Prea multi timp pierdut la casa si produsele de la raft (geci de iarna) murdare de pix si praf. Prea putine cabine de proba.,432059,"{'choices': ['service - negative', 'product - negative']}",22,service; product,service; product,Negative; Negative,manual,Prea multi timp pierdut la casa si produsele de la raft (geci de iarna) murdare de pix si praf. Prea putine cabine de proba.
"PRO: sunt comode si calduroase, talpa usor curbata in fata si la calcai ajuta la mers.CONTRA: aluneca rau de tot pe asfalt umed.Ambalarea lasa de dorit! Au venit intr-o cutie in care incapeau lejer 2 perechi, cu o banda scotch cu sigla firmei (decathlon) care nici macar nu inchidea cutie cum trebuie.Firma de curierat e praf. Daca erau ceva electronice sau articole mai fragile, veneau sigur in bucati (atat de rau era lovita cutia).Lipsa certificat de garantie in cutie. A fost doar factura.",432061,"{'choices': ['product - positive', 'product - negative', 'delivery - negative', 'return warranty - negative']}",22,product; product; delivery; return warranty,product; delivery; return warranty,Positive; Negative; Negative; Negative,manual,"PRO: sunt comode si calduroase, talpa usor curbata in fata si la calcai ajuta la mers.CONTRA: aluneca rau de tot pe asfalt umed.Ambalarea lasa de dorit! Au venit intr-o cutie in care incapeau lejer 2 perechi, cu o banda scotch cu sigla firmei (decathlon) care nici macar nu inchidea cutie cum trebuie.Firma de curierat e praf. Daca erau ceva electronice sau articole mai fragile, veneau sigur in bucati (atat de rau era lovita cutia).Lipsa certificat de garantie in cutie. A fost doar factura."
"Prin banca Transilvania nu aveti posibilitate de rate,motiv care m-a determinat sa nu cumpar o bicicleta si sa ma orientez spre alt magazin care are aceasta posibilitate",432062,service - negative,22,service,service,Negative,manual,"Prin banca Transilvania nu aveti posibilitate de rate,motiv care m-a determinat sa nu cumpar o bicicleta si sa ma orientez spre alt magazin care are aceasta posibilitate"
"Magazunul din Tg-Mures este o dezamagire totala, nedemn de numele Decathlon.Fara sortimente de produse, iar ce sunt disponibile sunt din clasa cea mai joasa posibila. Personal insuficient si adormit, fara minim de interes pentru cienti. Daca nu as cunoaste magazinul din alte localitati as ocoli cu siguranta!!!!",432063,"{'choices': ['product - negative', 'quality - negative', 'shop diversity - negative', 'staff availability - negative', 'staff competency - negative']}",22,product; quality; shop diversity; staff availability; staff competency,product; quality; shop diversity; staff availability; staff competency,Negative; Negative; Negative; Negative; Negative,manual,"Magazunul din Tg-Mures este o dezamagire totala, nedemn de numele Decathlon.Fara sortimente de produse, iar ce sunt disponibile sunt din clasa cea mai joasa posibila. Personal insuficient si adormit, fara minim de interes pentru cienti. Daca nu as cunoaste magazinul din alte localitati as ocoli cu siguranta!!!!"
"Am intrat în Decathlon pentru mai puțin de 1 minut, cat mi-am luat 2 batoane proteice. Era doar o casa disponibila, unde coada era imensa. In câteva minute s-a deschis și o a doua, unde am fost după niște persoane cu multe produse.",432065,service - negative,22,service,service,Negative,manual,"Am intrat în Decathlon pentru mai puțin de 1 minut, cat mi-am luat 2 batoane proteice. Era doar o casa disponibila, unde coada era imensa. In câteva minute s-a deschis și o a doua, unde am fost după niște persoane cu multe produse."
"Am comandat banda cu cleme pentru bagaje de 2 ori, mi s-a promis ca voi fi sunat si nu m-a sunat nimeni.",432066,"{'choices': ['service - negative', 'staff competency - negative']}",22,service; staff competency,service; staff competency,Negative; Negative,manual,"Am comandat banda cu cleme pentru bagaje de 2 ori, mi s-a promis ca voi fi sunat si nu m-a sunat nimeni."
"Desi am fost primul client, sosit chiar la deschiderea magazinului, mi s-a comunicat ca in cateva ore, in orice caz inainte de terminarea programului magazinului, o sa fiu sunat pentru a putea ridica obiectul lasat la reparat(o pereche de schiuri lasate pentru ascutire canturi si repararea catorva julituri de pe talpa).  Am revenit peste cateva ore sperand ca pot sa-mi ridic schiurile. Spre surprinderea mea acestea se aflau exact in aceeasi situatie in care le adusesem iar tehnicienii reparau alte produse care nu fusesera acolo cand am predat eu schiurile. Din nou am fost asigurat ca voi fi sunat pana la sfarsitul programului. Nu s-a intamplat insa asa. Am revenit a doua zi la pranz si nici macar atunci nu ereau gata. A trebuit sa astept la fata locului pana cand au terminat. Ar trebui ca termenele si promisiunile sa fie onorate pentru a avea o buna reputatie, altfel se obtine exact contrariul.",432070,"{'choices': ['staff competency - negative', 'service - negative']}",22,staff competency; service,staff competency; service,Negative; Negative,manual,"Desi am fost primul client, sosit chiar la deschiderea magazinului, mi s-a comunicat ca in cateva ore, in orice caz inainte de terminarea programului magazinului, o sa fiu sunat pentru a putea ridica obiectul lasat la reparat(o pereche de schiuri lasate pentru ascutire canturi si repararea catorva julituri de pe talpa). Am revenit peste cateva ore sperand ca pot sa-mi ridic schiurile. Spre surprinderea mea acestea se aflau exact in aceeasi situatie in care le adusesem iar tehnicienii reparau alte produse care nu fusesera acolo cand am predat eu schiurile. Din nou am fost asigurat ca voi fi sunat pana la sfarsitul programului. Nu s-a intamplat insa asa. Am revenit a doua zi la pranz si nici macar atunci nu ereau gata. A trebuit sa astept la fata locului pana cand au terminat. Ar trebui ca termenele si promisiunile sa fie onorate pentru a avea o buna reputatie, altfel se obtine exact contrariul."
Intamplator am avut ceva necazuri cu  copilul  care a luat o trotineta si alunecand prin magazin a accidentat un alt client  a iesit un pic de tamtam cu asa-zisa permanenta a dvs. tocmai de aceea daca v-ati asumat asa-zisele plimbari prin magazin care nu mi se par tocmai ok printre clienti in magazin. Ar trebui sa va asumati si aparitia unor astfel de evenimente nedorite.,432073,environment - negative,22,environment,environment,Negative,manual,Intamplator am avut ceva necazuri cu copilul care a luat o trotineta si alunecand prin magazin a accidentat un alt client a iesit un pic de tamtam cu asa-zisa permanenta a dvs. tocmai de aceea daca v-ati asumat asa-zisele plimbari prin magazin care nu mi se par tocmai ok printre clienti in magazin. Ar trebui sa va asumati si aparitia unor astfel de evenimente nedorite.
"Am venit in magazinul dumneavoastra weekendul trecut si intr-o alta zi din timpul saptamanii pentru a-mi achizitiona echipament de ski.  Am fost neplacut surprinsa sa observ la ambele vizite ca nu era nici un angajat pe raion. Dupa cateva minute un baiat mi-a spus ca va chema pe cineva dar a fost in zadar, nu a venit nimeni. Dupa ce mi-am ales o geaca sI o pereche de pamtaloni am intrebat un angajat care aranja gecile de copii pt ski daca ma poate ajuta la skuri si clapari insa mi-a spus ca el nu se descurca si, o sa trimita pe cineva dar nu a venit nimeni. Am vorbit cu o domnisoara care a trecut intamplator pe acolo insa nu a stiut sa imi raspunda la intrebari. Am fost foarte dezamagita sa observ ca angajatii sunt foarte slab pregatiti si nu stiu sa ofere informatii, mai ales la acest raion care este de sezon. In cele din urma nu am cumparat nici geaca nici pantalonii si am ajuns in acest weekend in magazinul din Pallady unde am dat de cativa asistenti ci foarte multe cunostimte despre sporturile de iarna, care pe deasupra si practica aceste sporturi.",432077,"{'choices': ['staff availability - negative', 'staff competency - negative', 'staff competency - positive']}",22,staff availability; staff competency; staff competency,staff availability; staff competency,Negative; Negative; Positive,manual,"Am venit in magazinul dumneavoastra weekendul trecut si intr-o alta zi din timpul saptamanii pentru a-mi achizitiona echipament de ski. Am fost neplacut surprinsa sa observ la ambele vizite ca nu era nici un angajat pe raion. Dupa cateva minute un baiat mi-a spus ca va chema pe cineva dar a fost in zadar, nu a venit nimeni. Dupa ce mi-am ales o geaca sI o pereche de pamtaloni am intrebat un angajat care aranja gecile de copii pt ski daca ma poate ajuta la skuri si clapari insa mi-a spus ca el nu se descurca si, o sa trimita pe cineva dar nu a venit nimeni. Am vorbit cu o domnisoara care a trecut intamplator pe acolo insa nu a stiut sa imi raspunda la intrebari. Am fost foarte dezamagita sa observ ca angajatii sunt foarte slab pregatiti si nu stiu sa ofere informatii, mai ales la acest raion care este de sezon. In cele din urma nu am cumparat nici geaca nici pantalonii si am ajuns in acest weekend in magazinul din Pallady unde am dat de cativa asistenti ci foarte multe cunostimte despre sporturile de iarna, care pe deasupra si practica aceste sporturi."
"Agentii de paza sunt prea """" curiosi """", te urmaresc non-stop, ca si cum clientul ar fi cel mai mare infractor/terorist, creand un sentiment de disconfort, violand astfel  intimitatea proprie.",432079,security - negative,22,security,security,Negative,manual,"Agentii de paza sunt prea """" curiosi """", te urmaresc non-stop, ca si cum clientul ar fi cel mai mare infractor/terorist, creand un sentiment de disconfort, violand astfel intimitatea proprie."
"Coletul meu a fost trimis aiurea, la o distanta de 600 km fata de locatia in care am facut comanda. Desi am solicitat telefonic sa se schimbe adresa si prin mesaj pentru schimbarea numarului de telefon nu s-a intamplat nimic. Am solicitat telefonic sa fie redirectionat coletul catre Mangalia, dar a fost redirectionat catre Constanta la adresa mentionata pentru Mangalia. O sa-mi ridic coletul din Constanta desi sunt din Mangalia de teama sa nu ajunga si prin Chile, St Kitts and Nevis si mai stiu eu unde.",432084,"{'choices': ['delivery - negative', 'service - negative', 'staff competency - negative']}",22,delivery; service; staff competency,delivery; service; staff competency,Negative; Negative; Negative,manual,"Coletul meu a fost trimis aiurea, la o distanta de 600 km fata de locatia in care am facut comanda. Desi am solicitat telefonic sa se schimbe adresa si prin mesaj pentru schimbarea numarului de telefon nu s-a intamplat nimic. Am solicitat telefonic sa fie redirectionat coletul catre Mangalia, dar a fost redirectionat catre Constanta la adresa mentionata pentru Mangalia. O sa-mi ridic coletul din Constanta desi sunt din Mangalia de teama sa nu ajunga si prin Chile, St Kitts and Nevis si mai stiu eu unde."
"Am stat de doua ori la rând, o dată ca sa plătesc și o dată ca sa obțin factura",432087,service - negative,22,service,service,Negative,manual,"Am stat de doua ori la rând, o dată ca sa plătesc și o dată ca sa obțin factura"
"Personal insuficient dezordine la rafturi preturi inversate un singur vânzător pe raion la care așteptau 5 clienți să ceară relații. Dezastru. Prefer sa evit magazinul, voi trece pe la dvs. doar când nu am încotro.",432091,"{'choices': ['staff availability - negative', 'shop organization - negative']}",22,staff availability; shop organization,staff availability; shop organization,Negative; Negative,manual,"Personal insuficient dezordine la rafturi preturi inversate un singur vânzător pe raion la care așteptau 5 clienți să ceară relații. Dezastru. Prefer sa evit magazinul, voi trece pe la dvs. doar când nu am încotro."
"Am pierdut f. mult timp in magazi, pt. ca nu am gasit marime si pt ca persoana apelata la casa a fost de negasit. In rest personalul cu care am intrat direct in contact a fost amabil, dar dau senzatia ca sunt prea putini.",432093,"{'choices': ['staff competency - positive', 'shop diversity - negative', 'staff availability - negative']}",22,staff competency; shop diversity; staff availability,staff competency; shop diversity; staff availability,Positive; Negative; Negative,manual,"Am pierdut f. mult timp in magazi, pt. ca nu am gasit marime si pt ca persoana apelata la casa a fost de negasit. In rest personalul cu care am intrat direct in contact a fost amabil, dar dau senzatia ca sunt prea putini."
"Sefa de magazin , trebuia sa imi dea banii pt un produs, pt care am avut bon si nu am depasit 14 zile ... Mi-a spus sa iau altceva... Daca nu am nevoie de altceva !?!",432094,return warranty - negative,22,return warranty,return warranty,Negative,manual,"Sefa de magazin , trebuia sa imi dea banii pt un produs, pt care am avut bon si nu am depasit 14 zile ... Mi-a spus sa iau altceva... Daca nu am nevoie de altceva !?!"
"Preturi mai atractive, consultanti de vanzari mai amabili si mai pregatiti si prezenta mai activa in magazin. Alergi dupa cate un reprezentatnt tot magazinul si nu il prinzi.",432095,"{'choices': ['price - negative', 'staff competency - negative', 'staff availability - negative']}",22,price; staff competency; staff availability,price; staff competency; staff availability,Negative; Negative; Negative,manual,"Preturi mai atractive, consultanti de vanzari mai amabili si mai pregatiti si prezenta mai activa in magazin. Alergi dupa cate un reprezentatnt tot magazinul si nu il prinzi."
"Curatarea sau chiar schimbarea presurilor din cabinele de proba. Mirosul acestora este groaznic, iar ceea ce ramane pe sosete.........:((((",432098,environment - negative,22,environment,environment,Negative,manual,"Curatarea sau chiar schimbarea presurilor din cabinele de proba. Mirosul acestora este groaznic, iar ceea ce ramane pe sosete.........:(((("
"Am comandat 1 pereche adidasi si 3 rucsacuri de la dvs.Adidasi mai erau probati inainte aveau urme de praf pe talpi fiind ambalati simplu intr-o punga de plastic.Rucacurile -1 era de calitate ,celelalte 2 erau foarte subtiri desi toate 3 aveau aceelasi pret...De ce nu puneti la descriere mai multe detalii??!!",432100,"{'choices': ['product - negative', 'tech support - negative']}",22,product; tech support,product; tech support,Negative; Negative,manual,"Am comandat 1 pereche adidasi si 3 rucsacuri de la dvs.Adidasi mai erau probati inainte aveau urme de praf pe talpi fiind ambalati simplu intr-o punga de plastic.Rucacurile -1 era de calitate ,celelalte 2 erau foarte subtiri desi toate 3 aveau aceelasi pret...De ce nu puneti la descriere mai multe detalii??!!"
Cei de la securitatea parcarii sa i-a atitudine atunci cand cineva parcheaza pe 2-3 locuri de parcare cu o singura masina.Se  poate lua nr de inmatriculare si anunta prin difuzoarele magazinului  sa o mute adecvat altfel va fii ridicata.,432104,security - negative,22,security,security,Negative,manual,Cei de la securitatea parcarii sa i-a atitudine atunci cand cineva parcheaza pe 2-3 locuri de parcare cu o singura masina.Se poate lua nr de inmatriculare si anunta prin difuzoarele magazinului sa o mute adecvat altfel va fii ridicata.
"Angajați sunt tot timpul preocupați,au ceva de făcut,fata de altele magazine identice.",432106,"{'choices': ['staff availability - negative', 'staff competency - negative']}",22,staff availability; staff competency,staff availability; staff competency,Negative; Negative,manual,"Angajați sunt tot timpul preocupați,au ceva de făcut,fata de altele magazine identice."
"Ultima vizita a decurs intr-un mod NEPLACUT.Detin un bonus in valoare de 25 lei obtinut pe baza punctelor acumulate si nu l-am putut valorifica din cauza ca in calculator figureaza, in mod gresit, ca fiind folosit.Voi reveni la magazin in aceasta saptamana sa incerc sa rezolv problema.",432109,service - negative,22,service,service,Negative,manual,"Ultima vizita a decurs intr-un mod NEPLACUT.Detin un bonus in valoare de 25 lei obtinut pe baza punctelor acumulate si nu l-am putut valorifica din cauza ca in calculator figureaza, in mod gresit, ca fiind folosit.Voi reveni la magazin in aceasta saptamana sa incerc sa rezolv problema."
"Mai multe cabine de proba,poate ceva muzica :) mai multe oferte 2+1 sau 1 + 50% reducere la al 2lea produs.",432111,"{'choices': ['promotions - negative', 'service - negative']}",22,promotions; service,promotions; service,Negative; Negative,manual,"Mai multe cabine de proba,poate ceva muzica :) mai multe oferte 2+1 sau 1 + 50% reducere la al 2lea produs."
"Dupa aproximativ un an de trasee ocazionale in tara, s-a deformat talpa, fiindca au intrat pietricele sub chinga dintre talpa si bocanc. Am fost placut surprinsa cand Decathlon Baneasa a constatat ca este un defect de fabricatie si mi s-a restituit contravaloarea. Felicitari! Cumpar cu incredere produsele Decathlon!",432112,"{'choices': ['return warranty - positive', 'product - negative', 'product - positive']}",22,return warranty; product; product,return warranty; product,Positive; Negative; Positive,manual,"Dupa aproximativ un an de trasee ocazionale in tara, s-a deformat talpa, fiindca au intrat pietricele sub chinga dintre talpa si bocanc. Am fost placut surprinsa cand Decathlon Baneasa a constatat ca este un defect de fabricatie si mi s-a restituit contravaloarea. Felicitari! Cumpar cu incredere produsele Decathlon!"
"La case coda acea 30 m și un singur casier disponibil, deși case deschise erau 6 . Foarte proasta organizarea personalului .",432114,"{'choices': ['staff availability - negative', 'staff competency - negative']}",22,staff availability; staff competency,staff availability; staff competency,Negative; Negative,manual,"La case coda acea 30 m și un singur casier disponibil, deși case deschise erau 6 . Foarte proasta organizarea personalului ."
"Baietii mi-au ceruit si cantuit schiurile, dar nu au reusit sa imi regleze legaturile plus ca m-au intarziat cu o zi !!",432116,"{'choices': ['service - negative', 'staff competency - negative']}",22,service; staff competency,service; staff competency,Negative; Negative,manual,"Baietii mi-au ceruit si cantuit schiurile, dar nu au reusit sa imi regleze legaturile plus ca m-au intarziat cu o zi !!"
Cel mai ok magazin de articole sportive de pe piata.,432119,misc - neutral,22,misc,misc,Neutral,manual,Cel mai ok magazin de articole sportive de pe piata.
Personalul decathlon lipsea. Am stat 30 de minute in magazin si nu am gasit pe nimeni sa ma ajute sau sa imi dea un sfat.,432126,staff availability - negative,22,staff availability,staff availability,Negative,manual,Personalul decathlon lipsea. Am stat 30 de minute in magazin si nu am gasit pe nimeni sa ma ajute sau sa imi dea un sfat.
Am făcut o comanda in magazin acum 16 zile. Până în momentul asta nu am fost contactat. În ultimile 3 zile am tot încercat sa aflu daca mai primesc comanda. A 3-a comanda s-a efectuat azi...,432127,delivery - negative,22,delivery,delivery,Negative,manual,Am făcut o comanda in magazin acum 16 zile. Până în momentul asta nu am fost contactat. În ultimile 3 zile am tot încercat sa aflu daca mai primesc comanda. A 3-a comanda s-a efectuat azi...
Nu am mai fost la Theodor Palady. a fost prima data si nu prea mi-a placut. Poate pentru ca sunt obisnuita cu magazinul pe care il aveti in militari,432128,environment - negative,22,environment,environment,Negative,manual,Nu am mai fost la Theodor Palady. a fost prima data si nu prea mi-a placut. Poate pentru ca sunt obisnuita cu magazinul pe care il aveti in militari
"Stocul de pe site nu este actualizat in timp real iar in lipsa stocului pentru un anumit produs, timpul in care esti contactat e foarte luuuung.",432129,"{'choices': ['tech support - negative', 'shop organization - negative']}",22,tech support; shop organization,tech support; shop organization,Negative; Negative,manual,"Stocul de pe site nu este actualizat in timp real iar in lipsa stocului pentru un anumit produs, timpul in care esti contactat e foarte luuuung."
Am făcut o comandă pe numele meu acum 2 săptămâni aproximativ și am rugat persoana de la dep. articole de pescuit să mă anunțe telefonic când vor ajunge produsele respective. Nu numai ca nu am fost anunțat dar produsele au fost scoase la raft putând fi cumpărate de oricine.,432130,"{'choices': ['service - negative', 'staff competency - negative']}",22,service; staff competency,service; staff competency,Negative; Negative,manual,Am făcut o comandă pe numele meu acum 2 săptămâni aproximativ și am rugat persoana de la dep. articole de pescuit să mă anunțe telefonic când vor ajunge produsele respective. Nu numai ca nu am fost anunțat dar produsele au fost scoase la raft putând fi cumpărate de oricine.
Firma de curierat e problema ..de produse aunt multumit dar cand vine vorba de livrare ..lasa de dorit!,432135,"{'choices': ['delivery - negative', 'product - positive']}",22,delivery; product,delivery; product,Negative; Positive,manual,Firma de curierat e problema ..de produse aunt multumit dar cand vine vorba de livrare ..lasa de dorit!
Va lipsesc scannere fixe de preturi.  Macar 2 pe magazin.,432136,service - negative,22,service,service,Negative,manual,Va lipsesc scannere fixe de preturi. Macar 2 pe magazin.
"Ceara aplicata a tinut 3 ture, s-a polizat mult prea mult din talpa(a inceput sa se vada lipitura cantului in partea inferioara a schiului fara ca talpa sa mai fi fost polizata si reparata pana acuma), termenul nu a fost respectat.",432138,"{'choices': ['service - negative', 'staff competency - negative']}",22,service; staff competency,service; staff competency,Negative; Negative,manual,"Ceara aplicata a tinut 3 ture, s-a polizat mult prea mult din talpa(a inceput sa se vada lipitura cantului in partea inferioara a schiului fara ca talpa sa mai fi fost polizata si reparata pana acuma), termenul nu a fost respectat."
"Doua case deschise cu cate 8-10 persoane la rând , iar in magazin multi angajati care nu erau ocupati.",432139,"{'choices': ['service - negative', 'staff competency - negative']}",22,service; staff competency,service; staff competency,Negative; Negative,manual,"Doua case deschise cu cate 8-10 persoane la rând , iar in magazin multi angajati care nu erau ocupati."
"Copiii care erau pe biciclete, trotinete si erau raspanditi prin  tot magazinul incercand sa se plimbe cu ele. Chiar cred ca ar trebui sa fie lasati doar printr-o anume zona si sa li se interzica sa se plimbe printre toate rafturile cu bicicletele si trotinetele. Nu as avea nimic impotriva celor care stiu sa foloseasca aceste produse, dar in mare parte cei care """"umblau liberi"""" nu stiau sa foloseasca produsele si eu m-am ferit de vreo 3 sa nu intre in mine. Din punctul meu de vedere asta este un mare minus.",432141,environment - negative,22,environment,environment,Negative,manual,"Copiii care erau pe biciclete, trotinete si erau raspanditi prin tot magazinul incercand sa se plimbe cu ele. Chiar cred ca ar trebui sa fie lasati doar printr-o anume zona si sa li se interzica sa se plimbe printre toate rafturile cu bicicletele si trotinetele. Nu as avea nimic impotriva celor care stiu sa foloseasca aceste produse, dar in mare parte cei care """"umblau liberi"""" nu stiau sa foloseasca produsele si eu m-am ferit de vreo 3 sa nu intre in mine. Din punctul meu de vedere asta este un mare minus."
Spatiu mai mare pentru a putea exprima aspectele pozitive sau negative ale unui produs,432142,tech support - negative,22,tech support,tech support,Negative,manual,Spatiu mai mare pentru a putea exprima aspectele pozitive sau negative ale unui produs
O mai mare amabilitate la casa. Inainte erau puse produsele in pungi la casa. Acum au fost aruncate intr-o cutie la casa si am fost nevoiti sa le punem noi in pungi. Am solicitat si pungi. Preturi lipsa la raft. Produse fara ambalaj.,432145,"{'choices': ['service - negative', 'shop organization - negative', 'staff competency - negative']}",22,service; shop organization; staff competency,service; shop organization; staff competency,Negative; Negative; Negative,manual,O mai mare amabilitate la casa. Inainte erau puse produsele in pungi la casa. Acum au fost aruncate intr-o cutie la casa si am fost nevoiti sa le punem noi in pungi. Am solicitat si pungi. Preturi lipsa la raft. Produse fara ambalaj.
"pretul unui produs apare pe raft si cutia acestuia , dar produsul in sine nu este . Timp de o saptamana am tot fost si aceeasi situatie . mai ales ca de fiecare data am intrebat despe produs si nu s-au luat masuri.La casa s-a scanat un produs de mai multe ori ,am observat putin dupa iesire , pt. returnarea banilor am asteptat aprox, 20 de min.Personal fara nici un chef de viata . Amabilitate zero !",432149,"{'choices': ['service - negative', 'shop organization - negative', 'staff competency - negative']}",22,service; shop organization; staff competency,service; shop organization; staff competency,Negative; Negative; Negative,manual,"pretul unui produs apare pe raft si cutia acestuia , dar produsul in sine nu este . Timp de o saptamana am tot fost si aceeasi situatie . mai ales ca de fiecare data am intrebat despe produs si nu s-au luat masuri.La casa s-a scanat un produs de mai multe ori ,am observat putin dupa iesire , pt. returnarea banilor am asteptat aprox, 20 de min.Personal fara nici un chef de viata . Amabilitate zero !"
"Din păcate am comandat un produs și am primit alt produs.Asta e nu am returnat pt.ca nu am mai vrut  sa pierd vremea pt 50Ron dar ,va fii ultima comanda online,garantat!!",432150,service - negative,22,service,service,Negative,manual,"Din păcate am comandat un produs și am primit alt produs.Asta e nu am returnat pt.ca nu am mai vrut sa pierd vremea pt 50Ron dar ,va fii ultima comanda online,garantat!!"
"Sunt dezamăgită de ultima vizită, deoarece pe bon mi s-a adăugat în plus şi un produs de 19,99 lei pe care nu l-am achiziţionat. Am văzut pe bon când am ajuns acasă şi nu m-am mai întors să fac reclamaţie.Al doilea aspect: punctele nu au fost adăugate pe cardul de fidelitate.",432151,"{'choices': ['service - negative', 'staff competency - negative']}",22,service; staff competency,service; staff competency,Negative; Negative,manual,"Sunt dezamăgită de ultima vizită, deoarece pe bon mi s-a adăugat în plus și un produs de 19,99 lei pe care nu l-am achiziționat. Am văzut pe bon când am ajuns acasă și nu m-am mai întors să fac reclamație.Al doilea aspect: punctele nu au fost adăugate pe cardul de fidelitate."
Produsele prezente in magazin nu au un standard de calitate si garantie marcat pe ele,432152,"{'choices': ['quality - negative', 'return warranty - negative']}",22,quality; return warranty,quality; return warranty,Negative; Negative,manual,Produsele prezente in magazin nu au un standard de calitate si garantie marcat pe ele
Firma de curierat nu estimeaza cand soseste comanda. Te anunta cu 2 minute inainte. Dezamagitor!,432160,delivery - negative,22,delivery,delivery,Negative,manual,Firma de curierat nu estimeaza cand soseste comanda. Te anunta cu 2 minute inainte. Dezamagitor!
(-) Produsele de acelasi fel sunt imprastiate in mai multe locuri - in unele lipsesc anumite marimi(-) Cauti mult dupa un angajat pe care sa-l intrebi ceva,432163,"{'choices': ['shop organization - negative', 'staff availability - negative']}",22,shop organization; staff availability,shop organization; staff availability,Negative; Negative,manual,(-) Produsele de acelasi fel sunt imprastiate in mai multe locuri - in unele lipsesc anumite marimi(-) Cauti mult dupa un angajat pe care sa-l intrebi ceva
Am comandat pe online niste cizme. Peste 1-2 zile ma suna o fata ca nu au 42 si stabilisem sa imi aduca in magazin o pereche din alta parte. In 3-4 zile ajunge. Sun si stupoare!!! Nu era nici o comanda facuta. Am mai asteptat inca cateva zile sa vina de la constanta parca. Deci la online si organizare au nota 4!!! Slab rau! Personalul nu isi da interesul. Dezamagit!,432166,"{'choices': ['service - negative', 'shop organization - negative', 'staff competency - negative', 'tech support - negative']}",22,service; shop organization; staff competency; tech support,service; shop organization; staff competency; tech support,Negative; Negative; Negative; Negative,manual,Am comandat pe online niste cizme. Peste 1-2 zile ma suna o fata ca nu au 42 si stabilisem sa imi aduca in magazin o pereche din alta parte. In 3-4 zile ajunge. Sun si stupoare!!! Nu era nici o comanda facuta. Am mai asteptat inca cateva zile sa vina de la constanta parca. Deci la online si organizare au nota 4!!! Slab rau! Personalul nu isi da interesul. Dezamagit!
Nu ai ce sa alegi. Tot ce este pe rafturi este din sezoanele anterioare și nici măcar nu au preturi reduse!,432172,"{'choices': ['promotions - negative', 'shop diversity - negative']}",22,promotions; shop diversity,promotions; shop diversity,Negative; Negative,manual,Nu ai ce sa alegi. Tot ce este pe rafturi este din sezoanele anterioare și nici măcar nu au preturi reduse!
"Nu am putut schimba o pereche de ghete de fotbal copii pt ca a trecut prea mult timp. Erau purtate doar o data, ca noi!",432174,return warranty - negative,22,return warranty,return warranty,Negative,manual,"Nu am putut schimba o pereche de ghete de fotbal copii pt ca a trecut prea mult timp. Erau purtate doar o data, ca noi!"
