text,id,aspects_polarities,annotator,all_categories,all_categories_old,all_polarities,data_origin,text_cleaned
Pantalonii pe care i-am primit ca să-i fac cadou copilului de Moș Crăciun sunt rupți pe cusătură. Am să încerc să-i duc la un croitor pe banii mei!,431869,product - negative,22,product,product,Negative,manual,Pantalonii pe care i-am primit ca să-i fac cadou copilului de Moș Crăciun sunt rupți pe cusătură. Am să încerc să-i duc la un croitor pe banii mei!
"Magazin foarte aglomerat, produse aruncate pe jos, incaltaminte desperecheata, rafturi incomplete.",431870,"{'choices': ['shop diversity - negative', 'environment - negative', 'shop organization - negative']}",22,shop diversity; environment; shop organization,shop diversity; environment; shop organization,Negative; Negative; Negative,manual,"Magazin foarte aglomerat, produse aruncate pe jos, incaltaminte desperecheata, rafturi incomplete."
nu reusesc sa vorbesc cu nimeni la singurul numar - 0214085005dupa 14 minute de asteptare se intrerupe apelul.....sunt la a treia incercare,431871,service - negative,22,service,service,Negative,manual,nu reusesc sa vorbesc cu nimeni la singurul numar - 0214085005dupa 14 minute de asteptare se intrerupe apelul.....sunt la a treia incercare
"Este o parere pur personala deci posibil foarte subiectiva. Sugerez diversificarea stocurilor ca si repere. Acum sunt putine dar in cantitati mai mari. Preturile in general sunt cam piperate. F multe produse ieftine au o calitate indoielnica ..,, miroase a marfa proasta de China de la o posta,,. In opozitie alte produse si-au facut treaba exemplar.Cand este aglomerat sa se deschida mai repede cel putin inca o casa. In general casa 2 se deschide cand clientii sunt f iritati si apare ,,revolta,, La unele repere pe rafturi nu apar preturile din descrierea produrelor.",431872,"{'choices': ['price - negative', 'product - positive', 'quality - negative', 'service - negative', 'shop diversity - negative', 'shop organization - negative']}",22,price; product; quality; service; shop diversity; shop organization,price; product; quality; service; shop diversity; shop organization,Negative; Positive; Negative; Negative; Negative; Negative,manual,"Este o parere pur personala deci posibil foarte subiectiva. Sugerez diversificarea stocurilor ca si repere. Acum sunt putine dar in cantitati mai mari. Preturile in general sunt cam piperate. F multe produse ieftine au o calitate indoielnica ..,, miroase a marfa proasta de China de la o posta,,. In opozitie alte produse si-au facut treaba exemplar.Cand este aglomerat sa se deschida mai repede cel putin inca o casa. In general casa 2 se deschide cand clientii sunt f iritati si apare ,,revolta,, La unele repere pe rafturi nu apar preturile din descrierea produrelor."
AM CAUTAT UN PRODUS COD 8365310 FIGUREAZA PE STOC SI IN REALITATE NU EXISTA LA RAFT.,431873,shop organization - negative,22,shop organization,shop organization,Negative,manual,AM CAUTAT UN PRODUS COD 8365310 FIGUREAZA PE STOC SI IN REALITATE NU EXISTA LA RAFT.
"Bicicleta a fost folosita numai pe asfalt. Am parcurs in 2 luni aproximativ 1000 km cu ea, iar discul de frana dupa spate a inceput sa frece. Am dus-o la magazinul din Ploiesti, de unde am si achizitionat-o, insa spre surprinderea mea baietii de la atelier, dupa ce au schimbat discul de frana cu unul de pentru frane hidraulice, tot freca, au zis sa o las la atelier pentru o regla, iar dupa 4 zile m-au sunat sa vin sa o iau, am iesit afara am dat o tura cu ea,tot freca, am intrat inapoi si le-am spus ca e la fel, au mai slabit curs franei,si tot asa reglaje peste reglaje, ca sa imi spuna dupa multe incercari, ca nu stie ce sa ii mai faca...",431874,"{'choices': ['product - negative', 'quality - negative', 'service - negative', 'staff competency - negative']}",22,product; quality; service; staff competency,product; quality; service; staff competency,Negative; Negative; Negative; Negative,manual,"Bicicleta a fost folosita numai pe asfalt. Am parcurs in 2 luni aproximativ 1000 km cu ea, iar discul de frana dupa spate a inceput sa frece. Am dus-o la magazinul din Ploiesti, de unde am si achizitionat-o, insa spre surprinderea mea baietii de la atelier, dupa ce au schimbat discul de frana cu unul de pentru frane hidraulice, tot freca, au zis sa o las la atelier pentru o regla, iar dupa 4 zile m-au sunat sa vin sa o iau, am iesit afara am dat o tura cu ea,tot freca, am intrat inapoi si le-am spus ca e la fel, au mai slabit curs franei,si tot asa reglaje peste reglaje, ca sa imi spuna dupa multe incercari, ca nu stie ce sa ii mai faca..."
foarte larga in zona bustului ar trebui croita  putin mai stramt,431875,product - negative,22,product,product,Negative,manual,foarte larga in zona bustului ar trebui croita putin mai stramt
"In stoc se afla foarte putine produse, bate vintul pe rafturi...",431876,shop diversity - negative,22,shop diversity,shop diversity,Negative,manual,"In stoc se afla foarte putine produse, bate vintul pe rafturi..."
Pentru produsele de care eram interesat nu aveati marimi disponibile.,431877,shop diversity - negative,22,shop diversity,shop diversity,Negative,manual,Pentru produsele de care eram interesat nu aveati marimi disponibile.
"vanzatoarea nu a stiut sa-mi spuna ce caracteristici are obiectul pe care l-am solicitat, asa ca m-am ales cu un obiect care nu-mi trebuie. Ar fi fost in regula sa returnez obiectul, au trecut cateva zile, nu stiu daca mai pot face acest lucru.",431878,staff competency - negative,22,staff competency,staff competency,Negative,manual,"vanzatoarea nu a stiut sa-mi spuna ce caracteristici are obiectul pe care l-am solicitat, asa ca m-am ales cu un obiect care nu-mi trebuie. Ar fi fost in regula sa returnez obiectul, au trecut cateva zile, nu stiu daca mai pot face acest lucru."
Mă gândesc așa ca românul oare măcar la cumpărături de minim 100 RON Decathlon nu își permite să dea cadou clientului o sacoșă de cumpărături???,431879,service - negative,22,service,service,Negative,manual,Mă gândesc așa ca românul oare măcar la cumpărături de minim 100 RON Decathlon nu își permite să dea cadou clientului o sacoșă de cumpărături???
Un magazin micut in care nu pot sa fie expuse produse mai variate.,431880,"{'choices': ['shop organization - negative', 'shop diversity - negative']}",22,shop organization; shop diversity,shop organization; shop diversity,Negative; Negative,manual,Un magazin micut in care nu pot sa fie expuse produse mai variate.
Am primit un cec cadou de 25 lei si nu au vrut sa imi scaneze codul de pe telefon. Trebuia sa imi cumpar imprimanta sau alta modalitate care depasea valoarea cecului. Asa ca tot incearca sa ciupeasca sau sa insele cumparatorul.,431881,"{'choices': ['service - negative', 'staff competency - negative']}",22,service; staff competency,service; staff competency,Negative; Negative,manual,Am primit un cec cadou de 25 lei si nu au vrut sa imi scaneze codul de pe telefon. Trebuia sa imi cumpar imprimanta sau alta modalitate care depasea valoarea cecului. Asa ca tot incearca sa ciupeasca sau sa insele cumparatorul.
"desi pe site afisa ca produsul cautat de mine se afla in stocul magazinului, lucru verificat cu 20 de minute inainte, cand am ajuns in magazin, produsul nu se mai afla in stoc, deloc, nicio ,marime, in schimb pe site aparea inca in stoc",431882,shop organization - negative,22,shop organization,shop organization,Negative,manual,"desi pe site afisa ca produsul cautat de mine se afla in stocul magazinului, lucru verificat cu 20 de minute inainte, cand am ajuns in magazin, produsul nu se mai afla in stoc, deloc, nicio ,marime, in schimb pe site aparea inca in stoc"
"Asteptarile au fost inselate.Inintial puteam spune ca am cumparat ghete. Insa dupa purtare de maxim 40 de minunte prin zapada.Am ajuns la concluzia ca nu sunt impermeabile. cat despre aderenta, pe zapada DA. Pe zapada inghetata sau gheata ascunsa de strat de zapada. ADERENTA ZERO. Soldata cu doua tavaliri.Sincer sunt utili sa te plimbi prin mall sau de TOAMNA.Eu unul nu recomand IARNA pe zapada si ghetata. Testat la Munte si in oras in Bucuresti .(+) Design, culoare ; Aderenta pe zapada  / (-) IMPERMEABILITATE, ADERENTA pe zapada inghetata ; gheata ascunsa de zapada - ZERO ( Considera ca te dai pe gheata cu punga peste ghete)",431883,"{'choices': ['product - positive', 'product - negative']}",22,product; product,product,Positive; Negative,manual,"Asteptarile au fost inselate.Inintial puteam spune ca am cumparat ghete. Insa dupa purtare de maxim 40 de minunte prin zapada.Am ajuns la concluzia ca nu sunt impermeabile. cat despre aderenta, pe zapada DA. Pe zapada inghetata sau gheata ascunsa de strat de zapada. ADERENTA ZERO. Soldata cu doua tavaliri.Sincer sunt utili sa te plimbi prin mall sau de TOAMNA.Eu unul nu recomand IARNA pe zapada si ghetata. Testat la Munte si in oras in Bucuresti .(+) Design, culoare ; Aderenta pe zapada / (-) IMPERMEABILITATE, ADERENTA pe zapada inghetata ; gheata ascunsa de zapada - ZERO ( Considera ca te dai pe gheata cu punga peste ghete)"
Buna ziua  de fiecare data constat ca personalul este insuficient in raport cu numarul clientilor.Sunt articole pentru  care este necesara consilierea la achizitie si este pacat ca in ultima perioada atat in mag Militari cat si in Pallady atentia fata de client lasa de dorit .O zi Buna !,431884,"{'choices': ['staff availability - negative', 'staff competency - negative']}",22,staff availability; staff competency,staff availability; staff competency,Negative; Negative,manual,Buna ziua de fiecare data constat ca personalul este insuficient in raport cu numarul clientilor.Sunt articole pentru care este necesara consilierea la achizitie si este pacat ca in ultima perioada atat in mag Militari cat si in Pallady atentia fata de client lasa de dorit .O zi Buna !
Doar doua case. Se pierde timp cu scanarea cardurilor etc,431885,service - negative,22,service,service,Negative,manual,Doar doua case. Se pierde timp cu scanarea cardurilor etc
"Trebuie neaparat o casa pentru Copii,femei gravide,persoane cu dificultati.Am venit impreuna cu sotia care era insarcinata si a trebut sa stau la coada aproximativ 15 minute.Plus ca erau doar 3 case deschise.Sper ca pe viitor sa rezolvati cumva problema..",431886,service - negative,22,service,service,Negative,manual,"Trebuie neaparat o casa pentru Copii,femei gravide,persoane cu dificultati.Am venit impreuna cu sotia care era insarcinata si a trebut sa stau la coada aproximativ 15 minute.Plus ca erau doar 3 case deschise.Sper ca pe viitor sa rezolvati cumva problema.."
"Am facut o rezervare in magazin impreuna cu reprezentantul Decathlon, iar a doua zi cand am revenit sa ridic produsele acestea nu mai erau disponibile.",431887,service - negative,22,service,service,Negative,manual,"Am facut o rezervare in magazin impreuna cu reprezentantul Decathlon, iar a doua zi cand am revenit sa ridic produsele acestea nu mai erau disponibile."
Produsul foarte  bun. Livrarea după 3 zile fata de termenul initial,431888,"{'choices': ['delivery - negative', 'product - positive', 'quality - positive']}",22,delivery; product; quality,delivery; product; quality,Negative; Positive; Positive,manual,Produsul foarte bun. Livrarea după 3 zile fata de termenul initial
"I-am purtat pt o foarte scurta perioada de timp si inca de la prima spalare (dintr-un total de 2 intrucat apoi nu i-am mai putut purta) s-au decolorat foarte mult si am zis ca sa repet spalarea crezand ca se va uniformiza decolorarea dar s-au decolorat si mai mult ... Adaug faptul ca materialul este """"magnet"""" de scame,par.praf etc  iar buzunarele principale sunt foarte mici existand riscul major sa iti cada/pierzi (daca nu esti f atent) chei,telefon,bani,acte samd... Pacat intrucat la prima vedere chiar par ok...",431889,"{'choices': ['product - negative', 'quality - negative']}",22,product; quality,product; quality,Negative; Negative,manual,"I-am purtat pt o foarte scurta perioada de timp si inca de la prima spalare (dintr-un total de 2 intrucat apoi nu i-am mai putut purta) s-au decolorat foarte mult si am zis ca sa repet spalarea crezand ca se va uniformiza decolorarea dar s-au decolorat si mai mult ... Adaug faptul ca materialul este """"magnet"""" de scame,par.praf etc iar buzunarele principale sunt foarte mici existand riscul major sa iti cada/pierzi (daca nu esti f atent) chei,telefon,bani,acte samd... Pacat intrucat la prima vedere chiar par ok..."
Am fost să caut un produs de care am fost satisfăcut..nu era pe stoc! L-am comandat in magazin .O sa vedem cât de prompt o sa fie livrat...e prima oară!,431890,shop diversity - negative,22,shop diversity,shop diversity,Negative,manual,Am fost să caut un produs de care am fost satisfăcut..nu era pe stoc! L-am comandat in magazin .O sa vedem cât de prompt o sa fie livrat...e prima oară!
Va rog sa luati masuri impotriva cersetorilor extrem de agresivi din parcarea magazinului.,431891,security - negative,22,security,security,Negative,manual,Va rog sa luati masuri impotriva cersetorilor extrem de agresivi din parcarea magazinului.
"Oferta pentru articole ale brandurilor mari , sa fie echilibrata. Ex : aveti 30 modele colanti jogging femei iar pentru barbati nimic de la brandurile renumite",431892,shop diversity - negative,22,shop diversity,shop diversity,Negative,manual,"Oferta pentru articole ale brandurilor mari , sa fie echilibrata. Ex : aveti 30 modele colanti jogging femei iar pentru barbati nimic de la brandurile renumite"
"Pentru prima data de când merg in magazinele Decathlon am văzut lipsa de interes din partea unor lucrători . La casa, domnișoara mai avea puțin si adormea scanând singurul produs achiziționat iar amabilitatea cu siguranța o pierduse pe drum. Am fost de asemenea îndrumata către standul de veste unde erau doar geci.",431893,staff competency - negative,22,staff competency,staff competency,Negative,manual,"Pentru prima data de când merg in magazinele Decathlon am văzut lipsa de interes din partea unor lucrători . La casa, domnișoara mai avea puțin si adormea scanând singurul produs achiziționat iar amabilitatea cu siguranța o pierduse pe drum. Am fost de asemenea îndrumata către standul de veste unde erau doar geci."
"La ultima vizita, prea multe produse indisponibile fie la raft, fie pe masuri/numere uzuale.Personalul mi s-a parut insuficient, foarte greu gaseai un consultant disponibil la care sa ceri relatii. Este foarte adevarat ca am fost in perioada weekend-ului, insa acest aspect nu cred ca scuza cele expuse mai sus.Destul de multa dezordine.",431894,"{'choices': ['shop diversity - negative', 'staff availability - negative', 'shop organization - negative']}",22,shop diversity; staff availability; shop organization,shop diversity; staff availability; shop organization,Negative; Negative; Negative,manual,"La ultima vizita, prea multe produse indisponibile fie la raft, fie pe masuri/numere uzuale.Personalul mi s-a parut insuficient, foarte greu gaseai un consultant disponibil la care sa ceri relatii. Este foarte adevarat ca am fost in perioada weekend-ului, insa acest aspect nu cred ca scuza cele expuse mai sus.Destul de multa dezordine."
"Am fost in magazin ca sa cumpar roti 150 mm trotineta. Nici vara trecuta si nici acum nu am gasit expus modelul de 150mm.Pe langa ca nu l-am gasit, angajatii afirmau cu tarie ca nu exista asa ceva. Nici pe site macar.Dupa ce am intrat impreuna pe site si ne-am convins ca exista nu am reusit sa plasam o comanda cu livrare in magazin in urmatoarele zile.",431895,"{'choices': ['shop diversity - negative', 'staff competency - negative']}",22,shop diversity; staff competency,shop diversity; staff competency,Negative; Negative,manual,"Am fost in magazin ca sa cumpar roti 150 mm trotineta. Nici vara trecuta si nici acum nu am gasit expus modelul de 150mm.Pe langa ca nu l-am gasit, angajatii afirmau cu tarie ca nu exista asa ceva. Nici pe site macar.Dupa ce am intrat impreuna pe site si ne-am convins ca exista nu am reusit sa plasam o comanda cu livrare in magazin in urmatoarele zile."
Era afișat prețul unui produs care nu exista nici măcar în depozit...,431896,shop organization - negative,22,shop organization,shop organization,Negative,manual,Era afișat prețul unui produs care nu exista nici măcar în depozit...
"Lipsa multor produse din stoc , mai ales a celor de sezon (slapi adulti , sandale copii, )",431897,shop diversity - negative,22,shop diversity,shop diversity,Negative,manual,"Lipsa multor produse din stoc , mai ales a celor de sezon (slapi adulti , sandale copii, )"
"Lipsa din colet a unui produs comandat si platit la livrare (primit ulterior, in urma unei sesizari)",431898,delivery - negative,22,delivery,delivery,Negative,manual,"Lipsa din colet a unui produs comandat si platit la livrare (primit ulterior, in urma unei sesizari)"
Mărimi mari la tricourile pentru femei xl și produsele sa fie mai aranjate pe rafturi sunt prea dezordonate și puse aiurea!!!!,431899,"{'choices': ['shop diversity - negative', 'shop organization - negative']}",22,shop diversity; shop organization,shop diversity; shop organization,Negative; Negative,manual,Mărimi mari la tricourile pentru femei xl și produsele sa fie mai aranjate pe rafturi sunt prea dezordonate și puse aiurea!!!!
As fi tare bucuros daca ați realiza si o Aplicație online pentru smartphone,431900,tech support - negative,22,tech support,tech support,Negative,manual,As fi tare bucuros daca ați realiza si o Aplicație online pentru smartphone
"Am dorit sa aflu un pret la un tricou , insa nu a reusit acest lucru nici macar lucrătorul de serviciu pentru ca produsul avea tăiată eticheta. Cei care sunt responsabili de un anumit """"raion"""" nu cunosc produsele pe care le comercializează magazinul ? In rest totul OK...amabilitate si solicitudine!",431901,"{'choices': ['shop organization - negative', 'staff competency - negative', 'staff competency - positive']}",22,shop organization; staff competency; staff competency,shop organization; staff competency,Negative; Negative; Positive,manual,"Am dorit sa aflu un pret la un tricou , insa nu a reusit acest lucru nici macar lucrătorul de serviciu pentru ca produsul avea tăiată eticheta. Cei care sunt responsabili de un anumit """"raion"""" nu cunosc produsele pe care le comercializează magazinul ? In rest totul OK...amabilitate si solicitudine!"
"Produs slab calitativ, in nici macar o luna de utilizare zilnică s-a stricat: ghidonul are joc, rotile se infraneaza, la fiecare rotire a pedalelor pocnesc.",431902,"{'choices': ['product - negative', 'quality - negative']}",22,product; quality,product; quality,Negative; Negative,manual,"Produs slab calitativ, in nici macar o luna de utilizare zilnică s-a stricat: ghidonul are joc, rotile se infraneaza, la fiecare rotire a pedalelor pocnesc."
"Nu sunt reduceri ff substantiale , ar trebui  facute  promotii succesiv la diferite categorii , Produsele nu au preturi ,  trebuit sa alerg mereu dupa personal ca sa  ma ajute , noroc ca au fost super ok si amabili , dar cam putini Marfa nearanjata , aspect haotic in magazinEchipametul feminin, in special pt ciclism pe care l am cautat eu, lipseste cu desavarsire , ca urmare am dat comanda online de pe un  site Produse ff scumpe , prefer sa platesc transport decat sa platesc pt o pereche de egari 200 de ron , si  calitatea oricum este indoielnica , fiind fff subtiri",431903,"{'choices': ['price - negative', 'promotions - negative', 'quality - negative', 'shop diversity - negative', 'shop organization - negative', 'staff availability - negative', 'staff competency - positive']}",22,price; promotions; quality; shop diversity; shop organization; staff availability; staff competency,price; promotions; quality; shop diversity; shop organization; staff availability; staff competency,Negative; Negative; Negative; Negative; Negative; Negative; Positive,manual,"Nu sunt reduceri ff substantiale , ar trebui facute promotii succesiv la diferite categorii , Produsele nu au preturi , trebuit sa alerg mereu dupa personal ca sa ma ajute , noroc ca au fost super ok si amabili , dar cam putini Marfa nearanjata , aspect haotic in magazinEchipametul feminin, in special pt ciclism pe care l am cautat eu, lipseste cu desavarsire , ca urmare am dat comanda online de pe un site Produse ff scumpe , prefer sa platesc transport decat sa platesc pt o pereche de egari 200 de ron , si calitatea oricum este indoielnica , fiind fff subtiri"
"Lipsa Personal atunci cand ai nevoie,preturi diferite de cele afisate,prea putine cabine de proba,",431904,"{'choices': ['shop organization - negative', 'staff availability - negative', 'service - negative']}",22,shop organization; staff availability; service,shop organization; staff availability; service,Negative; Negative; Negative,manual,"Lipsa Personal atunci cand ai nevoie,preturi diferite de cele afisate,prea putine cabine de proba,"
"As dori sa găsesc mai multe mărci de produse , iar cele care sunt deja listate si apar pe site sa fie disponibile in stoc in magazine  cu cel puțin o bucata",431905,shop diversity - negative,22,shop diversity,shop diversity,Negative,manual,"As dori sa găsesc mai multe mărci de produse , iar cele care sunt deja listate si apar pe site sa fie disponibile in stoc in magazine cu cel puțin o bucata"
"incarcare greoaie.switch din cont in delogare foarte ciudata, setarea cookie-uilor nu este ok.",431906,tech support - negative,22,tech support,tech support,Negative,manual,"incarcare greoaie.switch din cont in delogare foarte ciudata, setarea cookie-uilor nu este ok."
"I-am cumparat de o saptamana si jumatate, timp in care i-am purtat in fiecare zi. Par foarte rezistenti, dar nu sunt prea comozi. Am dureri de calcai si tendon ingrozitoare din cauza lor, am tot sperat ca ma obisnuiesc cu ei dar vad ca nu fac decat sa-mi inrautatesc situatia.Daca aveti probleme cu piciarele sau coloan nu recomand acesti adidasi.",431907,"{'choices': ['product - positive', 'product - negative', 'quality - positive']}",22,product; product; quality,product; quality,Positive; Negative; Positive,manual,"I-am cumparat de o saptamana si jumatate, timp in care i-am purtat in fiecare zi. Par foarte rezistenti, dar nu sunt prea comozi. Am dureri de calcai si tendon ingrozitoare din cauza lor, am tot sperat ca ma obisnuiesc cu ei dar vad ca nu fac decat sa-mi inrautatesc situatia.Daca aveti probleme cu piciarele sau coloan nu recomand acesti adidasi."
"Produsele aproape ca nu existau , lumea venea dar nu prea avea ce sa cumpere ,a fost dezamagitor pentru mine .Am cumparat totusi un singur produs .",431908,shop diversity - negative,22,shop diversity,shop diversity,Negative,manual,"Produsele aproape ca nu existau , lumea venea dar nu prea avea ce sa cumpere ,a fost dezamagitor pentru mine .Am cumparat totusi un singur produs ."
Apreciez ca nuantele culorilor la canadiene sunt variatii ale culorii de baza la unele produse care ar trebui sa aibe culoarea rosie.,431909,misc - neutral,22,misc,misc,Neutral,manual,Apreciez ca nuantele culorilor la canadiene sunt variatii ale culorii de baza la unele produse care ar trebui sa aibe culoarea rosie.
"Marimea 39 incaltaminte de iarna, exact ce iti trebuie pt acest sezon  nu sunt. La articole de iarna gol!!! Ce a mai ramas!!Culmea !!!!De ce nu va aprovizionati daca aveti cerere ??",431910,shop diversity - negative,22,shop diversity,shop diversity,Negative,manual,"Marimea 39 incaltaminte de iarna, exact ce iti trebuie pt acest sezon nu sunt. La articole de iarna gol!!! Ce a mai ramas!!Culmea !!!!De ce nu va aprovizionati daca aveti cerere ??"
"Chiar daca au cele mai proaste review-uri, m-am incumetat sa-i cumpar anul trecut in vara din magazinul Decathlon din Suceava. MARE GRESEALA. Dupa nici 3 luni de purtat talpa s-a  dus. Nu merita banii, deci nu cumparati.",431911,"{'choices': ['product - negative', 'quality - negative']}",22,product; quality,product; quality,Negative; Negative,manual,"Chiar daca au cele mai proaste review-uri, m-am incumetat sa-i cumpar anul trecut in vara din magazinul Decathlon din Suceava. MARE GRESEALA. Dupa nici 3 luni de purtat talpa s-a dus. Nu merita banii, deci nu cumparati."
"- Nu se gasesc bocanci de piele pt copii.- Erau doar 2 case deschise. Ce ma deranjeaza e ca nu se poate trece codul fiscal pe bon la casa e marcat. Am stat 10 minute la o alta coada pt factura, pentru ca tot acolo se primesc si retururile.",431912,"{'choices': ['service - negative', 'shop diversity - negative']}",22,service; shop diversity,service; shop diversity,Negative; Negative,manual,"- Nu se gasesc bocanci de piele pt copii.- Erau doar 2 case deschise. Ce ma deranjeaza e ca nu se poate trece codul fiscal pe bon la casa e marcat. Am stat 10 minute la o alta coada pt factura, pentru ca tot acolo se primesc si retururile."
"Desi apreciez oferta, in acea vizita nu am reusit sa discut cu un consultant ori nu am gasit optiuni decat la 5 din 10 produse dorite.",431913,"{'choices': ['shop diversity - negative', 'staff availability - negative']}",22,shop diversity; staff availability,shop diversity; staff availability,Negative; Negative,manual,"Desi apreciez oferta, in acea vizita nu am reusit sa discut cu un consultant ori nu am gasit optiuni decat la 5 din 10 produse dorite."
"Buna ziua,In urma cu 3 luni am achizitionat o pereche de adidasi Kapteren Discover din magazinul dumneavoastra  din Militari. Adidasii i-am folosit de 3 ori pe saptamana (cam 1,5-2 ore) in sala de fitness fara sa alerg pe banda sau sa fac alte exercitii care ar solicita adidasii. In urma cu o saptamana am observat ca materialul textil din varful adidasului (cel stang) a inceput sa cedeze, momentan avand o ruptura de 1,5 cm. Adidasii arata ca noi, exceptand aceasta ruptura!Intrebare:Cum rezolva garantia de 2 ani acest aspect? Pot sa vin in orice magazin si sa schimb produsul cu altul nou? Mentionez ca am pastrat bonul si eticheta produsului tocmai pentru ca am vazut ca au garantie timp de 2 ani de zile.Astept raspunsul dumneavoastra.Multumesc.",431914,"{'choices': ['product - negative', 'quality - negative']}",22,product; quality,product; quality,Negative; Negative,manual,"Buna ziua,In urma cu 3 luni am achizitionat o pereche de adidasi Kapteren Discover din magazinul dumneavoastra din Militari. Adidasii i-am folosit de 3 ori pe saptamana (cam 1,5-2 ore) in sala de fitness fara sa alerg pe banda sau sa fac alte exercitii care ar solicita adidasii. In urma cu o saptamana am observat ca materialul textil din varful adidasului (cel stang) a inceput sa cedeze, momentan avand o ruptura de 1,5 cm. Adidasii arata ca noi, exceptand aceasta ruptura!Intrebare:Cum rezolva garantia de 2 ani acest aspect? Pot sa vin in orice magazin si sa schimb produsul cu altul nou? Mentionez ca am pastrat bonul si eticheta produsului tocmai pentru ca am vazut ca au garantie timp de 2 ani de zile.Astept raspunsul dumneavoastra.Multumesc."
MAgazin in reamenajare in plina zi. Lipsa stocuri. Am cautat produse camping si incaltaminte de hiking.,431915,"{'choices': ['shop diversity - negative', 'shop organization - negative']}",22,shop diversity; shop organization,shop diversity; shop organization,Negative; Negative,manual,MAgazin in reamenajare in plina zi. Lipsa stocuri. Am cautat produse camping si incaltaminte de hiking.
"In cursul sapt. trecute am lansat o comanda de 6 produse, sambata (15 - aug) seara fiind informata telefonic caci un produs nu se afla pe stoc si nu va fi livrat. Duminica am verificat pe site, constatand ca produsul este pe stoc, in cantitate mare, exceptand un singur magazin, din Ploiesti; am revenit cu tel. si, dupa multe balbaieli (da, nu mi-e rusine de limbaj, dar chiar m-ati incurcat f. tare) am aflat ceva nou, cum ca """"on line"""" se livreaza doar produsele disponibile in """"Iuliu Maniu""""; am replicat caci produsul apare pe stoc in """"Iuliu Maniu""""; ... final: """"Scuze, m-am inselat, produsul d-vs este in pachet, sunt toate cele 6 produse"""". Azi vine curierul, fara produsul respectiv (nu mai comentez caci colaborati cu o Firma de curierat care te anunta f. sec, in acelasi timp cu mesajul de informare cum ca """"o sa vina un curier"""", ca el a ajuns si nu poate sa astepte 10 min. si ca revine azi, ceea ce, din experienta mea, nu se va intampla, va veni maine, alt curier, la fel de instantaneu). Eu pierd timp si nervi, d-vs pierdeti credibilitate si, poate, si comenzi care pot ajunge retur-nereceptionate",431916,"{'choices': ['delivery - negative', 'service - negative', 'staff competency - negative']}",22,delivery; service; staff competency,delivery; service; staff competency,Negative; Negative; Negative,manual,"In cursul sapt. trecute am lansat o comanda de 6 produse, sambata (15 - aug) seara fiind informata telefonic caci un produs nu se afla pe stoc si nu va fi livrat. Duminica am verificat pe site, constatand ca produsul este pe stoc, in cantitate mare, exceptand un singur magazin, din Ploiesti; am revenit cu tel. si, dupa multe balbaieli (da, nu mi-e rusine de limbaj, dar chiar m-ati incurcat f. tare) am aflat ceva nou, cum ca """"on line"""" se livreaza doar produsele disponibile in """"Iuliu Maniu""""; am replicat caci produsul apare pe stoc in """"Iuliu Maniu""""; ... final: """"Scuze, m-am inselat, produsul d-vs este in pachet, sunt toate cele 6 produse"""". Azi vine curierul, fara produsul respectiv (nu mai comentez caci colaborati cu o Firma de curierat care te anunta f. sec, in acelasi timp cu mesajul de informare cum ca """"o sa vina un curier"""", ca el a ajuns si nu poate sa astepte 10 min. si ca revine azi, ceea ce, din experienta mea, nu se va intampla, va veni maine, alt curier, la fel de instantaneu). Eu pierd timp si nervi, d-vs pierdeti credibilitate si, poate, si comenzi care pot ajunge retur-nereceptionate"
"Roata cea veche care este similara cu aceasta a devenit un hexagon cu laturile perfect pătrate , dar am preferat să cumpăr de aici pentru ca trotineta este tot decathlon",431917,misc - neutral,22,misc,misc,Neutral,manual,"Roata cea veche care este similara cu aceasta a devenit un hexagon cu laturile perfect pătrate , dar am preferat să cumpăr de aici pentru ca trotineta este tot decathlon"
Dupa o saptamana de mers o ora pe jos dupa munca(oras) am capatat 3 bataturi pe degete si 2 rani provocate de rosaturi. Parca nu sunt facuti pentru mers. Nu ii recomand nimanui.,431918,"{'choices': ['quality - negative', 'product - negative']}",22,quality; product,quality; product,Negative; Negative,manual,Dupa o saptamana de mers o ora pe jos dupa munca(oras) am capatat 3 bataturi pe degete si 2 rani provocate de rosaturi. Parca nu sunt facuti pentru mers. Nu ii recomand nimanui.
